"","Time","raw richness","Good's u","subsampled richness","subsampled u","Chao 1","subsampled Chao 1","k","Fisher's alpha","Shannon's H","Hurlbert's PIE","dominance","specimens","singletons","doubletons","specimens drawn"
"bin_1_6",1,1492,0.9673455532926,96.4130822625023,0.295255915645598,2067.52487562189,415.171067414744,0.00278715281043866,414.689097367384,6.26419329013401,0.996599721499525,0.0234215885947047,14730,481,201,115.957671203861
"bin_6_11",6,1339,0.943805455142951,86.651859768971,0.294061005009382,1974.67391304348,399.704382594877,0.00272009631875996,432.507309387873,6.19387145078796,0.995978482129548,0.0254135173622522,9129,513,207,104.530289095819
"bin_11_16",11,1687,0.958547096244613,115.639045635085,0.296167137487131,2436.4612244898,481.66428157018,0.00239686576231153,492.833651697867,6.42440383320301,0.997347181600891,0.0164169915862918,14619,606,245,138.917987598728
"bin_16_21",16,1211,0.942300092214465,126.898997596651,0.293886186186733,1715.85263157895,512.928908375389,0.00304479313782439,406.457841363357,6.37456681372467,0.997911275358615,0.0188380977473324,7591,438,190,151.872703251221
"bin_21_26",21,1313,0.917488648817911,147.92033103269,0.290108171912471,1980.61778846154,605.874501980886,0.00251707351092862,500.949281400079,6.51463666030976,0.998239766521038,0.0131517144199155,6387,527,208,176.514912889108
"bin_26_31",26,986,0.927842700797626,94.9309740725375,0.290496306624034,1507.79655172414,408.608800689544,0.00349307909707774,353.717080404509,6.13451904931103,0.996868522310236,0.0241142645149323,5391,389,145,113.654900711351
"bin_31_36",31,920,0.936553945249597,64.2412105175967,0.294030882029374,1508.01515151515,281.192470744161,0.00403993104133583,298.497571916638,5.8466391596497,0.995108986880481,0.0262479871175523,6210,394,132,77.085380819591
"bin_36_41",36,953,0.938393297190734,92.3858154085993,0.291765491484618,1441.28125,374.306621925663,0.00392600553319606,317.082189621173,6.08251416688429,0.997217977848272,0.0131427632659767,6087,375,144,110.181173589383
"bin_41_46",41,756,0.90814313891237,74.1097390187691,0.295930005542729,1239.07272727273,321.212643446463,0.00425248537280405,294.178496863132,5.89639031025345,0.996136940976834,0.0211327134404057,3549,326,110,89.0922838001051
"bin_46_51",46,996,0.941833590138675,38.505917792876,0.298118466871459,1723.6914893617,181.350983163665,0.00366966111994573,303.307196007049,5.54389961337165,0.990193375291124,0.0491782229070365,7788,453,141,46.5895544394616
"bin_51_56",51,602,0.916498993963783,11.9533960660865,0.294756031633418,1207.62637362637,33.8121322194758,0.00491876067189826,197.248692394784,4.64424567926196,0.971148346690016,0.0963279678068411,3976,332,91,14.3193723081498
"bin_56_61",56,577,0.875826251180359,65.3379678374829,0.291860239546209,900.219626168224,286.341721090116,0.004881463490444,261.160801197134,5.72212466445529,0.995746136817199,0.0264400377714825,2118,263,107,78.2501400390197
"bin_61_66",61,286,0.920502092050209,39.3008943863686,0.292195984849539,477.117647058824,159.518263194202,0.0120429405245334,107.341528959872,5.11043426051713,0.994787174710311,0.0244072524407252,1434,114,34,46.6779998775602
"bin_66_71",66,211,0.816164817749604,26.216198373476,0.283495245122979,383.512820512821,114.852109015061,0.0118656212308726,111.114472339145,4.76706186791193,0.989961538650134,0.0475435816164818,631,116,39,31.1250224266651
"bin_71_76",71,67,0.696,19.4169567812047,0.265319228402248,118.571428571429,76.6205234121215,0.0257195445238355,58.767952420881,4.00368965381626,0.992347151515152,0.056,125,38,14,22.5963961583048
"bin_76_81",76,57,0.703703703703704,16.0224162063916,0.268421093925421,96.3846153846154,55.446819704683,0.0307387676227748,48.8808436799432,3.83209228752586,0.990455981775426,0.0648148148148148,108,32,13,18.6811036925814
"bin_81_86",81,59,0.704347826086956,15.6870785426694,0.274938428732991,111.545454545455,54.0757773978573,0.0309799962115196,48.6181617204777,3.84860160283494,0.9900893031745,0.0608695652173913,115,34,11,18.3600164967277
"bin_86_91",86,28,0.672413793103448,5.72480110555989,0.273997026809863,118.25,9.18560827629106,0.0693480003310912,21.3008376574704,3.00741938365434,0.967983441229577,0.155172413793103,58,19,2,6.66379615377572
"bin_91_96",91,38,0.707317073170732,8.26305394151691,0.284559742529804,134,16.2250397047834,0.0538831778784318,27.50346048367,3.34398282511218,0.980288438349116,0.109756097560976,82,24,3,9.69619437543626
"bin_96_101",96,48,0.533333333333333,16.6634788737785,0.272381640946033,150.083333333333,57.914557235087,0.0277616596734452,57.4967717560111,3.67624307311991,0.988777304964539,0.08,75,35,6,19.544115469065
"bin_101_106",101,32,0.631578947368421,9.18961593495737,0.278423268047359,87.125,21.2183107044024,0.0517475011147985,30.1436374397587,3.24794970101016,0.982376711444713,0.105263157894737,57,21,4,10.7596412907866
"bin_106_111",106,31,0.511111111111111,14.0058598866343,0.282781266492968,71.3333333333333,44.7319312747459,0.0379007602891448,44.0218527867673,3.3021300915107,0.988938271604938,0.0888888888888889,45,22,6,16.4765353171165
"bin_111_116",111,43,0.467741935483871,19.0320179808437,0.283669528741876,133.75,77.8010869130612,0.0259394827608285,62.1289599491979,3.5875454376733,0.988120013874436,0.0967741935483871,62,33,6,22.6934524501645
"bin_116_121",116,38,0.38,27.442103696623,0.318259661860381,134.1,123.464545240468,0.022459007730169,72.2597353282647,3.4924656956887,0.987589189189189,0.12,50,31,5,34.1110307799062
"bin_121_126",121,61,0.472527472527473,22.2581471951538,0.289118063143638,225.571428571429,100.99977581309,0.0184604805462132,81.0148642882859,3.86901540500906,0.986342229199372,0.0879120879120879,91,48,7,26.9016247206661
"bin_126_131",126,24,0.575,6.59889296594772,0.279550593239496,72.1666666666667,11.9911418175773,0.0610656075850782,25.3323582668247,2.94095182153306,0.970434782608696,0.175,40,17,3,7.74195536300458
