"","Time","raw richness","Good's u","subsampled richness","subsampled u","Chao 1","subsampled Chao 1","k","Fisher's alpha","Shannon's H","Hurlbert's PIE","dominance","specimens","singletons","doubletons","specimens drawn"
"bin_1_6",1,1492,0.9673455532926,58.009144890001,0.197460375038662,2067.52487562189,367.058677402496,0.00278715281043866,414.689097367384,6.26419329013401,0.996599721499525,0.0234215885947047,14730,481,201,64.954983932886
"bin_6_11",6,1339,0.943805455142951,50.5118934831742,0.195065340440536,1974.67391304348,327.490780977899,0.00272009631875996,432.507309387873,6.19387145078796,0.995978482129548,0.0254135173622522,9129,513,207,56.5306263071199
"bin_11_16",11,1687,0.958547096244613,70.6565656497291,0.19619540279904,2436.4612244898,441.940059233752,0.00239686576231153,492.833651697867,6.42440383320301,0.997347181600891,0.0164169915862918,14619,606,245,79.0229281194578
"bin_16_21",16,1211,0.942300092214465,79.2841401901527,0.195066956693016,1715.85263157895,483.895149125672,0.00304479313782439,406.457841363357,6.37456681372467,0.997911275358615,0.0188380977473324,7591,438,190,88.5170571203904
"bin_21_26",21,1313,0.917488648817911,91.1079731776649,0.194695543572871,1980.61778846154,554.165299095204,0.00251707351092862,500.949281400079,6.51463666030976,0.998239766521038,0.0131517144199155,6387,527,208,101.716510790817
"bin_26_31",26,986,0.927842700797626,57.2084333635304,0.194960413781283,1507.79655172414,365.665007975817,0.00349307909707774,353.717080404509,6.13451904931103,0.996868522310236,0.0241142645149323,5391,389,145,63.9798608885821
"bin_31_36",31,920,0.936553945249597,38.7774793006936,0.196919839592439,1508.01515151515,233.836621902107,0.00403993104133583,298.497571916638,5.8466391596497,0.995108986880481,0.0262479871175523,6210,394,132,43.3661618294485
"bin_36_41",36,953,0.938393297190734,58.1809584155529,0.192935560075477,1441.28125,360.996077851335,0.00392600553319606,317.082189621173,6.08251416688429,0.997217977848272,0.0131427632659767,6087,375,144,64.8224328678354
"bin_41_46",41,756,0.90814313891237,44.6602286562371,0.190865506390681,1239.07272727273,279.570650319989,0.00425248537280405,294.178496863132,5.89639031025345,0.996136940976834,0.0211327134404057,3549,326,110,49.7640198318401
"bin_46_51",46,996,0.941833590138675,21.9061458338719,0.188702471364028,1723.6914893617,95.2745525897012,0.00366966111994573,303.307196007049,5.54389961337165,0.990193375291124,0.0491782229070365,7788,453,141,24.3909213207946
"bin_51_56",51,602,0.916498993963783,6.68983897497149,0.189574924373985,1207.62637362637,11.1090913858419,0.00491876067189826,197.248692394784,4.64424567926196,0.971148346690016,0.0963279678068411,3976,332,91,7.40335163643855
"bin_56_61",56,577,0.875826251180359,39.6310455144858,0.195685182567704,900.219626168224,237.745609751519,0.004881463490444,261.160801197134,5.72212466445529,0.995746136817199,0.0264400377714825,2118,263,107,44.3146859693353
"bin_61_66",61,286,0.920502092050209,24.858005401559,0.190721133119544,477.117647058824,122.860272034238,0.0120429405245334,107.341528959872,5.11043426051713,0.994787174710311,0.0244072524407252,1434,114,34,27.5882800790093
"bin_66_71",66,211,0.816164817749604,15.7946728918241,0.185324825019294,383.512820512821,54.0155960210322,0.0118656212308726,111.114472339145,4.76706186791193,0.989961538650134,0.0475435816164818,631,116,39,17.4886990692642
"bin_71_76",71,67,0.696,12.0548172131984,0.178005829731235,118.571428571429,30.8912017182313,0.0257195445238355,58.767952420881,4.00368965381626,0.992347151515152,0.056,125,38,14,13.2433428904013
"bin_76_81",76,57,0.703703703703704,10.0120059721827,0.179062402131217,96.3846153846154,22.427443244498,0.0307387676227748,48.8808436799432,3.83209228752586,0.990455981775426,0.0648148148148148,108,32,13,11.0031756600947
"bin_81_86",81,59,0.704347826086956,9.83099902037281,0.167582349609633,111.545454545455,21.5776969978087,0.0309799962115196,48.6181617204777,3.84860160283494,0.9900893031745,0.0608695652173913,115,34,11,10.7273666940288
"bin_86_91",86,28,0.672413793103448,3.28129310160317,0.18415105963603,118.25,3.92125008203448,0.0693480003310912,21.3008376574704,3.00741938365434,0.967983441229577,0.155172413793103,58,19,2,3.60207268805851
"bin_91_96",91,38,0.707317073170732,5.18980000854025,0.182368230224,134,7.48691000003246,0.0538831778784318,27.50346048367,3.34398282511218,0.980288438349116,0.109756097560976,82,24,3,5.68154821345836
"bin_96_101",96,48,0.533333333333333,10.2984478290409,0.180608097362028,150.083333333333,24.7954741392528,0.0277616596734452,57.4967717560111,3.67624307311991,0.988777304964539,0.08,75,35,6,11.3499325746027
"bin_101_106",101,32,0.631578947368421,5.49361482483087,0.163642293192963,87.125,7.98601648257491,0.0517475011147985,30.1436374397587,3.24794970101016,0.982376711444713,0.105263157894737,57,21,4,5.95749575518472
"bin_106_111",106,31,0.511111111111111,8.28809303054945,0.171858701559683,71.3333333333333,16.0475546172416,0.0379007602891448,44.0218527867673,3.3021300915107,0.988938271604938,0.0888888888888889,45,22,6,9.06424496074631
"bin_111_116",111,43,0.467741935483871,10.1096241438664,0.174604326903021,133.75,23.0279969018416,0.0259394827608285,62.1289599491979,3.5875454376733,0.988120013874436,0.0967741935483871,62,33,6,11.1078788642446
"bin_116_121",116,38,0.38,12.1668560263732,0.176346119248733,134.1,31.2143324103298,0.022459007730169,72.2597353282647,3.4924656956887,0.987589189189189,0.12,50,31,5,13.4756613187567
"bin_121_126",121,61,0.472527472527473,11.3258046007527,0.17793807640687,225.571428571429,27.5001084033544,0.0184604805462132,81.0148642882859,3.86901540500906,0.986342229199372,0.0879120879120879,91,48,7,12.4998030266505
"bin_126_131",126,24,0.575,3.58955685907062,0.15540143321543,72.1666666666667,4.50841748334013,0.0610656075850782,25.3323582668247,2.94095182153306,0.970434782608696,0.175,40,17,3,3.89732432943024
