"","Time","raw richness","Good's u","subsampled richness","subsampled u","Chao 1","subsampled Chao 1","k","Fisher's alpha","Shannon's H","Hurlbert's PIE","dominance","specimens","singletons","doubletons","specimens drawn"
"bin_1_6",1,1492,0.9673455532926,25.9646321376689,0.0989172730300472,2067.52487562189,115.914887055158,0.00278715281043866,414.689097367384,6.26419329013401,0.996599721499525,0.0234215885947047,14730,481,201,27.3572400911216
"bin_6_11",6,1339,0.943805455142951,22.3021664975765,0.100999888048732,1974.67391304348,83.8795738817591,0.00272009631875996,432.507309387873,6.19387145078796,0.995978482129548,0.0254135173622522,9129,513,207,23.5289707834881
"bin_11_16",11,1687,0.958547096244613,32.1536094386713,0.0982341423697792,2436.4612244898,197.58069102088,0.00239686576231153,492.833651697867,6.42440383320301,0.997347181600891,0.0164169915862918,14619,606,245,33.8590715996452
"bin_16_21",16,1211,0.942300092214465,36.4498693255357,0.096776931835838,1715.85263157895,243.482307437359,0.00304479313782439,406.457841363357,6.37456681372467,0.997911275358615,0.0188380977473324,7591,438,190,38.3552281298201
"bin_21_26",21,1313,0.917488648817911,42.8707139573909,0.0958142883236799,1980.61778846154,341.094790012287,0.00251707351092862,500.949281400079,6.51463666030976,0.998239766521038,0.0131517144199155,6387,527,208,45.0800073926893
"bin_26_31",26,986,0.927842700797626,25.9746151440438,0.0977019889316534,1507.79655172414,127.890326174382,0.00349307909707774,353.717080404509,6.13451904931103,0.996868522310236,0.0241142645149323,5391,389,145,27.3551561406133
"bin_31_36",31,920,0.936553945249597,17.4951332455098,0.0979604402101877,1508.01515151515,53.1927387200026,0.00403993104133583,298.497571916638,5.8466391596497,0.995108986880481,0.0262479871175523,6210,394,132,18.3979496051595
"bin_36_41",36,953,0.938393297190734,27.325439306192,0.0939244873895418,1441.28125,130.483899609738,0.00392600553319606,317.082189621173,6.08251416688429,0.997217977848272,0.0131427632659767,6087,375,144,28.6850428379279
"bin_41_46",41,756,0.90814313891237,20.7084575146511,0.0972692113828696,1239.07272727273,72.0364435838201,0.00425248537280405,294.178496863132,5.89639031025345,0.996136940976834,0.0211327134404057,3549,326,110,21.7802147019777
"bin_46_51",46,996,0.941833590138675,9.41862267287428,0.0973154759532728,1723.6914893617,16.5362383935023,0.00366966111994573,303.307196007049,5.54389961337165,0.990193375291124,0.0491782229070365,7788,453,141,9.89634645969685
"bin_51_56",51,602,0.916498993963783,2.82139843194951,0.0857077245276305,1207.62637362637,3.09807201461052,0.00491876067189826,197.248692394784,4.64424567926196,0.971148346690016,0.0963279678068411,3976,332,91,2.94550640948793
"bin_56_61",56,577,0.875826251180359,18.2525869792697,0.0970717333429768,900.219626168224,56.3229003999554,0.004881463490444,261.160801197134,5.72212466445529,0.995746136817199,0.0264400377714825,2118,263,107,19.1977472808369
"bin_61_66",61,286,0.920502092050209,11.6800557641936,0.0975889701764996,477.117647058824,23.4260836497687,0.0120429405245334,107.341528959872,5.11043426051713,0.994787174710311,0.0244072524407252,1434,114,34,12.2692655683326
"bin_66_71",66,211,0.816164817749604,6.9264335040609,0.0943302671302545,383.512820512821,9.70765251411317,0.0118656212308726,111.114472339145,4.76706186791193,0.989961538650134,0.0475435816164818,631,116,39,7.25115423556173
"bin_71_76",71,67,0.696,5.51075923082674,0.0834007490644966,118.571428571429,6.95924896916134,0.0257195445238355,58.767952420881,4.00368965381626,0.992347151515152,0.056,125,38,14,5.73266250183559
"bin_76_81",76,57,0.703703703703704,4.40193325901139,0.0774665076980524,96.3846153846154,5.16828274096449,0.0307387676227748,48.8808436799432,3.83209228752586,0.990455981775426,0.0648148148148148,108,32,13,4.56367440731878
"bin_81_86",81,59,0.704347826086956,4.2113049805382,0.0794784342945366,111.545454545455,4.79662396315774,0.0309799962115196,48.6181617204777,3.84860160283494,0.9900893031745,0.0608695652173913,115,34,11,4.3700988176732
"bin_86_91",86,28,0.672413793103448,1.60924732900915,0.0707615858782012,118.25,0,0.0693480003310912,21.3008376574704,3.00741938365434,0.967983441229577,0.155172413793103,58,19,2,1.66382219641649
"bin_91_96",91,38,0.707317073170732,2.19363118342513,0.0744930311878313,134,0,0.0538831778784318,27.50346048367,3.34398282511218,0.980288438349116,0.109756097560976,82,24,3,2.26770958859802
"bin_96_101",96,48,0.533333333333333,4.07335395927836,0.0911474373932514,150.083333333333,4.86184167568079,0.0277616596734452,57.4967717560111,3.67624307311991,0.988777304964539,0.08,75,35,6,4.24490026033879
"bin_101_106",101,32,0.631578947368421,2.39380364900746,0.0780267370097963,87.125,2.52309851395861,0.0517475011147985,30.1436374397587,3.24794970101016,0.982376711444713,0.105263157894737,57,21,4,2.48060288913526
"bin_106_111",106,31,0.511111111111111,3.43874490564854,0.0879953535048861,71.3333333333333,3.84568586840608,0.0379007602891448,44.0218527867673,3.3021300915107,0.988938271604938,0.0888888888888889,45,22,6,3.58427315720506
"bin_111_116",111,43,0.467741935483871,4.2281482581273,0.0811156404364781,133.75,5.17484219665752,0.0259394827608285,62.1289599491979,3.5875454376733,0.988120013874436,0.0967741935483871,62,33,6,4.40086310394487
"bin_116_121",116,38,0.38,3.8102023928328,0.0385123458050235,134.1,0,0.022459007730169,72.2597353282647,3.4924656956887,0.987589189189189,0.12,50,31,5,3.88299013065344
"bin_121_126",121,61,0.472527472527473,4.4763217384216,0.0666113380809376,225.571428571429,5.40122333408166,0.0184604805462132,81.0148642882859,3.86901540500906,0.986342229199372,0.0879120879120879,91,48,7,4.6306172662123
"bin_126_131",126,24,0.575,1.9394788201869,0.0529543620975258,72.1666666666667,0,0.0610656075850782,25.3323582668247,2.94095182153306,0.970434782608696,0.175,40,17,3,1.990494490071
