"harmMeans_Lam" "arithMeans_Lam" "harmMeans_Mu" "arithMeans_Mu" "harmMeans_NetDiv" "arithMeans_NetDiv"
"Zaglossus_attenboroughi_TACHYGLOSSIDAE_MONOTREMATA" 0.0117826362380644 0.0177198161766671 0.00254399053660526 0.0210159466595 -0.0605592393308884 -0.00329613048283286
"Zaglossus_bartoni_TACHYGLOSSIDAE_MONOTREMATA" 0.0118261919910288 0.0180043335762382 0.00255453487685975 0.0211879390865 -0.0577670090134788 -0.00318360551026181
"Zaglossus_bruijnii_TACHYGLOSSIDAE_MONOTREMATA" 0.0117756220703239 0.0178538354984503 0.00253019345151738 0.0211507854025 -0.0613715534586147 -0.00329694990404975
"Tachyglossus_aculeatus_TACHYGLOSSIDAE_MONOTREMATA" 0.0118236512473449 0.0180926208356777 0.00253690712578032 0.0213699688525 -0.0607649758711463 -0.00327734801682232
"Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA" 0.0114865057321764 0.018458240446706 0.00254734264114587 0.0227562515745 -0.0592816197429657 -0.00429801112779397
"Dasypus_septemcinctus_DASYPODIDAE_CINGULATA" 0.117646544085375 0.121249115110617 0.055181984952886 0.07319121603 0.0414311753865124 0.0480578990806167
"Dasypus_kappleri_DASYPODIDAE_CINGULATA" 0.117988896682464 0.121608915200296 0.055207663009474 0.07234931848 0.0411094675346997 0.0492595967202961
"Dasypus_hybridus_DASYPODIDAE_CINGULATA" 0.117988896682464 0.121608915200296 0.055207663009474 0.07234931848 0.0411094675346997 0.0492595967202961
"Dasypus_sabanicola_DASYPODIDAE_CINGULATA" 0.118052953547798 0.121497193886846 0.0553988794631122 0.07259372748 0.0412534211959473 0.0489034664068465
"Dasypus_pilosus_DASYPODIDAE_CINGULATA" 0.118052953547798 0.121497193886846 0.0553988794631122 0.07259372748 0.0412534211959473 0.0489034664068465
"Dasypus_yepesi_DASYPODIDAE_CINGULATA" 0.118052953547798 0.121497193886846 0.0553988794631122 0.07259372748 0.0412534211959473 0.0489034664068465
"Dasypus_novemcinctus_DASYPODIDAE_CINGULATA" 0.118052953547798 0.121497193886846 0.0553988794631122 0.07259372748 0.0412534211959473 0.0489034664068465
"Zaedyus_pichiy_DASYPODIDAE_CINGULATA" 0.117987930897255 0.121347006344113 0.0553941143965414 0.07243030188 0.041250998856676 0.0489167044641126
"Euphractus_sexcinctus_DASYPODIDAE_CINGULATA" 0.117948823195663 0.121320622670545 0.0553268726201372 0.07239541138 0.0412559462024309 0.0489252112905452
"Chaetophractus_nationi_DASYPODIDAE_CINGULATA" 0.117948823195663 0.121320622670545 0.0553268726201372 0.07239541138 0.0412559462024309 0.0489252112905452
"Chaetophractus_villosus_DASYPODIDAE_CINGULATA" 0.117948823195663 0.121320622670545 0.0553268726201372 0.07239541138 0.0412559462024309 0.0489252112905452
"Chaetophractus_vellerosus_DASYPODIDAE_CINGULATA" 0.117948823195663 0.121320622670545 0.0553268726201372 0.07239541138 0.0412559462024309 0.0489252112905452
"Chlamyphorus_truncatus_DASYPODIDAE_CINGULATA" 0.116066705053128 0.121115298857075 0.0553596605475622 0.07282454678 0.0417529006589989 0.0482907520770749
"Calyptophractus_retusus_DASYPODIDAE_CINGULATA" 0.117131058849584 0.12114707867439 0.0554068409174483 0.07287691918 0.0412747250971501 0.0482701594943904
"Tolypeutes_tricinctus_DASYPODIDAE_CINGULATA" 0.11791555326099 0.121244193128622 0.0553337884842851 0.07241934618 0.0416877448404059 0.0488248469486224
"Tolypeutes_matacus_DASYPODIDAE_CINGULATA" 0.11791555326099 0.121244193128622 0.0553337884842851 0.07241934618 0.0416877448404059 0.0488248469486224
"Priodontes_maximus_DASYPODIDAE_CINGULATA" 0.117545668744825 0.121155099610614 0.0553218856903064 0.07237250458 0.0413159550313013 0.0487825950306144
"Cabassous_tatouay_DASYPODIDAE_CINGULATA" 0.118069674001095 0.121487926503965 0.0542439378974864 0.07236393159 0.041279961160913 0.0491239949139648
"Cabassous_chacoensis_DASYPODIDAE_CINGULATA" 0.118069674001095 0.121487926503965 0.0542439378974864 0.07236393159 0.041279961160913 0.0491239949139648
"Cabassous_unicinctus_DASYPODIDAE_CINGULATA" 0.118069674001095 0.121487926503965 0.0542439378974864 0.07236393159 0.041279961160913 0.0491239949139648
"Cabassous_centralis_DASYPODIDAE_CINGULATA" 0.117888768467057 0.121222811229525 0.05528589787935 0.07234035348 0.0412460737735322 0.0488824577495249
"Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA" 0.115344628144312 0.120481832562232 0.0536529638232916 0.07184821708 0.0418181084953115 0.0486336154822319
"Tamandua_mexicana_MYRMECOPHAGIDAE_PILOSA" 0.115310619799559 0.120420230398092 0.053664883547643 0.07186813268 0.0417948021299112 0.0485520977180918
"Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA" 0.115222597403139 0.120402634669493 0.0537475681017705 0.07229980398 0.0418776701172078 0.0481028306894926
"Cyclopes_didactylus_CYCLOPEDIDAE_PILOSA" 0.111301005844724 0.120093346127802 0.054271565586522 0.07324454653 0.0422850262475922 0.0468487995978018
"Mylodon_darwinii_Mylodontidae_PILOSA" 0.117136895156689 0.120878579722255 0.0543740051102943 0.07201878483 0.0412047102337493 0.0488597948922555
"Choloepus_hoffmanni_MEGALONYCHIDAE_PILOSA" 0.117136895156689 0.120878579722255 0.0543740051102943 0.07201878483 0.0412047102337493 0.0488597948922555
"Choloepus_didactylus_MEGALONYCHIDAE_PILOSA" 0.117136895156689 0.120878579722255 0.0543740051102943 0.07201878483 0.0412047102337493 0.0488597948922555
"Nothrotheriops_shastensis_Nothrotheriidae_PILOSA" 0.117046486405786 0.120830804869684 0.0545162045047642 0.07223024013 0.0412299191241241 0.0486005647396844
