generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,6.06102,-21554.7,1,0
1000,0,0.609358,-16110.4,0.794997,0.194
2000,0,0.748137,-16108.9,1.54707,0.137
3000,0,0.404177,-16116.3,0.936034,0.171609
4000,0,0.612607,-16111.4,0.176711,0.154961
5000,0,0.680015,-16112.9,0.00860754,0.152
6000,0,1.28663,-16109.2,0.957682,0.15
7000,0,2.29987,-16107.1,0.693296,0.1458
8000,1,8.29707,-16094.9,1.6648,0.172978
9000,1,7.54092,-16098.7,0.913862,0.262
10000,1,8.615,-16093.9,0.200426,0.353667
11000,1,6.93745,-16096.5,0.344272,0.255625
12000,1,8.2491,-16094.3,1.01175,0.356
13000,1,7.99169,-16085.7,1.2136,0.3832
14000,1,8.9893,-16086.4,0.277861,0.391
15000,1,8.44741,-16085.9,0.370802,0.347
16000,1,8.35374,-16084.4,0.487765,0.35575
17000,1,8.71844,-16085.9,0.50359,0.374
18000,1,9.17648,-16087,0.631414,0.346
19000,1,9.83106,-16085.1,0.0877086,0.3585
20000,1,8.17535,-16083.3,0.113309,0.367
21000,1,8.73991,-16084.6,1.49804,0.3625
22000,1,9.69851,-16082.4,0.516523,0.365
23000,1,10.3192,-16084,0.695692,0.355083
24000,1,10.7484,-16087,0.0504902,0.365167
25000,1,9.26618,-16087.4,1.15989,0.321
26000,1,9.26495,-16088.1,1.32339,0.332333
27000,1,8.1149,-16086.1,1.1056,0.336571
28000,1,8.89428,-16087.9,1.38895,0.333
29000,1,10.0098,-16085.1,0.860434,0.346
30000,1,10.6509,-16083.4,0.499045,0.378
31000,1,10.1403,-16083.3,0.904607,0.377
32000,1,10.0515,-16084,0.913726,0.359
33000,1,9.71013,-16082.4,1.32723,0.392
34000,1,10.5472,-16083.6,0.283295,0.358
35000,1,10.3161,-16084.2,1.0573,0.374
36000,1,8.81035,-16082.6,0.306778,0.367455
37000,1,7.94254,-16083.6,1.09442,0.308
38000,1,9.32637,-16082,1.67164,0.340667
39000,1,9.61261,-16081,0.643661,0.373
40000,1,9.07791,-16081.6,0.631343,0.358
41000,1,7.83112,-16081.5,0.835494,0.346
42000,1,8.10841,-16080.5,0.911703,0.326
43000,1,8.47798,-16081.7,2.05151,0.366412
44000,1,8.86458,-16082.5,1.14767,0.401
45000,1,9.60729,-16081.6,0.245839,0.351
46000,1,10.516,-16081.9,0.466615,0.321111
47000,1,7.66491,-16082.1,0.181608,0.376
48000,1,9.06283,-16081.2,0.665303,0.301
49000,1,7.0318,-16081.5,2.34847,0.359
50000,1,10.1193,-16081.8,0.658297,0.36
51000,2,12.2442,-16049.7,1.05581,0.337913
52000,2,13.7983,-16051,1.39631,0.301
53000,2,12.5872,-16049.7,1.37892,0.295
54000,2,12.1044,-16048.2,0.41601,0.288
55000,1,4.45273,-16082.1,3.77819,0.3402
56000,1,7.7206,-16080.9,1.88391,0.359273
57000,1,8.9085,-16081.3,1.65035,0.354
58000,1,9.40441,-16082.2,1.51454,0.355312
59000,2,13.5967,-16081.4,2.17305,0.3665
60000,1,8.81114,-16080.8,1.14789,0.368
61000,1,7.71702,-16081.4,1.95274,0.345
62000,1,9.49936,-16082.1,1.7276,0.3675
63000,1,10.0497,-16081.2,0.318474,0.375
64000,2,14.5901,-16048.4,0.536543,0.3022
65000,2,12.5786,-16052.1,2.57173,0.304
66000,2,13.8067,-16047.4,2.14313,0.328
67000,1,8.76785,-16082.2,1.89837,0.343333
68000,2,14.0507,-16080.6,2.51864,0.367111
69000,1,7.46369,-16081.9,2.21525,0.425
70000,1,9.44139,-16082.2,0.58921,0.355
71000,1,10.5287,-16084.9,0.292405,0.371
72000,2,14.5733,-16053.4,1.49347,0.318667
73000,2,13.7178,-16049.5,2.66683,0.311
74000,2,15.3441,-16049.8,0.603518,0.316
75000,2,14.5074,-16085.3,0.899232,0.3466
76000,2,14.7855,-16050.7,1.72324,0.3125
77000,1,9.46298,-16084.6,1.17288,0.399
78000,1,9.28558,-16083.5,1.7317,0.356133
79000,1,8.87718,-16085.7,1.38043,0.378
80000,1,9.25667,-16085,1.02564,0.366222
81000,1,9.10267,-16084.7,0.653547,0.349
82000,1,8.45441,-16082.5,0.875082,0.375
83000,1,10.0879,-16083.6,0.106665,0.3325
84000,1,9.38822,-16082.5,0.712947,0.398
85000,1,9.95769,-16081,1.06142,0.386
86000,1,10.4273,-16082.8,0.0720663,0.365
87000,1,10.7192,-16082.4,0.468976,0.363
88000,2,14.4994,-16048.4,1.7621,0.32075
89000,2,15.8099,-16053,1.39242,0.289
90000,2,15.1587,-16049.7,1.69341,0.344
91000,1,10.4121,-16085.3,0.318243,0.36225
92000,1,8.93201,-16082.3,0.833449,0.3655
93000,1,8.64601,-16084.2,1.02223,0.36
94000,1,9.51693,-16083.2,0.74217,0.348
95000,1,6.23824,-16082.5,3.82497,0.38
96000,1,8.22266,-16082,2.16312,0.357
97000,1,8.29562,-16084.4,0.790943,0.365067
98000,1,9.51108,-16083.7,0.418353,0.353
99000,1,8.50126,-16083.5,1.38881,0.386
100000,2,15.0389,-16052.8,0.766813,0.3134
101000,2,15.8868,-16050.1,0.382496,0.329
102000,1,9.28504,-16083.8,0.965532,0.375667
103000,1,8.7341,-16083.1,1.29453,0.362833
104000,1,9.7172,-16082,0.321191,0.367
105000,1,9.05539,-16081.4,1.21678,0.313
106000,1,9.935,-16081.9,0.868128,0.382
107000,1,8.6492,-16082,1.28961,0.3688
108000,1,9.14959,-16081.2,0.410241,0.3725
