"harmMeans_Lam" "arithMeans_Lam" "harmMeans_Mu" "arithMeans_Mu" "harmMeans_NetDiv" "arithMeans_NetDiv"
"Zaglossus_attenboroughi_TACHYGLOSSIDAE_MONOTREMATA" 0.0611304577379788 0.0829324001925494 0.063709616578498 0.08269037122 -0.0370318208501649 0.000242028972549373
"Zaglossus_bartoni_TACHYGLOSSIDAE_MONOTREMATA" 0.0611304577379788 0.0829324001925494 0.063709616578498 0.08269037122 -0.0370318208501649 0.000242028972549373
"Zaglossus_bruijnii_TACHYGLOSSIDAE_MONOTREMATA" 0.0611056468026793 0.0828974718686658 0.0637635312678903 0.08300740882 -0.0369806412679914 -0.000109936951334147
"Tachyglossus_aculeatus_TACHYGLOSSIDAE_MONOTREMATA" 0.0608528216773158 0.0828844294489228 0.0636246315073032 0.08265721452 -0.0387874749900185 0.000227214928922793
"Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA" 0.0606765634428526 0.0824207361432211 0.0635772192965742 0.08251309002 -0.0383286824889977 -9.23538767789354e-05
"Nesophontes_micrus_NESOPHONTIDAE_EULIPOTYPHLA" 0.23606698310254 0.264685325044167 0.0976498042681281 0.18817344017 0.0721172684284034 0.0765118848741666
"Nesophontes_zamicrus_NESOPHONTIDAE_EULIPOTYPHLA" 0.23606698310254 0.264685325044167 0.0976498042681281 0.18817344017 0.0721172684284034 0.0765118848741666
"Nesophontes_hypomicrus_NESOPHONTIDAE_EULIPOTYPHLA" 0.23606698310254 0.264685325044167 0.0976498042681281 0.18817344017 0.0721172684284034 0.0765118848741666
"Nesophontes_paramicrus_NESOPHONTIDAE_EULIPOTYPHLA" 0.23606698310254 0.264685325044167 0.0976498042681281 0.18817344017 0.0721172684284034 0.0765118848741666
"Nesophontes_major_NESOPHONTIDAE_EULIPOTYPHLA" 0.23606698310254 0.264685325044167 0.0976498042681281 0.18817344017 0.0721172684284034 0.0765118848741666
"Nesophontes_edithae_NESOPHONTIDAE_EULIPOTYPHLA" 0.233460361201402 0.264417644892675 0.0976688051958222 0.18830392317 0.0721929033277638 0.076113721722675
"Solenodon_paradoxus_SOLENODONTIDAE_EULIPOTYPHLA" 0.215482586869926 0.257763896974873 0.0921040770139507 0.18649713775 0.0684569872603251 0.0712667592248729
"Solenodon_cubanus_SOLENODONTIDAE_EULIPOTYPHLA" 0.218030446493348 0.258188016613425 0.092351551982749 0.18676059245 0.0687286404620356 0.0714274241634248
"Solenodon_marcanoi_SOLENODONTIDAE_EULIPOTYPHLA" 0.218030446493348 0.258188016613425 0.092351551982749 0.18676059245 0.0687286404620356 0.0714274241634248
"Uropsilus_investigator_TALPIDAE_EULIPOTYPHLA" 0.191112220469261 0.260109370089441 0.0875308699094157 0.18419004932 0.0701187615498373 0.0759193207694412
"Uropsilus_soricipes_TALPIDAE_EULIPOTYPHLA" 0.227705840805894 0.260657890192678 0.0873150881350605 0.18394044612 0.0698321658285757 0.076717444072678
"Uropsilus_gracilis_TALPIDAE_EULIPOTYPHLA" 0.227705840805894 0.260657890192678 0.0873150881350605 0.18394044612 0.0698321658285757 0.076717444072678
"Uropsilus_andersoni_TALPIDAE_EULIPOTYPHLA" 0.226763502810851 0.260411328888204 0.0872444293261498 0.18382514542 0.070102339376439 0.0765861834682038
"Uropsilus_aequodonenia_TALPIDAE_EULIPOTYPHLA" 0.226377751184795 0.260385065756619 0.0895935942817494 0.18389217092 0.0703889813025414 0.0764928948366189
"Neurotrichus_gibbsii_TALPIDAE_EULIPOTYPHLA" 0.21712850391794 0.259026221417244 0.0863411627823804 0.18327733192 0.0740328063964198 0.0757488894972436
"Galemys_pyrenaicus_TALPIDAE_EULIPOTYPHLA" 0.224123869400862 0.259523478780152 0.0866292587545557 0.18358395452 0.0724919369935374 0.0759395242601521
"Desmana_moschata_TALPIDAE_EULIPOTYPHLA" 0.224123869400862 0.259523478780152 0.0866292587545557 0.18358395452 0.0724919369935374 0.0759395242601521
"Urotrichus_talpoides_TALPIDAE_EULIPOTYPHLA" 0.228290989508073 0.261207937485766 0.0875842265820431 0.18420783232 0.071332709062396 0.0770001051657658
"Dymecodon_pilirostris_TALPIDAE_EULIPOTYPHLA" 0.228290989508073 0.261207937485766 0.0875842265820431 0.18420783232 0.071332709062396 0.0770001051657658
