"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.211748239178644 0.196350232192514 0.225632815504622 0.212680261641086 0.197899262871484 0.227749647057006 0.0792939136068134 0.0573493577691726 0.0975670319631993 0.0952249370372448 0.0737321413916434 0.115968331480811
"2" "CHIROPTERA" 0.17671851314248 0.163119635251213 0.194076217372881 0.222284473245891 0.207811270584016 0.236970189779911 0.0299845272208034 0.0123943709948619 0.0563489428027226 0.105378749707012 0.0839773058637383 0.125389885850811
"3" "EULIPOTYPHLA" 0.264981525328375 0.238356332443409 0.292136392181422 0.207904163554812 0.195561854808546 0.219480000666375 0.134843860346663 0.10153420132169 0.170605140231391 0.085028456576435 0.067284830937666 0.101400460843184
"4" "PRIMATES" 0.34931436566105 0.305916848696264 0.404866922772835 0.204648350148892 0.193101990973639 0.216450942871986 0.208507184302825 0.145902080749911 0.27722945975032 0.0821835170149443 0.0646023238998867 0.0984452322672376
"5" "CETARTIODACTYLA" 0.256775333610886 0.232680234756147 0.283443286011038 0.210131869629655 0.198318087756889 0.222127909422933 0.102718788694301 0.0708446982073943 0.16175955 0.0881947287312569 0.0707401651305428 0.105299410111147
"6" "CARNIVORA" 0.254495414617452 0.226478388941491 0.282344493040028 0.210483717027252 0.198779197453496 0.222244166766715 0.167138326706257 0.0954492940335347 0.2068525 0.0854869334604227 0.0683775686265766 0.101532471817942
"7" "DIPROTODONTIA" 0.250227851294644 0.19881920039568 0.291216915370614 0.211510525380425 0.200085828842936 0.223474989814993 0.130743375397329 0.0153464966697963 0.205538675 0.0879912677983354 0.0722498720540272 0.103864656806525
"8" "DIDELPHIMORPHIA" 0.236133659418542 0.160416527433006 0.280794002455885 0.211919375036358 0.200852763681973 0.223407358746309 0.138875807710339 0.0110665225 0.206404225 0.0880555939928656 0.0721750565920939 0.104248740809098
"9" "LAGOMORPHA" 0.253333965490861 0.225967094458672 0.287620090619242 0.211792621483933 0.20013480353233 0.223441123208233 0.172283422164143 0.138712198281608 0.207777925 0.0878234248210081 0.0705080806079312 0.104572921622563
"10" "DASYUROMORPHIA" 0.234042673293313 0.155726536783286 0.281871185368961 0.21203510382246 0.200793890774099 0.224103173153323 0.134522426825821 0.00923940104116301 0.205837025 0.0882980401425473 0.0719439327002729 0.104572313534047
"11" "AFROSORICIDA" 0.105819726512695 0.0680734664645157 0.154673685382831 0.214560672787072 0.202980063471708 0.22669621369537 0.0749752273337711 0.02623548 0.140873125 0.0891664396626196 0.0722247603740408 0.106188409409368
"12" "PERISSODACTYLA" 0.250726559165684 0.224329751974216 0.278596659224471 0.212052260780384 0.200391171754491 0.223824496597502 0.171821686190488 0.1356344 0.20788615 0.0883190176917439 0.0709855220392769 0.104770451958506
"13" "PERAMELEMORPHIA" 0.234049806344744 0.155577635902891 0.281583988614879 0.211961261312463 0.200832593865084 0.223933245651715 0.135030561806931 0.00986305175 0.205837025 0.0881350632104432 0.0721758706369372 0.104288680857582
"14" "CINGULATA" 0.0770551670101376 0.0423222776361645 0.124133528025033 0.213599727522224 0.201673239909261 0.225433415524879 0.0461502209172244 0.00335232 0.1069612 0.0892803557117153 0.0718153989491317 0.106209591570347
"15" "SCANDENTIA" 0.0916183776735974 0.0437137261295888 0.248699200931131 0.213393474495387 0.201721482361946 0.225166131367239 0.0544076644892541 0.003208602 0.181793825 0.0891823316581031 0.0719350840464531 0.105927407127468
"16" "MACROSCELIDEA" 0.105458743156677 0.066367807747077 0.155921770112712 0.213275532305918 0.201617297235929 0.225094477663969 0.0747596236608158 0.024391825 0.140873125 0.08900024743541 0.0717970563047035 0.10568509404382
"17" "PILOSA" 0.0770870014374241 0.0420423002519354 0.123597872795641 0.213528535090317 0.201619469687538 0.225360118894634 0.0460572960806254 0.00304729975 0.1066508 0.0892587973048647 0.0717960347789849 0.106160517714944
"18" "PHOLIDOTA" 0.247626639929923 0.220667978186962 0.275689962830358 0.212190113667456 0.200521091261502 0.223957453365795 0.171707636220655 0.13588265 0.20788615 0.0885945833448128 0.0712664285881017 0.10508045237297
"19" "PAUCITUBERCULATA" 0.223823328624623 0.0796079100047544 0.276853672374886 0.212281150992602 0.200845239003411 0.223987935158858 0.14019518707973 0.014764585 0.206428375 0.0887500887959251 0.0714941892733205 0.105171061422944
"20" "PROBOSCIDEA" 0.105934737326014 0.0665399985621805 0.15859782784552 0.212520171560232 0.200847883823528 0.224301642084592 0.0751577902323676 0.024391825 0.14569795 0.0888998112990186 0.0715997544732122 0.105498670697457
"21" "HYRACOIDEA" 0.105757150408337 0.0665479027568309 0.157627905764064 0.212521025097324 0.200848239945498 0.224302158167205 0.0751073331187729 0.024391825 0.145512675 0.0888999762856921 0.071599868003001 0.105498917846985
"22" "MONOTREMATA" 0.059739976740113 0.0145468074808394 0.117444250893485 0.213621070385385 0.201947254814566 0.225528103088721 0.0605011720451083 0.008602974 0.134938889648805 0.0891165965323138 0.0718375450912219 0.105619230923964
"23" "SIRENIA" 0.106131924586393 0.0661162078055318 0.160089608425912 0.212532043939502 0.200861150663668 0.224315032542449 0.0753979983363008 0.0257932275 0.14569795 0.0889008900428536 0.0716025470393229 0.105504749995282
