"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.208378565938944 0.193805264959683 0.222466552010525 0.209321299632071 0.190877792270363 0.224005442524186 0.0623265857089633 0.038354249986549 0.0831436402828954 0.087023753810097 0.0584166380097383 0.10699623723626
"2" "CHIROPTERA" 0.167438000644603 0.154614656613532 0.184129280661818 0.221761173130376 0.202834610903386 0.235126710990086 0.029564272198217 0.0121640310177819 0.0565520291510086 0.0923034556353755 0.0617431274434334 0.110754658240691
"3" "EULIPOTYPHLA" 0.282018267941132 0.210784711583322 0.3237110643228 0.203066960731393 0.191464201622746 0.21365532404162 0.152117824510028 0.0641497316862464 0.208243530017216 0.0715015348000025 0.0519848483217103 0.0878326606889561
"4" "PRIMATES" 0.350105458115564 0.304877814219146 0.403167475108832 0.201002115854022 0.184285733193071 0.212370370805878 0.200708790695926 0.133092694515842 0.274292553418052 0.0705730642426007 0.0452740742192036 0.0868026422469712
"5" "CETARTIODACTYLA" 0.273579248174432 0.224003277669881 0.310169085337394 0.205879892855067 0.191840151562885 0.217218705650476 0.112297423597985 0.0311958936264901 0.18572182429129 0.075860313975572 0.0542199908482624 0.0915931856967176
"6" "CARNIVORA" 0.262213453992022 0.193990452718366 0.312274512159099 0.206523511697556 0.19258170281699 0.217531905282465 0.153394007882424 0.0178592956260219 0.232605875 0.0740480261525251 0.0538803217212089 0.0891688534885903
"7" "DIPROTODONTIA" 0.227855762787405 0.193798675446296 0.263900848951181 0.208575020016306 0.193205783989612 0.220356072657617 0.0356121471074953 0.0046406358797957 0.097597873619961 0.0783674296741921 0.0543511643565246 0.0946238142297532
"8" "DIDELPHIMORPHIA" 0.181076408694097 0.151879336083428 0.231617130286302 0.209409184013765 0.194099450419139 0.220897439727251 0.0328681100879103 0.00115846725 0.106453725 0.0782390730831285 0.0544363515610202 0.0946114398589527
"9" "LAGOMORPHA" 0.293800966321114 0.247116839844511 0.413272793371801 0.207999334930431 0.192044945418981 0.219468540191939 0.2124376545848 0.14693593459392 0.33793511650662 0.0759920577460469 0.0517950858529628 0.0924217958691901
"10" "DASYUROMORPHIA" 0.180092430642695 0.151006598939984 0.226036575439961 0.209310194689896 0.19411555859929 0.220785619905658 0.0314101130591159 0.00116941923190956 0.1005046 0.0780791211544142 0.0543607042293956 0.0945214482959278
"11" "AFROSORICIDA" 0.0958422649300447 0.0678105467854106 0.131973150109782 0.211604486053353 0.196298995131236 0.223337696118206 0.0660266772435186 0.019995095 0.114355825 0.0777860294477164 0.0543806596387115 0.094265525169914
"12" "PERISSODACTYLA" 0.258192274665003 0.0944944935753539 0.314874821630746 0.208636849956302 0.194039266338502 0.220007506306542 0.189105222136935 0.0327122189742857 0.264682075 0.0767884032481066 0.0537308220309809 0.0929789239482995
"13" "PERAMELEMORPHIA" 0.179728563034635 0.150869514825398 0.225756156996307 0.209424887824917 0.194095248734918 0.220889867172283 0.031556020171967 0.001169262 0.1005046 0.0782507148135251 0.0543316335311306 0.0946496299417788
"14" "CINGULATA" 0.0960079644544678 0.0673594303218465 0.130582383553485 0.209793363052718 0.194644682098842 0.221368140882264 0.0661333449510971 0.0192481725 0.115905825 0.0776013879649076 0.0541891687880885 0.0939054456025021
"15" "SCANDENTIA" 0.162890770492246 0.0563617406022909 0.303142600237665 0.209323514405558 0.194693317997572 0.220816826597659 0.117063068612934 0.0071421985 0.254934675 0.0772038284989615 0.0541819363236177 0.0933697985457443
"16" "MACROSCELIDEA" 0.095831768238148 0.0671392188016493 0.134487475709089 0.210237617016587 0.195001782312784 0.221857035290417 0.0659811578628388 0.0192481725 0.114355825 0.0776476828855936 0.0540459935449748 0.0939922053774783
"17" "PILOSA" 0.0957562536973588 0.0675346024591701 0.132431281631331 0.209804624369398 0.19464428942681 0.22138246068896 0.0659067107048814 0.0192481725 0.113929675 0.0776040274452465 0.0541901344414548 0.0939072856534574
"18" "PHOLIDOTA" 0.247447390961585 0.0808625290788917 0.310000385926153 0.208800852867674 0.19410827414453 0.220225353845672 0.183180675594546 0.0214581448713618 0.261750425 0.0770846707803687 0.0538182716505572 0.0932634705603758
"19" "PAUCITUBERCULATA" 0.159912143632416 0.0767952930963582 0.222575465142467 0.209061018338946 0.193794003940807 0.220582730539901 0.0434853645110086 0.001325267 0.12266525 0.0775884274343786 0.0542669765394181 0.0937276124762234
"20" "PROBOSCIDEA" 0.0959332718606291 0.0675972846223558 0.132658950788732 0.209208337503975 0.193990029616785 0.220734280778378 0.066143908110685 0.019995095 0.115874425 0.0775423852285006 0.0543079331062481 0.093846889312805
"21" "HYRACOIDEA" 0.0957650572503553 0.0676144474904127 0.132516080127579 0.209205481669362 0.193986365503309 0.22073083430182 0.0659852775749801 0.0192481725 0.114767325 0.0775424071462693 0.0543087377938104 0.0938465731792202
"22" "MONOTREMATA" 0.0776315518111297 0.0209646436402563 0.151451872360192 0.209841785100163 0.194840761388306 0.221401548092434 0.0798467312084634 0.0244537275 0.172094775 0.0775015675728154 0.0541518493314304 0.0938906960889788
"23" "SIRENIA" 0.096054466007952 0.0676349622463394 0.133997382625561 0.209205598478092 0.193987517352821 0.22073216849144 0.0661699031431282 0.019995095 0.115874425 0.0775420793983611 0.0543085507171507 0.0938466466750934
