"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.231837816141777 0.218931150345441 0.245270047336898 0.22025701034233 0.205283629315144 0.233373455898871 0.0753237548051264 0.0573963917430898 0.0942109617895983 0.085645270661016 0.0641400984614773 0.106867238963064
"2" "CHIROPTERA" 0.182762776324283 0.168263434761635 0.207568030703578 0.237327157474127 0.223894159957576 0.250370997577863 0.0278975879338672 0.00842657620359824 0.067364086330668 0.0979101818234038 0.0791498162554648 0.115540224022327
"3" "EULIPOTYPHLA" 0.298356305314317 0.249381948942652 0.331817949488755 0.218803650651125 0.209131889425524 0.229245550522113 0.150990177565068 0.0965449082669099 0.19473250599506 0.076157999346978 0.0618996934869334 0.0910587484652076
"4" "PRIMATES" 0.375944786033847 0.331636138337889 0.425240906124639 0.216911752102131 0.206235385759905 0.227220686951104 0.185995339868109 0.111850708224516 0.265088462252422 0.0763313373823371 0.0612703797840674 0.0914008173504471
"5" "CETARTIODACTYLA" 0.27664648518501 0.235633743175285 0.308407242790814 0.221959406251854 0.211778909394904 0.232423751839778 0.120939039918962 0.0458724737529661 0.202634275 0.0796325039838414 0.065642772308263 0.0950241249186763
"6" "CARNIVORA" 0.286212078355291 0.250521036500214 0.317616537219112 0.222036023878596 0.211306856120451 0.232439978622315 0.179152978408532 0.0712617898774931 0.228886375 0.0774911410105133 0.0630138775783924 0.0920012769143225
"7" "DIPROTODONTIA" 0.232711180457459 0.2009924681311 0.269629822150359 0.224514529583299 0.213658084983515 0.235203440425552 0.0317761700205114 0.00373555847012064 0.0806271170622472 0.0827841119157356 0.0671236693290375 0.0983165975965503
"8" "DIDELPHIMORPHIA" 0.175647562275687 0.14944693803348 0.219601774848581 0.225547533934252 0.214486781970225 0.236407705656092 0.0278664384123084 0.00102879425 0.08878964068694 0.0826363538609032 0.0669881948182809 0.0981398150076936
"9" "LAGOMORPHA" 0.286260651969209 0.257152492816068 0.318019641912219 0.223944322043 0.213090069574107 0.234542040031714 0.19062957310335 0.149856525 0.235286725 0.0803761082332819 0.0650983093614986 0.0955722489498862
"10" "DASYUROMORPHIA" 0.17366813213798 0.147442269167464 0.209674486308872 0.225384833900928 0.214458049026445 0.236123821613676 0.0258083404924692 0.000822416375 0.08421772 0.0824562148587689 0.0668774843007573 0.097919831122183
"11" "AFROSORICIDA" 0.090878845420124 0.066209432716009 0.124364751556522 0.228138839566255 0.216936892423574 0.239006969150578 0.0607451221996108 0.0216489115148573 0.1027245 0.082234701562517 0.066837521816775 0.0982141487828872
"12" "PERISSODACTYLA" 0.269490439183484 0.149255215029974 0.309934134277392 0.224390179919099 0.213727790789668 0.234925287506739 0.184167285069541 0.09556527 0.234665925 0.0810098370055748 0.0660593338653714 0.0962742243739572
"13" "PERAMELEMORPHIA" 0.173348049863284 0.147135447596368 0.20932954794933 0.225604702454863 0.214616529126502 0.236417877794968 0.025928344950554 0.000822416375 0.08421772 0.0826886597530996 0.0670892444374687 0.098194227098516
"14" "CINGULATA" 0.0905271097988121 0.0634650365779426 0.125656302866223 0.225771180610057 0.215022215380304 0.236434785042438 0.0604934112071373 0.02040648 0.102944575 0.0818656034974487 0.0667090202742139 0.0973545589087788
"15" "SCANDENTIA" 0.266869036638568 0.100799530490567 0.308299900166272 0.224398779426865 0.213663723308945 0.234930477909004 0.183711785092143 0.0547830375 0.2367913 0.0809913071460418 0.0661615561631264 0.0962522566467972
"16" "MACROSCELIDEA" 0.0897841970144894 0.0627117190904899 0.123897042707281 0.226159543469393 0.215404645136077 0.236892348847474 0.0605464848623043 0.0211472219641821 0.1027245 0.0819251177418712 0.0667468341509897 0.0975118079532693
"17" "PILOSA" 0.0900331163154763 0.0630531591795042 0.125702975799887 0.225783198439239 0.215033851967099 0.236447761819591 0.0605299316435764 0.020368255 0.1031629 0.0818665720443135 0.0667109448421175 0.0973569039330055
"18" "PHOLIDOTA" 0.2636880861271 0.133432325364181 0.305973478155282 0.224539400292254 0.213797816336974 0.235125926666555 0.183206682248247 0.08478633 0.23486185 0.0813037343528978 0.0662385051425124 0.0966025888764624
"19" "PAUCITUBERCULATA" 0.132969482878938 0.066749312960785 0.207306866459732 0.224931637838119 0.214108859562675 0.235554795514709 0.047752493943748 0.00188289875 0.120661575 0.081784255235987 0.0665369082689697 0.0971667837836524
"20" "PROBOSCIDEA" 0.089963789051418 0.0627297568462963 0.12635640514207 0.22501460524445 0.214271279445973 0.235623596952749 0.0606649162828184 0.0216411825 0.102944575 0.0817454157997378 0.066533401212575 0.0971307055107047
"21" "HYRACOIDEA" 0.0898247664640591 0.0627465127822621 0.124801179166621 0.225020021080943 0.214276293960243 0.235629019878712 0.0605764753823139 0.0211346525 0.1027245 0.0817464246926822 0.066534201197276 0.0971321929756615
"22" "MONOTREMATA" 0.0827364321417922 0.0276771333386203 0.160641631143995 0.225676110000293 0.214879482836687 0.236350225714965 0.0707605183481753 0.0257588 0.173262435697875 0.0817706717145815 0.0664926438274147 0.0972477084416855
"23" "SIRENIA" 0.0898720384914771 0.0628145054578757 0.124853375537888 0.225104440034791 0.21436005447056 0.235719633559517 0.0605866719756194 0.0211346525 0.1027245 0.0817596350860507 0.0665482552762293 0.0971569518786362
