"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.219885340563907 0.207968716973072 0.233194087762458 0.218721340677245 0.205275923680169 0.232782298910391 0.068700298913068 0.051105523889383 0.0861906594623016 0.0959962704149442 0.0748765144134153 0.115396080000683
"2" "CHIROPTERA" 0.183949722437125 0.163057045421313 0.209392992664731 0.23000987748584 0.21718458481237 0.244133372853002 0.0473262577135613 0.0165623620971483 0.0895834101099592 0.0974095645035001 0.078210748139953 0.115690670477579
"3" "EULIPOTYPHLA" 0.280470645249501 0.219113802452872 0.310232105851506 0.213723420681016 0.204167810529061 0.223977100179903 0.152359054354068 0.0914306526950172 0.196626876362404 0.079693351783143 0.0655498088477384 0.0945316255443013
"4" "PRIMATES" 0.398675307238938 0.34800517612794 0.45744500299326 0.210221328101396 0.199459486767887 0.220742364094328 0.233421559102562 0.157839744647091 0.313760328203177 0.0782531647632615 0.0631145678262764 0.0934514249891015
"5" "CETARTIODACTYLA" 0.281546170424665 0.250838121853346 0.312792610931033 0.21619214541063 0.20607894841466 0.226817556078086 0.116468153535957 0.0626246836197802 0.189221625 0.0841465703950533 0.0689640954617946 0.0993593521016291
"6" "CARNIVORA" 0.287723162036313 0.255529944043312 0.321979645339788 0.21642476188487 0.205807133252419 0.226952451930263 0.190698093866773 0.0881957694552284 0.240929795127302 0.0814178819311529 0.0670938239747143 0.0965857313251757
"7" "DIPROTODONTIA" 0.24291548142119 0.20799126015257 0.28285264619975 0.218682519266181 0.208223079160347 0.229965644745338 0.0392125732303829 0.00569932350059461 0.100282998021309 0.0865569627494389 0.0708812047118032 0.101507711759686
"8" "DIDELPHIMORPHIA" 0.187139029461752 0.155579456886021 0.256380999232135 0.219674545587664 0.20893742313206 0.230365458673336 0.037996372043917 0.0018465015 0.12338599576799 0.0863755185796557 0.0706041527290464 0.101210653849478
"9" "LAGOMORPHA" 0.286250676578487 0.255899979314924 0.323167845352471 0.218311982515685 0.207824962512354 0.229203937388362 0.198751409671777 0.15585345 0.242375475 0.0841795164018251 0.0688365732879862 0.0996761512691152
"10" "DASYUROMORPHIA" 0.18320833564891 0.152220821474062 0.223543049590216 0.219610644180494 0.209041743824188 0.230835725191038 0.033014150661204 0.0019182615 0.096637005 0.0862697839459722 0.0708851277345026 0.10136212207519
"11" "AFROSORICIDA" 0.0723930567651764 0.0509333873061418 0.102330669501576 0.223430558618915 0.212666768323125 0.234563310979492 0.0401778583694235 0.0085072845 0.0800057925 0.0869372052919673 0.0713293343634172 0.102579237485866
"12" "PERISSODACTYLA" 0.274539179771658 0.157506447851202 0.311555420808859 0.21880814607437 0.208586843781316 0.229781503278573 0.195051283000949 0.099986705 0.2419793 0.0849131111322234 0.0695342871749188 0.100314620875068
"13" "PERAMELEMORPHIA" 0.182889725900835 0.152103200676593 0.223254662095118 0.219742025703537 0.2091695226983 0.231045676578561 0.0331735581538059 0.00190021937796105 0.096637005 0.0864520236849289 0.0710636746285045 0.101389266367888
"14" "CINGULATA" 0.0707422220633243 0.048539618267564 0.100716777002513 0.220681194631724 0.210120337874348 0.231819437077226 0.0383297496239283 0.00559739275 0.0763566575 0.0860997036858785 0.0707551097396342 0.101579573382557
"15" "SCANDENTIA" 0.264902644934798 0.127197048059529 0.307017338600833 0.218793223011648 0.208306608608771 0.22967010944038 0.192627527640215 0.0887127575293365 0.24182285 0.0847488949937299 0.0693166735704301 0.100144895230956
"16" "MACROSCELIDEA" 0.0718491227323576 0.049933206515247 0.102208810561256 0.220621718200412 0.21007163125061 0.23160753290189 0.0400041024019261 0.00805192125 0.080491895 0.0860676760029452 0.0707334398888551 0.101420820301584
"17" "PILOSA" 0.0703235528186876 0.048724204103928 0.0998416653354812 0.22045968444332 0.209896800827955 0.231614695969632 0.0383284360280119 0.00559739275 0.0763566575 0.0860279816933141 0.0706670899711752 0.101447060416888
"18" "PHOLIDOTA" 0.270065895287308 0.131157361626023 0.309964225105203 0.218980698309315 0.208466388343816 0.229993346490964 0.192081900092077 0.073372115 0.24182285 0.0852329773374701 0.0698537855767603 0.100602039296721
"19" "PAUCITUBERCULATA" 0.152402500417101 0.0561337109328839 0.240137940651793 0.219323722083065 0.208805780758139 0.230260902162106 0.0428837923308743 0.00237388625 0.152107074999999 0.0857185727216012 0.0703811997890197 0.100921159151541
"20" "PROBOSCIDEA" 0.0723092640034091 0.0498427819194001 0.104906943298356 0.219550063469856 0.209005212638572 0.230685845418692 0.0401897101357593 0.00805192125 0.0809966175 0.0857357525167511 0.0703973147708964 0.101096572822433
"21" "HYRACOIDEA" 0.0716368782451794 0.0495326327396172 0.102223553620906 0.219533669639198 0.208987112861764 0.23066555933221 0.039994512937 0.00795067975 0.080610685 0.0857306493521127 0.0703909308912063 0.101091079440299
"22" "MONOTREMATA" 0.0775005703781562 0.0353676012318105 0.251270866952266 0.220064702201946 0.20960620212496 0.230659185121492 0.0627323473983174 0.01001623475 0.2291931 0.0857618256846946 0.070584858003743 0.100803020032582
"23" "SIRENIA" 0.071743744586202 0.0495553628909767 0.102836172490166 0.219583859923243 0.209031732747373 0.230712953411343 0.0401035316481882 0.00795067975 0.0809966175 0.0857459539967134 0.0704086800312281 0.101106352724481
