"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.206638164537615 0.191292684410791 0.222222113796133 0.189797509907441 0.177839533698185 0.202849579018363 0.0419850497279042 0.022604809986535 0.0656113312268871 0.0595346426749628 0.0404557269735593 0.0780435263615169
"2" "CHIROPTERA" 0.168542593688675 0.154897291362074 0.184697794346847 0.204706261224823 0.192189706738382 0.218541100823583 0.0331132220052696 0.0138006227581619 0.05893093225744 0.0594707262911236 0.0401541283439855 0.0791225487163667
"3" "EULIPOTYPHLA" 0.201892910381568 0.171015908189447 0.240816399936148 0.195444278440205 0.185453077497149 0.205753659940109 0.064863968979236 0.0189650543452647 0.119851833470565 0.0520603569558017 0.0366209555355013 0.0667132411862679
"4" "PRIMATES" 0.31399316498137 0.261794200997886 0.368820844998911 0.18851291246006 0.178271631109797 0.199116279591721 0.169799884838834 0.0959788485557707 0.246640462555362 0.0457303006875853 0.0296239658641539 0.061595615062753
"5" "CETARTIODACTYLA" 0.224514737643179 0.196872247699488 0.260551498853419 0.194521849690988 0.183963111880922 0.20495360027823 0.0456156521150555 0.0141207554593169 0.0957838685398114 0.0534826303000564 0.0372652967198718 0.0693194278940124
"6" "CARNIVORA" 0.27063419446139 0.221023719431785 0.330146545263908 0.192969667240842 0.182687317813605 0.203670965088606 0.103234686550246 0.0190220488451919 0.198859218588748 0.0510888648825433 0.0342717004894787 0.0666687512490179
"7" "DIPROTODONTIA" 0.238299726678536 0.205329756034643 0.274137540566974 0.195149541812477 0.184688544363442 0.205882159941344 0.0270207692886229 0.00309643001045941 0.0693272830338674 0.0536081031407686 0.0372796028375433 0.0695518578090391
"8" "DIDELPHIMORPHIA" 0.180416417893168 0.153378923275961 0.228614805650701 0.196213630295517 0.185729476854313 0.206997887813807 0.0233135163390616 0.00092951415 0.076398085 0.0535707602977221 0.0372488319301361 0.0693564824466257
"9" "LAGOMORPHA" 0.281094803846431 0.197578101441013 0.421283510366418 0.194967833652898 0.184606066779766 0.205345121366369 0.125243793407712 0.0235612743307082 0.328616427861747 0.0522541666345272 0.0360943594469633 0.067466141890276
"10" "DASYUROMORPHIA" 0.17722488636185 0.150365702616738 0.211279456069271 0.196206089588082 0.185714075800328 0.206867410329651 0.0215228455769356 0.000745352075 0.069999355 0.0535017366949799 0.0372129467052507 0.0692548577107728
"11" "AFROSORICIDA" 0.084068230563685 0.0583135097169033 0.12225616218188 0.199022278916978 0.188433971787115 0.209967336067188 0.0478446534133852 0.00934581225 0.0918455025 0.0532464057317504 0.0364971347079658 0.069235567000374
"12" "PERISSODACTYLA" 0.134674611992456 0.0816293970349998 0.214132234398367 0.196378660630989 0.186086086846681 0.206776419806328 0.0723130716026973 0.00704634025 0.165528075 0.0529746801975619 0.0369177831637832 0.068689448105888
"13" "PERAMELEMORPHIA" 0.177005952605354 0.150361282418106 0.210640359195263 0.196274703176674 0.185723628612627 0.207009997979739 0.021654743232435 0.000744856644042527 0.0702597925 0.0536092723624852 0.0371834764315898 0.0693547963472262
"14" "CINGULATA" 0.0832815361483047 0.0547104724147552 0.124334731266339 0.196899585551209 0.186375497440394 0.20760259858365 0.0473311063416739 0.007640459 0.0918455025 0.0531505932310259 0.0369940316965154 0.0690185347014056
"15" "SCANDENTIA" 0.123413940421789 0.0740188046837022 0.181116542806745 0.196598313372405 0.186333101208701 0.20704634991366 0.0656847511674811 0.00427509625 0.13634395 0.052993886982504 0.0371627497144106 0.0685768223076711
"16" "MACROSCELIDEA" 0.0826538450800696 0.0540469916556536 0.12307349200163 0.197106863416035 0.186581480361855 0.207856254398883 0.0472504535126508 0.00754367825 0.0918455025 0.0531616968251996 0.0369738175928163 0.0690399662645475
"17" "PILOSA" 0.0827857395426572 0.0542830606909535 0.124142322430872 0.196889920302368 0.186367135450282 0.207588871708799 0.0472891008032994 0.00754367825 0.0918455025 0.0531502332780005 0.0369957266631343 0.0690170740311749
"18" "PHOLIDOTA" 0.127902793760189 0.0749064788300219 0.255487539598869 0.196171387138906 0.185806012433382 0.206717719611294 0.0665987636524231 0.0037468605 0.1502416 0.0530628974734357 0.037041776637815 0.0687927054942684
"19" "PAUCITUBERCULATA" 0.145761556131854 0.0631388977547958 0.208001672258587 0.19608353602385 0.185605613991674 0.206766816234238 0.0354808038155248 0.000938713725 0.11759825 0.0531430130830027 0.0370560178640862 0.068945613268917
"20" "PROBOSCIDEA" 0.0838063551879421 0.0546903201565827 0.127492568938453 0.196207120092438 0.185755187985762 0.206756287650756 0.0480416312271383 0.007640459 0.0946406275 0.0531136763280506 0.0370244776462533 0.0689667068418965
"21" "HYRACOIDEA" 0.0829537615284714 0.0543190438719965 0.124199121681127 0.196241792814549 0.185793002239938 0.206794577222892 0.0473305027899561 0.00754367825 0.0918455025 0.0531168622472142 0.0370301651765805 0.0689682431904614
"22" "MONOTREMATA" 0.0825084477664436 0.0270949439022366 0.176024097019202 0.196617854021229 0.186210508694983 0.207275293842001 0.0760985906666889 0.019080645 0.204112256362532 0.0529715210435882 0.0368225208640386 0.0689832262621748
"23" "SIRENIA" 0.0828913343557562 0.0541870647277684 0.124646630615988 0.196239668678944 0.185790495381417 0.206791988313515 0.0474357714296446 0.00754367825 0.092328915 0.0531164945172403 0.0370297717640637 0.0689681403951138
