"ord" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" "RODENTIA" 0.193520286690399 0.181063816905585 0.215446832864422 0.215353301342674 0.200336649548966 0.23267064890082 0.0365117550396167 0.0197796783307457 0.0665698798122316 0.0878761590407049 0.0662830582466887 0.114916095282304
"2" "CHIROPTERA" 0.173764462575784 0.158935957635418 0.195895251876201 0.216878874416007 0.203823742540378 0.233694855877738 0.0335805872641082 0.0140904901673083 0.0680811618725878 0.078036695660542 0.0592174643847414 0.103045420265134
"3" "EULIPOTYPHLA" 0.232112016571931 0.181976986426744 0.292566956849226 0.204450186636141 0.193384731079327 0.217904913589929 0.107542746083282 0.031145353818484 0.197364300384496 0.063989422316983 0.048724569476161 0.0844594306634558
"4" "PRIMATES" 0.420782507019431 0.354654261647648 0.49207229472703 0.195875778944715 0.18473949860412 0.212563087081919 0.26337759603818 0.170720465291447 0.361300065109064 0.0576414713299396 0.0405317825333548 0.0823215781143311
"5" "CETARTIODACTYLA" 0.315449506979918 0.265415695549315 0.361943634692332 0.201602512286816 0.190810196138781 0.218338335623268 0.175725261276476 0.0910956278455793 0.251847925 0.062470723179157 0.0458337678262045 0.087233842687214
"6" "CARNIVORA" 0.324780165877291 0.280916253099973 0.373531591333112 0.202288826799099 0.191040602524024 0.218703713248294 0.203268896213596 0.125681553409407 0.279902825 0.0624685082255473 0.0457189718181068 0.085452744249759
"7" "DIPROTODONTIA" 0.220877762836325 0.191537788658264 0.255310564015551 0.206413669799804 0.195125969166915 0.221766232077806 0.0275440063989789 0.00409507107103071 0.0742903046284693 0.068416358823686 0.0511774765623159 0.0918688357879311
"8" "DIDELPHIMORPHIA" 0.171100022378644 0.145084106558289 0.223497710311645 0.20731041378458 0.19609333500807 0.223040503514306 0.0247236111980398 0.00088534915 0.0816565075 0.0682722338537706 0.0511754246411035 0.0914550372939274
"9" "LAGOMORPHA" 0.322839474504776 0.221743006232896 0.454961677695447 0.205367133125487 0.193794775432541 0.221050962039683 0.187425040284632 0.0252259533385925 0.355819753783045 0.0661652004052211 0.0491812679789668 0.0885829315921243
"10" "DASYUROMORPHIA" 0.166461125635242 0.141163322418984 0.2010919926869 0.207267768887226 0.195992933900512 0.22285022686026 0.0218827120463456 0.000809936625 0.07061212 0.068183496107437 0.0510559837591321 0.0912670307697787
"11" "AFROSORICIDA" 0.0945400952157623 0.0665844830960733 0.144367232514197 0.208762731262118 0.197478762270744 0.22384636028578 0.0373639174305627 0.00290184733682476 0.119390925 0.0681093648052717 0.0510801958746661 0.0904793818550059
"12" "PERISSODACTYLA" 0.312536057481357 0.234860203379889 0.365481556169765 0.206076665383373 0.194953251466292 0.221520450450298 0.206968354824688 0.13668835338751 0.29211485 0.0667149432352435 0.0496952874963577 0.0896537210030956
"13" "PERAMELEMORPHIA" 0.166246610334791 0.141088739612754 0.200935433127099 0.207421333315215 0.1961424118718 0.223053347301065 0.0219124880622306 0.00088435865 0.0706122107570139 0.0683529830974337 0.0512094211428592 0.0915052617058056
"14" "CINGULATA" 0.0849434830651312 0.0628834414124503 0.139855001465179 0.207624568648971 0.196368494751145 0.222809399399494 0.0312534603377543 0.000572653575 0.119041525 0.0678292883305278 0.0507398944257656 0.0906675832292254
"15" "SCANDENTIA" 0.0768832364182164 0.0529318605896437 0.116945679408454 0.20811205139207 0.196783230025633 0.223751900656099 0.0236904052614843 0.000602650585597003 0.0793404875 0.0680300623300892 0.0508485977608358 0.090726938685751
"16" "MACROSCELIDEA" 0.0850218086268157 0.0626653964193952 0.143210427651565 0.207761525207872 0.196510051540041 0.222929992374383 0.0315809603102594 0.0006418885 0.119390925 0.0678675100780313 0.0507886532271249 0.0906879474824512
"17" "PILOSA" 0.0845526916938269 0.062418652525373 0.142674138408407 0.207729574364302 0.196479314179467 0.2229044995642 0.0311231306287218 0.00058231595 0.118269575 0.0678607090000877 0.0507759482528283 0.0906831450653246
"18" "PHOLIDOTA" 0.305257747750284 0.186384357605435 0.362070444417705 0.206434022380641 0.195294781448098 0.221835117672715 0.203442426846006 0.119356275 0.28272805 0.0671683177654164 0.050127803119478 0.0900385161172906
"19" "PAUCITUBERCULATA" 0.15757633019972 0.0858773411416536 0.1947658403986 0.206832160839394 0.195559757509145 0.222201282012225 0.0263958988443688 0.0007246104 0.0957051125 0.0676550852715381 0.0505451235156204 0.0905340379388568
"20" "PROBOSCIDEA" 0.0938250416190665 0.0630644063557353 0.204523152801599 0.20690372781069 0.195608395665894 0.222213872004157 0.0393830566857023 0.0006760238 0.158002541475527 0.0676053196468577 0.0504897165128173 0.0904483624175849
"21" "HYRACOIDEA" 0.0876403607950171 0.0628899810697728 0.159143170666626 0.206932801390086 0.195626608581395 0.222228471199786 0.0342020599563551 0.000572653575 0.134328775 0.0676191629528974 0.0504965468971358 0.0904543476077901
"22" "MONOTREMATA" 0.0569089423956136 0.0120772834796132 0.134451443833995 0.207692953086105 0.196495564727401 0.223218805656775 0.0661901874917795 0.006109388 0.15986115 0.0675676707303288 0.0505317883769887 0.0901679784010563
"23" "SIRENIA" 0.0865510867747394 0.0626578919684305 0.15450209081725 0.206992707475262 0.195683660870881 0.222277626065617 0.033437218305442 0.0005761518 0.128370075 0.0676369984232338 0.0505173460262905 0.0904725730455235
