"harmMeans_Lam" "arithMeans_Lam" "harmMeans_Mu" "arithMeans_Mu" "harmMeans_NetDiv" "arithMeans_NetDiv"
"Zaglossus_bruijnii_TACHYGLOSSIDAE_MONOTREMATA" 0.0677680641868852 0.082426264316156 0.0240848776377779 0.064736808177 0.118482669737297 0.017689456139156
"Zaglossus_bartoni_TACHYGLOSSIDAE_MONOTREMATA" 0.0677762949149061 0.0823100062926249 0.0240700926669282 0.064570550377 0.12185833081271 0.0177394559156249
"Zaglossus_attenboroughi_TACHYGLOSSIDAE_MONOTREMATA" 0.0677762949149061 0.0823100062926249 0.0240700926669282 0.064570550377 0.12185833081271 0.0177394559156249
"Tachyglossus_aculeatus_TACHYGLOSSIDAE_MONOTREMATA" 0.0678209575193015 0.0824982152819842 0.0240725436240212 0.064644996377 0.121135218443334 0.0178532189049842
"Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA" 0.0675568295474311 0.0822247778771093 0.023246287955147 0.064579503701 0.12249952983492 0.0176452741761093
"Dasypus_sabanicola_DASYPODIDAE_CINGULATA" 0.0691867523058279 0.0716071909560067 0.00606536057252301 0.03825556721532 0.0311983482485491 0.0333516237406867
"Dasypus_kappleri_DASYPODIDAE_CINGULATA" 0.0690995986006611 0.0715711783048309 0.0060659454881506 0.03827805801532 0.0312715221938016 0.0332931202895109
"Dasypus_septemcinctus_DASYPODIDAE_CINGULATA" 0.0691867523058279 0.0716071909560067 0.00606536057252301 0.03825556721532 0.0311983482485491 0.0333516237406867
"Dasypus_hybridus_DASYPODIDAE_CINGULATA" 0.0691867523058279 0.0716071909560067 0.00606536057252301 0.03825556721532 0.0311983482485491 0.0333516237406867
"Dasypus_novemcinctus_DASYPODIDAE_CINGULATA" 0.0691867523058279 0.0716071909560067 0.00606536057252301 0.03825556721532 0.0311983482485491 0.0333516237406867
"Dasypus_yepesi_DASYPODIDAE_CINGULATA" 0.0692207127947554 0.0716953834064622 0.00606591756481869 0.03827883631532 0.0312105248942539 0.0334165470911422
