generation,N_shifts,logPrior,logLik,eventRate,acceptRate
45000,3,18.2628,-15693,0.672439,0.223
46000,3,16.8784,-15698.3,1.49774,0.295222
47000,3,16.8251,-15694.5,2.53433,0.235
48000,3,18.103,-15694.4,2.60154,0.248
49000,3,18.0173,-15694.3,0.937401,0.235
50000,4,22.5322,-15695.5,2.67042,0.247
51000,3,18.0677,-15706.7,2.2023,0.292609
52000,4,23.054,-15699.3,2.35539,0.26
53000,4,23.8456,-15692.3,1.51138,0.266
54000,3,18.3067,-15699,2.30551,0.3195
55000,3,20.3412,-15699.3,1.25083,0.2634
56000,4,23.2633,-15692.3,3.95797,0.283
57000,4,19.0786,-15692.4,5.69612,0.262
58000,3,19.7311,-15695.3,0.96063,0.2584
59000,5,28.7738,-15688.8,2.4,0.2905
60000,3,17.2383,-15695.4,2.6445,0.2482
61000,3,18.7673,-15694.4,2.00126,0.24
62000,3,13.684,-15695.7,3.04893,0.25875
63000,3,17.1504,-15693.9,2.24222,0.241
64000,3,17.8686,-15698.7,2.19525,0.2592
65000,4,22.0519,-15694.7,4.30467,0.287
66000,3,20.1127,-15693.9,1.60593,0.288571
67000,5,32.632,-15698.6,2.13042,0.344
68000,3,18.4772,-15696,3.07203,0.269571
69000,4,25.8422,-15683.6,2.15461,0.3065
70000,4,21.4918,-15680.7,4.24457,0.259
71000,5,26.1648,-15676.8,4.753,0.267
72000,3,18.4788,-15694.4,1.59869,0.243
73000,4,24.6531,-15697.8,1.81423,0.276
74000,4,23.592,-15681.6,2.19231,0.263
75000,4,22.7539,-15701.8,3.10984,0.295125
76000,5,25.4731,-15677.3,7.08505,0.2845
77000,3,16.5181,-15697.5,1.54795,0.304
78000,4,22.9882,-15691.2,1.82881,0.281267
79000,4,23.7891,-15688.9,1.09636,0.26
80000,3,16.8922,-15696.9,1.94739,0.283286
81000,3,17.6217,-15695.9,2.35571,0.2435
82000,3,14.497,-15695.1,1.27769,0.221
83000,3,16.7956,-15698.6,2.53575,0.245
84000,3,17.4112,-15697.9,1.65838,0.291
85000,3,17.109,-15697.3,1.74715,0.25
86000,3,17.9913,-15696.7,2.33131,0.278
87000,3,19.4969,-15692.3,1.5001,0.268
88000,4,26.3903,-15675.9,2.0469,0.268583
89000,3,19.108,-15684.2,1.44166,0.248111
90000,4,25.2652,-15677.7,2.27785,0.2955
91000,3,19.352,-15686.7,0.541458,0.26925
92000,4,20.9463,-15682.7,4.33603,0.256
93000,4,20.3942,-15679.9,2.27683,0.244
94000,6,27.0908,-15676.7,3.30529,0.302
95000,5,28.341,-15678,1.67183,0.277
96000,5,23.7195,-15674.2,2.07248,0.301
97000,4,21.2529,-15677.1,3.19737,0.2748
98000,4,23.2812,-15672.4,1.63663,0.257
99000,4,21.115,-15674,3.77618,0.242
100000,5,24.8721,-15677.2,3.46927,0.2887
101000,5,29.8158,-15674.4,2.48836,0.304
102000,4,19.6723,-15674.5,1.07181,0.308
103000,5,28.4779,-15673.9,2.42891,0.291583
104000,5,27.2927,-15680.6,4.01856,0.301
105000,5,29.9851,-15677.6,2.66037,0.297
106000,4,23.3829,-15678.9,5.31414,0.317
107000,4,24.17,-15679.1,3.3662,0.2982
108000,4,21.8354,-15671.6,2.83079,0.277917
109000,5,31.5272,-15671.5,2.39526,0.276
110000,6,28.9984,-15675.5,8.42759,0.302667
111000,5,29.7779,-15672.2,3.57519,0.2836
112000,5,32.3561,-15670.1,2.54323,0.28
113000,5,30.5009,-15671.4,3.76888,0.322
114000,4,25.0596,-15674.3,2.69453,0.311
115000,4,23.922,-15671.4,2.80436,0.287
116000,4,25.2417,-15678.8,2.03388,0.274
117000,5,30.2082,-15672,2.33454,0.339
118000,6,34.6014,-15669.6,1.71932,0.299
119000,5,29.0284,-15670.8,1.20939,0.285
120000,5,30.257,-15670.6,1.516,0.325
121000,5,23.6802,-15670.7,4.27737,0.269
122000,5,27.2904,-15669.3,1.66201,0.28725
123000,5,27.0559,-15672.4,3.02121,0.274
124000,5,27.5623,-15666.8,4.28262,0.293467
125000,5,27.3434,-15672.2,3.06052,0.2795
126000,7,39.8287,-15664.5,3.73252,0.302133
127000,4,26.7212,-15678.4,1.03585,0.294667
128000,4,24.8458,-15681.8,0.857673,0.242
129000,6,30.6242,-15675.2,3.84645,0.251
130000,5,26.632,-15674.8,3.10124,0.2825
131000,5,28.2232,-15671,1.58419,0.27
132000,5,28.6746,-15669.1,1.00009,0.279
133000,4,19.4976,-15674,3.09151,0.268
134000,4,22.3729,-15673.8,1.92121,0.280222
135000,4,19.9163,-15678.8,3.3399,0.2555
136000,4,22.0158,-15672.3,2.36769,0.2435
137000,4,23.8744,-15677.3,2.40959,0.253
138000,4,22.9133,-15675.1,2.16528,0.285
139000,4,23.1306,-15673.9,3.54026,0.25525
140000,5,27.4968,-15668,3.72172,0.277
141000,5,26.8695,-15666,2.90276,0.245
142000,6,30.7766,-15671.5,5.45282,0.291875
143000,6,33.8989,-15664.4,2.02065,0.283
144000,6,35.1851,-15663.8,2.90381,0.25
145000,6,37.0887,-15667.2,3.66492,0.268
146000,5,28.0239,-15675.1,1.91521,0.258385
147000,5,25.8273,-15669.7,2.93385,0.2845
148000,5,25.9252,-15672.5,2.88571,0.277
149000,5,28.8205,-15670.9,2.17851,0.254
150000,5,25.8302,-15667.1,5.11268,0.271
151000,4,23.6703,-15674.8,1.68469,0.279462
152000,4,21.4471,-15672.6,2.75215,0.272833
153000,4,19.213,-15674.7,3.45089,0.261
154000,4,22.4961,-15678.8,3.83916,0.237
155000,4,23.9753,-15674.2,2.4058,0.283
156000,4,24.7967,-15674.8,1.49508,0.256
157000,4,22.9772,-15672.5,3.66212,0.267
158000,4,23.6673,-15672.9,4.02378,0.279
159000,4,27.1232,-15676.1,0.97493,0.312143
160000,4,23.3475,-15672.3,1.94133,0.273222
161000,5,31.5939,-15668,3.21417,0.285091
162000,4,21.281,-15676.7,2.28476,0.27425
163000,5,28.8163,-15675.2,1.56834,0.261
164000,4,18.7351,-15681.8,2.86832,0.28525
165000,5,27.7045,-15666.4,4.69455,0.2915
166000,5,29.1856,-15664.8,0.806226,0.271
167000,5,28.9051,-15666.1,2.23837,0.276
168000,4,23.9981,-15673.1,1.43764,0.2776
169000,4,22.9528,-15673.3,2.34189,0.252
170000,5,26.9119,-15673,3.40802,0.291
171000,4,23.0414,-15673.8,2.13952,0.315
172000,4,22.8975,-15676.4,2.77447,0.276
173000,6,33.5359,-15673.9,3.91033,0.314
174000,6,28.1262,-15640.1,2.3475,0.2783
175000,6,31.8119,-15642.4,1.93285,0.284938
176000,5,25.8567,-15644.7,2.73926,0.249
177000,6,33.1666,-15643,2.96499,0.309
178000,5,23.0809,-15645.1,4.95113,0.263
179000,5,23.7891,-15642.2,4.26454,0.314
180000,5,25.1779,-15672.9,3.79225,0.316714
181000,5,29.6025,-15668.9,2.43738,0.318
182000,6,33.1136,-15673.6,3.88906,0.268
183000,7,37.3001,-15630,3.1602,0.28225
184000,7,37.6064,-15629.4,2.66507,0.246
185000,6,30.5328,-15633.9,2.7269,0.27
186000,6,33.2278,-15632.2,2.9627,0.266
187000,5,27.3484,-15639.2,1.70777,0.245
188000,5,26.0872,-15640.4,1.63822,0.286929
189000,6,30.5128,-15641.2,3.34442,0.239
190000,5,23.5978,-15639.8,4.82832,0.264273
191000,5,23.794,-15640.4,1.87539,0.27975
192000,5,26.1416,-15643.8,2.41997,0.2835
193000,5,24.5815,-15640.8,3.25385,0.261
194000,5,22.3213,-15641.7,4.62466,0.247
195000,5,23.2441,-15639.1,3.70563,0.266
196000,5,27.3114,-15647,3.25943,0.272857
197000,5,26.1935,-15641.3,1.73378,0.28
198000,6,30.5783,-15640.2,2.56604,0.279
199000,6,31.9849,-15644.8,1.86597,0.3
200000,5,25.6892,-15656.2,2.81925,0.301
201000,5,24.4691,-15651.6,3.76037,0.286
202000,5,27.5745,-15646,1.66041,0.27
203000,5,28.5154,-15643.1,1.84195,0.260917
204000,5,24.2069,-15642.7,2.84981,0.256
205000,5,25.6513,-15647,2.5199,0.253
206000,5,26.4987,-15644.5,2.336,0.265
207000,5,23.6232,-15649.2,3.00012,0.292
208000,5,29.6972,-15645.3,1.84494,0.2576
209000,5,24.9291,-15646.2,1.96455,0.279
210000,4,22.6424,-15673,3.90796,0.271429
211000,5,29.0056,-15648.1,1.61262,0.275667
212000,5,27.9967,-15639.7,1.16488,0.266333
213000,5,29.0729,-15644.3,2.57052,0.258
214000,5,26.997,-15644.7,3.33654,0.265667
215000,5,26.1111,-15646.8,3.83697,0.283
216000,5,26.5952,-15654.8,3.62211,0.294333
217000,5,24.1197,-15651,7.21733,0.293
218000,6,34.1041,-15644.4,2.03226,0.305
219000,6,30.5409,-15642.8,4.14931,0.2935
220000,6,25.4954,-15644.9,6.7109,0.298
221000,6,27.5112,-15647.4,4.77132,0.313
222000,5,17.5926,-15643.9,3.07631,0.316
223000,5,22.5441,-15645.6,1.61378,0.263
224000,5,24.5487,-15647.4,1.94257,0.2795
225000,5,23.8343,-15647.4,2.55524,0.2715
226000,6,26.3803,-15642.7,3.32071,0.244
227000,5,22.5106,-15647.3,4.42612,0.299
228000,6,32.2129,-15651.3,3.38521,0.279556
229000,6,31.2278,-15639.2,3.93701,0.29725
230000,6,29.2764,-15637.6,5.12411,0.3125
231000,7,37.4122,-15638.2,3.93714,0.296
232000,6,29.536,-15637.8,4.53949,0.331
233000,5,31.7273,-15665.2,1.87762,0.285
234000,5,29.7236,-15644.8,2.96677,0.276714
235000,5,30.1215,-15658.8,2.37197,0.3055
236000,6,29.1496,-15636,3.56908,0.306857
237000,7,41.8756,-15644.2,3.96329,0.308333
238000,6,36.047,-15649.9,2.88435,0.324
239000,6,33.7463,-15642.8,4.70207,0.307
240000,6,34.4966,-15644.1,4.81519,0.316
241000,7,39.6237,-15643.3,3.30516,0.336
242000,6,35.7989,-15641,1.53912,0.27
243000,7,39.8558,-15639.2,3.09645,0.311
244000,6,28.2708,-15640.3,5.1957,0.31325
245000,8,38.0733,-15633.8,7.14006,0.299077
246000,9,43.06,-15633.6,7.23001,0.254
247000,10,49.8074,-15616,4.91706,0.305
248000,11,49.3783,-15616.5,5.11102,0.298
249000,6,27.7727,-15625.4,2.15709,0.3002
250000,6,34.8154,-15640.8,3.66243,0.278286
251000,7,39.3777,-15650,2.77397,0.275438
252000,8,41.9284,-15638.7,5.34249,0.264
253000,8,42.5938,-15640.6,5.00576,0.282
254000,9,41.9674,-15637.8,3.15281,0.304
255000,10,48.0559,-15638.1,2.97767,0.318
256000,9,49.0579,-15605.7,3.97812,0.289
257000,9,48.3234,-15606.5,3.56729,0.307
258000,8,41.5537,-15615.9,5.4439,0.29
259000,8,36.7891,-15607.7,7.05852,0.248
260000,8,39.4587,-15605,4.42508,0.242
261000,8,36.7329,-15609.9,3.90037,0.278154
262000,9,37.117,-15603.7,7.273,0.309
263000,10,50.3402,-15610.4,3.5484,0.29
264000,7,30.1468,-15620,2.86495,0.301267
265000,9,31.6439,-15603.7,7.61154,0.253667
266000,10,43.2502,-15602.9,7.74145,0.252
267000,7,35.3922,-15620.3,2.76247,0.283667
268000,9,40.3009,-15611,2.83418,0.275
269000,9,38.1768,-15619.7,7.9098,0.315
270000,8,38.8671,-15614,2.05625,0.315
271000,13,53.5438,-15602.5,9.69391,0.31475
272000,7,32.7749,-15616.5,2.37226,0.2895
273000,10,49.9992,-15615.2,3.36712,0.3375
274000,10,51.5733,-15607.5,4.29377,0.306
275000,9,46.5594,-15617.6,3.61161,0.29
276000,10,52.6867,-15604.4,4.51863,0.306
277000,10,48.9908,-15601,6.17243,0.298
278000,10,52.8645,-15604,4.66224,0.283
279000,9,50.3041,-15606.1,2.9619,0.305
280000,9,46.1541,-15603.3,7.54458,0.293
281000,9,49.1873,-15603.4,5.31555,0.282
282000,8,42.3994,-15609.4,5.11399,0.326
283000,8,41.6715,-15612.1,4.28062,0.283
284000,6,27.2266,-15633,3.77949,0.294167
285000,9,42.4185,-15604.5,6.3941,0.302474
286000,9,45.1747,-15607.5,3.3409,0.291
287000,8,33.6919,-15618.4,3.86532,0.295667
288000,11,59.631,-15628.1,4.63516,0.28103
289000,11,54.4532,-15627.5,9.57029,0.307
290000,7,27.0396,-15608.5,6.47858,0.263333
291000,12,60.2403,-15621.4,7.96163,0.3165
292000,12,55.3059,-15629.7,6.59806,0.307
293000,10,46.9746,-15623.9,6.81726,0.298
294000,12,63.4014,-15620,3.76302,0.297
295000,8,35.4854,-15609.8,4.97944,0.2538
296000,10,48.5918,-15605.6,4.66693,0.308
297000,10,45.8799,-15609.1,4.74757,0.313
298000,8,37.4411,-15613.8,3.85122,0.296
299000,10,48.1059,-15610.4,6.43028,0.306688
300000,11,50.0967,-15597.1,11.0189,0.252
301000,7,36.4422,-15618.3,3.06605,0.273667
302000,9,43.0417,-15616.2,7.08275,0.281
303000,12,60.9418,-15623.1,3.6743,0.285333
304000,12,59.4727,-15629.9,6.29736,0.339
305000,11,54.8346,-15622.4,7.29561,0.285
306000,11,59.6123,-15622.3,5.94975,0.292
307000,10,54.4185,-15628.7,3.73332,0.294
308000,10,52.6561,-15629.9,5.66805,0.335
309000,8,39.7955,-15608.9,3.41735,0.291571
310000,9,50.1617,-15611.7,3.94332,0.2946
311000,8,39.8099,-15607.6,2.60185,0.3335
312000,9,46.1284,-15611.2,5.44618,0.3345
313000,9,49.3331,-15613.9,3.57882,0.322
314000,11,58.0837,-15618.9,6.56801,0.333
315000,11,48.3725,-15579.8,4.32367,0.30725
316000,11,45.6917,-15574.1,8.36028,0.268
317000,11,49.906,-15564.5,5.98005,0.301
318000,10,43.2831,-15586.2,8.79434,0.304125
319000,12,51.4608,-15595.9,7.01517,0.315
320000,12,48.4847,-15564.4,7.61534,0.306
321000,12,56.603,-15558,6.8663,0.304
322000,14,67.049,-15545.7,8.95336,0.322857
323000,14,71.0146,-15554.4,6.36693,0.299
324000,14,65.9724,-15557.9,6.47668,0.297
325000,12,51.3944,-15565.9,10.323,0.32525
326000,12,56.5454,-15575.5,6.67051,0.307
327000,9,40.1865,-15570.5,5.33478,0.285
328000,9,37.2164,-15566.5,4.87388,0.287
329000,15,69.9003,-15552.9,8.99228,0.3068
330000,11,49.3805,-15587.4,7.18931,0.326364
331000,12,58.2405,-15560.3,5.82843,0.313
332000,13,63.3032,-15565.2,7.68824,0.298
333000,13,57.307,-15563.7,10.5715,0.288
334000,10,41.4878,-15581.1,7.75446,0.294
335000,10,49.2569,-15571.7,5.84081,0.291143
336000,10,44.0779,-15580.7,3.59272,0.256
337000,9,40.8494,-15563.4,4.47176,0.274
338000,10,39.753,-15583.8,5.63501,0.2815
339000,8,39.5266,-15586.4,5.44663,0.2795
340000,8,35.5606,-15578.2,4.6326,0.28
341000,11,48.6555,-15563.2,6.49472,0.29525
342000,11,52.5994,-15559.4,5.86701,0.32
343000,12,60.5605,-15556.3,3.75073,0.308
344000,12,53.5094,-15562,7.95172,0.295
345000,12,55.2213,-15555.7,8.59141,0.329
346000,13,60.7292,-15551.8,6.25824,0.297
347000,14,61.3183,-15549.4,8.47011,0.308
348000,14,59.0003,-15546.8,6.73627,0.248
349000,15,64.0757,-15551.8,5.99092,0.313
350000,14,58.1166,-15555.6,6.6942,0.301
351000,12,56.0482,-15549.9,5.8568,0.293615
352000,12,56.6328,-15548.3,6.44065,0.283
353000,12,58.0871,-15546.2,7.37335,0.332
354000,13,61.9401,-15557.1,5.83824,0.30775
355000,13,62.2723,-15561.2,8.76567,0.289
356000,13,62.1841,-15560.8,8.02159,0.318
357000,12,52.2067,-15550,7.92498,0.29475
358000,12,63.1406,-15568.6,3.50851,0.299
359000,12,64.4779,-15547.4,4.77723,0.276842
360000,11,55.7918,-15546,5.757,0.315
361000,14,74.707,-15541.6,7.52604,0.318
362000,11,55.3835,-15539.4,5.19538,0.324
363000,11,54.1399,-15552.2,6.80576,0.321571
364000,11,49.7033,-15542.4,8.84105,0.302
365000,14,63.169,-15545.3,7.43264,0.28
366000,12,60.4048,-15548.2,7.71746,0.332
367000,15,73.0346,-15539.3,5.98319,0.293
368000,16,80.3152,-15524.9,5.7461,0.316
369000,12,61.6023,-15536.5,4.36193,0.314333
370000,13,68.1284,-15538.7,6.8429,0.336
371000,17,83.2968,-15533.6,8.37976,0.338
372000,18,88.6993,-15534.1,8.00669,0.301
373000,17,82.9593,-15529.9,10.6371,0.353
374000,14,69.2082,-15530.4,6.11463,0.294
375000,17,88.4939,-15528.3,9.47594,0.338588
376000,17,91.0269,-15533.6,6.12316,0.354
377000,16,85.6969,-15527.4,7.14561,0.341
378000,14,69.7294,-15506.9,9.65654,0.322
379000,14,64.6932,-15515.7,8.265,0.316
380000,14,68.0919,-15514.7,6.00102,0.322
381000,13,63.9062,-15523.4,7.70772,0.337
382000,13,58.5148,-15524.5,11.1796,0.321
383000,12,55.4198,-15521.8,7.17926,0.341
384000,12,53.3201,-15518.8,6.08898,0.305
385000,14,65.7974,-15518,6.26859,0.324
386000,14,68.2053,-15517.7,6.95907,0.318
387000,13,56.2728,-15518.7,8.83013,0.319
388000,14,60.1801,-15520.1,10.6436,0.359
389000,15,66.9241,-15514.2,9.36574,0.298
390000,16,65.5601,-15514,7.90406,0.323
391000,18,77.0778,-15509.7,13.3905,0.322
392000,14,62.6635,-15515.8,7.21845,0.361
393000,13,61.7035,-15534.7,4.5414,0.310158
394000,14,67.7387,-15533.7,6.23509,0.338
395000,14,59.0213,-15546.6,12.2783,0.307
396000,13,53.5028,-15546.2,9.21486,0.321
397000,14,65.9581,-15544.3,7.1428,0.302
398000,16,76.7481,-15540,8.08474,0.333
399000,14,65.7093,-15537.7,5.51227,0.320704
400000,14,58.4466,-15524.5,9.27734,0.302
401000,13,61.5227,-15497,10.2035,0.333333
402000,13,63.9221,-15504.1,9.47174,0.338
403000,14,71.7722,-15495,6.87211,0.309
404000,12,56.7272,-15529.4,6.7974,0.3055
405000,14,68.1085,-15489,10.2158,0.3245
406000,13,65.2973,-15536.5,7.28226,0.315
407000,13,68.9539,-15547.1,4.07037,0.302
408000,12,62.1888,-15537.1,5.84689,0.283
409000,13,64.6318,-15533.5,7.49537,0.283
410000,13,62.4584,-15529.8,6.1645,0.312
411000,13,67.7362,-15537,6.37157,0.273
412000,13,59.6145,-15532.9,5.55394,0.309583
413000,14,66.2294,-15537.3,9.50142,0.2985
414000,13,60.2605,-15529.6,9.05726,0.2705
415000,14,67.2922,-15530.5,8.10275,0.303
416000,16,78.3556,-15526.3,6.8641,0.306
417000,15,69.4144,-15483,10.5759,0.321917
418000,15,74.2931,-15488.2,8.81997,0.304
419000,14,63.5366,-15493.2,12.1057,0.312
420000,14,59.8,-15541.2,9.80102,0.324857
421000,14,59.6736,-15533.8,9.38093,0.304
422000,14,68.3064,-15539.8,5.51299,0.299
423000,16,78.713,-15539.4,7.49658,0.351
424000,12,57.8654,-15545.5,6.90887,0.311
425000,15,67.6412,-15540.4,5.29589,0.303
426000,15,55.0304,-15520.2,9.781,0.2943
427000,14,49.9161,-15521.2,8.41303,0.282
428000,12,52.8678,-15496.1,7.00895,0.282667
429000,12,54.4833,-15491.6,6.50957,0.263
430000,16,77.9922,-15494.8,4.14995,0.291
431000,16,77.227,-15484.6,7.55113,0.336
432000,18,80.936,-15485,13.1554,0.354
433000,14,62.593,-15480.9,7.28972,0.32
434000,14,57.6895,-15516.1,7.79281,0.292286
435000,15,66.7024,-15508.7,7.0015,0.255
436000,16,71.1033,-15533.3,8.42206,0.308091
437000,15,62.1718,-15536.3,14.6102,0.297
438000,13,58.964,-15538.6,6.41569,0.294
439000,12,53.8936,-15538.1,10.4104,0.306
440000,13,62.0525,-15545.3,6.64044,0.318
441000,13,61.8288,-15549.2,9.49153,0.303
442000,14,61.4601,-15550.5,9.24678,0.35
443000,13,60.5554,-15544.7,8.47399,0.318
444000,11,52.3719,-15547.9,9.23498,0.31
445000,12,51.9194,-15556.3,10.2642,0.286
446000,11,49.7479,-15546.7,6.63568,0.293
447000,15,58.3283,-15470.9,11.7733,0.300929
448000,15,62.4884,-15470.5,9.36205,0.321
449000,19,87.1408,-15461.6,7.3335,0.341
450000,17,68.0625,-15471.9,9.61334,0.322
451000,17,71.7557,-15471.4,8.11737,0.337
452000,16,71.4346,-15469.3,9.6637,0.345
453000,15,68.0558,-15473.6,8.34236,0.313
454000,19,83.0933,-15473.2,11.9082,0.339
455000,14,64.2683,-15471.3,5.95886,0.334
456000,18,81.9187,-15507.1,10.7124,0.311286
457000,17,72.3817,-15504.1,9.71174,0.312
458000,17,78.2605,-15507.7,6.0121,0.303
459000,13,56.3061,-15469.9,6.36074,0.2905
460000,17,71.5217,-15502.1,10.067,0.305
461000,19,80.9429,-15499.5,12.1694,0.328
462000,22,97.7627,-15504.6,10.0624,0.366
463000,21,97.1977,-15501.3,6.9914,0.328
464000,13,62.8745,-15471.9,6.8544,0.2766
465000,14,63.7412,-15470.8,7.78026,0.298
466000,14,66.9832,-15471.2,7.11839,0.286
467000,14,66.969,-15467.5,5.89536,0.255
468000,14,60.8468,-15464.7,10.5667,0.281
469000,17,78.7393,-15513.9,4.96822,0.338833
470000,17,78.0068,-15511,6.51472,0.344
471000,17,74.4463,-15514.8,7.25561,0.309
472000,17,78.0483,-15524.6,8.31687,0.319
473000,17,77.1028,-15517.8,11.5399,0.294
474000,16,74.3849,-15519.8,9.17225,0.365
475000,18,76.995,-15515.5,14.2795,0.337
476000,18,74.7677,-15514.6,9.49736,0.364
477000,18,82.1108,-15517.7,10.5103,0.318
478000,17,79.0455,-15513.2,7.98067,0.333
479000,17,75.157,-15505.1,9.31719,0.359
480000,15,68.9536,-15503.4,6.47316,0.301
481000,15,69.1175,-15506.6,8.90834,0.3
482000,16,74.1512,-15525.7,11.6775,0.3005
483000,16,80.8863,-15526.5,6.07436,0.324
484000,16,71.7189,-15472.4,6.25282,0.29875
485000,16,75.8097,-15473,7.05707,0.298
486000,18,80.0581,-15505.9,11.4149,0.322
487000,18,85.1036,-15510.6,11.9744,0.345
488000,17,79.5734,-15512.1,9.41773,0.324
489000,17,76.6822,-15512.6,7.52861,0.303
490000,17,75.9524,-15514.7,11.5769,0.321
491000,17,81.2084,-15517.4,8.98483,0.343
492000,16,70.2072,-15522.6,11.3617,0.328
493000,14,66.0667,-15551.7,6.17975,0.3064
494000,15,73.4684,-15540.4,7.62655,0.33
495000,19,85.6457,-15460.3,9.14408,0.3229
496000,16,72.1967,-15450.3,7.37669,0.305
497000,17,76.8755,-15462.3,5.63186,0.329
498000,16,73.1303,-15470,7.32045,0.343
499000,15,69.3339,-15459.7,7.59612,0.304
500000,17,65.265,-15460.6,13.7369,0.276
501000,18,74.4446,-15458.7,14.4926,0.297
502000,18,76.8735,-15458.3,9.13531,0.327
503000,19,87.1424,-15466.3,7.39597,0.337
504000,11,54.2155,-15535.9,4.44467,0.2962
505000,22,100.934,-15460.9,12.624,0.314
506000,22,103.468,-15454.2,9.99842,0.328
507000,22,104.152,-15455,12.349,0.344
508000,20,95.3785,-15462.5,12.4083,0.33
509000,19,85.6898,-15464.8,12.4862,0.338
510000,19,86.2502,-15457.8,14.5106,0.321
511000,16,78.6207,-15505.6,7.99586,0.328842
512000,17,80.8359,-15501.9,9.77646,0.347
513000,19,87.3694,-15452.1,13.6422,0.343
514000,18,85.8221,-15457.6,9.05239,0.311
515000,17,76.1887,-15507.7,8.89529,0.313333
516000,18,81.0425,-15503.9,12.7529,0.314
517000,18,82.704,-15505.4,11.9942,0.295
518000,18,83.5407,-15448.6,8.99527,0.32025
519000,18,82.7296,-15458.7,8.47073,0.319
520000,16,68.9053,-15451.2,10.0329,0.301
521000,17,80.0848,-15450.7,8.30784,0.311
522000,19,84.0182,-15457,12.8779,0.306
523000,18,79.6139,-15456.5,9.94715,0.324
524000,20,94.6106,-15450,7.38469,0.333
525000,18,80.4133,-15456.5,9.8046,0.324
526000,18,80.8357,-15463.4,11.6617,0.319
527000,19,89.78,-15465.4,11.5208,0.349
528000,18,78.6713,-15466.5,10.5009,0.345
529000,19,84.0158,-15462.3,12.9704,0.343
530000,19,86.0097,-15453.8,9.87979,0.351
531000,20,101.039,-15503.7,8.36033,0.326357
532000,20,95.8069,-15511.4,12.2176,0.36
533000,21,91.4773,-15499.7,14.6108,0.336
534000,21,95.689,-15494.9,9.50802,0.328
535000,20,84.483,-15489.9,12.7228,0.303
536000,21,90.1555,-15488.6,10.8711,0.355
537000,13,59.0977,-15480.4,4.02187,0.296395
538000,13,53.4618,-15488.9,8.16913,0.282
539000,13,59.4886,-15491.3,5.59689,0.282
540000,12,50.127,-15494.6,7.78246,0.283
541000,13,55.8952,-15498.8,4.70848,0.298
542000,21,88.0071,-15433.2,9.48974,0.331333
543000,19,73.2572,-15436.1,11.82,0.345
544000,20,77.7371,-15444.2,17.2702,0.32
545000,20,83.3891,-15438,7.58965,0.307
546000,18,74.6666,-15430.5,9.86112,0.324
547000,21,86.2152,-15439.3,11.0723,0.34
548000,22,92.31,-15442.7,12.1252,0.334
549000,20,78.191,-15439.8,9.99317,0.331
550000,15,68.971,-15497.4,6.32211,0.316435
551000,16,76.0137,-15485.8,6.71336,0.292
552000,19,84.6186,-15487.3,11.6372,0.312
553000,19,87.461,-15485.2,10.0478,0.323
554000,19,89.7935,-15484.7,10.6882,0.334
555000,17,84.6209,-15482.4,9.94973,0.336
556000,20,95.1217,-15490.8,11.4521,0.348
557000,20,103.182,-15480.6,7.63447,0.285
