"","genus","binned","binNum"
"1","Abalosia","bin_1_6","1"
"2","Abalosia","bin_1_6","1"
"3","Abderites","bin_26_31","6"
"4","Abderites","bin_21_26","5"
"5","Abderites","bin_21_26","5"
"6","Abderites","bin_11_16","3"
"7","Abderites","bin_16_21","4"
"8","Abderites","bin_21_26","5"
"9","Abderites","bin_11_16","3"
"10","Abderites","bin_16_21","4"
"11","Abderites","bin_16_21","4"
"12","Abderites","bin_16_21","4"
"13","Abderites","bin_16_21","4"
"14","Abderites","bin_16_21","4"
"15","Abderites","bin_11_16","3"
"16","Abderites","bin_11_16","3"
"17","Abdounodus","bin_61_66","13"
"18","Abdounodus","bin_56_61","12"
"19","Abelmoschomys","bin_11_16","3"
"20","Abelmoschomys","bin_6_11","2"
"21","Aboletylestes","bin_56_61","12"
"22","Aboletylestes","bin_56_61","12"
"23","Aboletylestes","bin_56_61","12"
"24","Abothrodon","bin_11_16","3"
"25","Abothrodon","bin_6_11","2"
"26","Abrocoma","bin_6_11","2"
"27","Abrocoma","bin_1_6","1"
"28","Abrocoma","bin_1_6","1"
"29","Abrocoma","bin_1_6","1"
"30","Abrosomys","bin_46_51","10"
"31","Abrosomys","bin_36_41","8"
"32","Abrosomys","bin_41_46","9"
"33","Abrothrix","bin_1_6","1"
"34","Absarokius","bin_51_56","11"
"35","Absarokius","bin_46_51","10"
"36","Absarokius","bin_51_56","11"
"37","Absarokius","bin_46_51","10"
"38","Absarokius","bin_51_56","11"
"39","Absarokius","bin_46_51","10"
"40","Absarokius","bin_51_56","11"
"41","Absarokius","bin_46_51","10"
"42","Absarokius","bin_51_56","11"
"43","Absarokius","bin_46_51","10"
"44","Absarokius","bin_51_56","11"
"45","Absarokius","bin_46_51","10"
"46","Absarokius","bin_51_56","11"
"47","Absarokius","bin_46_51","10"
"48","Absarokius","bin_51_56","11"
"49","Absarokius","bin_46_51","10"
"50","Absarokius","bin_51_56","11"
"51","Absarokius","bin_46_51","10"
"52","Absarokius","bin_51_56","11"
"53","Absarokius","bin_46_51","10"
"54","Absarokius","bin_51_56","11"
"55","Absarokius","bin_46_51","10"
"56","Absarokius","bin_51_56","11"
"57","Absarokius","bin_46_51","10"
"58","Absarokius","bin_51_56","11"
"59","Absarokius","bin_46_51","10"
"60","Absarokius","bin_51_56","11"
"61","Absarokius","bin_46_51","10"
"62","Absarokius","bin_51_56","11"
"63","Absarokius","bin_46_51","10"
"64","Absarokius","bin_51_56","11"
"65","Absarokius","bin_46_51","10"
"66","Absarokius","bin_51_56","11"
"67","Absarokius","bin_46_51","10"
"68","Absarokius","bin_51_56","11"
"69","Absarokius","bin_46_51","10"
"70","Absarokius","bin_51_56","11"
"71","Absarokius","bin_46_51","10"
"72","Absarokius","bin_51_56","11"
"73","Absarokius","bin_46_51","10"
"74","Absarokius","bin_51_56","11"
"75","Absarokius","bin_46_51","10"
"76","Absarokius","bin_51_56","11"
"77","Absarokius","bin_46_51","10"
"78","Absarokius","bin_51_56","11"
"79","Absarokius","bin_46_51","10"
"80","Absarokius","bin_51_56","11"
"81","Absarokius","bin_46_51","10"
"82","Absarokius","bin_51_56","11"
"83","Absarokius","bin_46_51","10"
"84","Absarokius","bin_51_56","11"
"85","Absarokius","bin_46_51","10"
"86","Absarokius","bin_51_56","11"
"87","Absarokius","bin_46_51","10"
"88","Absarokius","bin_51_56","11"
"89","Absarokius","bin_46_51","10"
"90","Absarokius","bin_51_56","11"
"91","Absarokius","bin_46_51","10"
"92","Absarokius","bin_51_56","11"
"93","Absarokius","bin_46_51","10"
"94","Absarokius","bin_51_56","11"
"95","Absarokius","bin_46_51","10"
"96","Absarokius","bin_51_56","11"
"97","Absarokius","bin_46_51","10"
"98","Absarokius","bin_51_56","11"
"99","Absarokius","bin_46_51","10"
"100","Absarokius","bin_51_56","11"
"101","Absarokius","bin_46_51","10"
"102","Absarokius","bin_51_56","11"
"103","Absarokius","bin_46_51","10"
"104","Absarokius","bin_51_56","11"
"105","Absarokius","bin_46_51","10"
"106","Absarokius","bin_51_56","11"
"107","Absarokius","bin_46_51","10"
"108","Absarokius","bin_51_56","11"
"109","Absarokius","bin_46_51","10"
"110","Absarokius","bin_51_56","11"
"111","Absarokius","bin_46_51","10"
"112","Absarokius","bin_51_56","11"
"113","Absarokius","bin_46_51","10"
"114","Absarokius","bin_51_56","11"
"115","Absarokius","bin_46_51","10"
"116","Absarokius","bin_51_56","11"
"117","Absarokius","bin_46_51","10"
"118","Absarokius","bin_51_56","11"
"119","Absarokius","bin_46_51","10"
"120","Absarokius","bin_51_56","11"
"121","Absarokius","bin_46_51","10"
"122","Absarokius","bin_51_56","11"
"123","Absarokius","bin_46_51","10"
"124","Absarokius","bin_51_56","11"
"125","Absarokius","bin_46_51","10"
"126","Absarokius","bin_51_56","11"
"127","Absarokius","bin_46_51","10"
"128","Absarokius","bin_51_56","11"
"129","Absarokius","bin_46_51","10"
"130","Absarokius","bin_51_56","11"
"131","Absarokius","bin_46_51","10"
"132","Absarokius","bin_51_56","11"
"133","Absarokius","bin_46_51","10"
"134","Absarokius","bin_51_56","11"
"135","Absarokius","bin_46_51","10"
"136","Absarokius","bin_51_56","11"
"137","Absarokius","bin_46_51","10"
"138","Absarokius","bin_51_56","11"
"139","Absarokius","bin_46_51","10"
"140","Absarokius","bin_51_56","11"
"141","Absarokius","bin_46_51","10"
"142","Absarokius","bin_51_56","11"
"143","Absarokius","bin_46_51","10"
"144","Absarokius","bin_51_56","11"
"145","Absarokius","bin_46_51","10"
"146","Absarokius","bin_51_56","11"
"147","Absarokius","bin_46_51","10"
"148","Absarokius","bin_46_51","10"
"149","Absarokius","bin_46_51","10"
"150","Acamana","bin_36_41","8"
"151","Acamana","bin_31_36","7"
"152","Acantharodeia","bin_11_16","3"
"153","Acantharodeia","bin_1_6","1"
"154","Acantharodeia","bin_6_11","2"
"155","Acantharodeia","bin_11_16","3"
"156","Acantharodeia","bin_1_6","1"
"157","Acantharodeia","bin_6_11","2"
"158","Acantharodeia","bin_11_16","3"
"159","Acantharodeia","bin_1_6","1"
"160","Acantharodeia","bin_6_11","2"
"161","Acantharodeia","bin_11_16","3"
"162","Acantharodeia","bin_1_6","1"
"163","Acantharodeia","bin_6_11","2"
"164","Acantharodeia","bin_11_16","3"
"165","Acantharodeia","bin_1_6","1"
"166","Acantharodeia","bin_6_11","2"
"167","Acantharodeia","bin_6_11","2"
"168","Acantharodeia","bin_6_11","2"
"169","Acantharodeia","bin_1_6","1"
"170","Acantharodeia","bin_1_6","1"
"171","Acantharodeia","bin_1_6","1"
"172","Acantharodeia","bin_1_6","1"
"173","Acantharodeia","bin_1_6","1"
"174","Acarechimys","bin_26_31","6"
"175","Acarechimys","bin_21_26","5"
"176","Acarechimys","bin_21_26","5"
"177","Acarechimys","bin_11_16","3"
"178","Acarechimys","bin_16_21","4"
"179","Acarechimys","bin_21_26","5"
"180","Acarechimys","bin_11_16","3"
"181","Acarechimys","bin_16_21","4"
"182","Acarechimys","bin_21_26","5"
"183","Acarechimys","bin_11_16","3"
"184","Acarechimys","bin_16_21","4"
"185","Acarechimys","bin_21_26","5"
"186","Acarechimys","bin_11_16","3"
"187","Acarechimys","bin_16_21","4"
"188","Acarechimys","bin_21_26","5"
"189","Acarechimys","bin_11_16","3"
"190","Acarechimys","bin_16_21","4"
"191","Acarechimys","bin_21_26","5"
"192","Acarechimys","bin_16_21","4"
"193","Acarechimys","bin_21_26","5"
"194","Acarechimys","bin_16_21","4"
"195","Acarechimys","bin_16_21","4"
"196","Acarechimys","bin_16_21","4"
"197","Acarechimys","bin_16_21","4"
"198","Acarechimys","bin_11_16","3"
"199","Acarechimys","bin_11_16","3"
"200","Acarechimys","bin_11_16","3"
"201","Acarechimys","bin_11_16","3"
"202","Acarechimys","bin_11_16","3"
"203","Acarechimys","bin_11_16","3"
"204","Acarechimys","bin_11_16","3"
"205","Acarechimys","bin_1_6","1"
"206","Acarechimys","bin_6_11","2"
"207","Acarechimys","bin_11_16","3"
"208","Acarechimys","bin_1_6","1"
"209","Acarechimys","bin_6_11","2"
"210","Acaremys","bin_21_26","5"
"211","Acaremys","bin_11_16","3"
"212","Acaremys","bin_16_21","4"
"213","Acaremys","bin_21_26","5"
"214","Acaremys","bin_11_16","3"
"215","Acaremys","bin_16_21","4"
"216","Acaremys","bin_21_26","5"
"217","Acaremys","bin_11_16","3"
"218","Acaremys","bin_16_21","4"
"219","Acaremys","bin_21_26","5"
"220","Acaremys","bin_11_16","3"
"221","Acaremys","bin_16_21","4"
"222","Acaremys","bin_21_26","5"
"223","Acaremys","bin_11_16","3"
"224","Acaremys","bin_16_21","4"
"225","Acaremys","bin_21_26","5"
"226","Acaremys","bin_16_21","4"
"227","Acaremys","bin_21_26","5"
"228","Acaremys","bin_16_21","4"
"229","Acaremys","bin_16_21","4"
"230","Acaremys","bin_16_21","4"
"231","Acaremys","bin_16_21","4"
"232","Acaremys","bin_16_21","4"
"233","Acaremys","bin_16_21","4"
"234","Acaremys","bin_16_21","4"
"235","Acaremys","bin_16_21","4"
"236","Acaremys","bin_16_21","4"
"237","Acarictis","bin_51_56","11"
"238","Acarictis","bin_46_51","10"
"239","Acarictis","bin_51_56","11"
"240","Acarictis","bin_46_51","10"
"241","Acarictis","bin_51_56","11"
"242","Acarictis","bin_46_51","10"
"243","Acarictis","bin_51_56","11"
"244","Acarictis","bin_46_51","10"
"245","Acarictis","bin_51_56","11"
"246","Acarictis","bin_46_51","10"
"247","Acdestis","bin_21_26","5"
"248","Acdestis","bin_11_16","3"
"249","Acdestis","bin_16_21","4"
"250","Acdestis","bin_21_26","5"
"251","Acdestis","bin_11_16","3"
"252","Acdestis","bin_16_21","4"
"253","Acdestis","bin_16_21","4"
"254","Acdestis","bin_16_21","4"
"255","Acdestis","bin_16_21","4"
"256","Aceratherium","bin_31_36","7"
"257","Aceratherium","bin_26_31","6"
"258","Aceratherium","bin_31_36","7"
"259","Aceratherium","bin_26_31","6"
"260","Aceratherium","bin_26_31","6"
"261","Aceratherium","bin_21_26","5"
"262","Aceratherium","bin_26_31","6"
"263","Aceratherium","bin_21_26","5"
"264","Aceratherium","bin_26_31","6"
"265","Aceratherium","bin_21_26","5"
"266","Aceratherium","bin_26_31","6"
"267","Aceratherium","bin_21_26","5"
"268","Aceratherium","bin_21_26","5"
"269","Aceratherium","bin_11_16","3"
"270","Aceratherium","bin_16_21","4"
"271","Aceratherium","bin_21_26","5"
"272","Aceratherium","bin_11_16","3"
"273","Aceratherium","bin_16_21","4"
"274","Aceratherium","bin_21_26","5"
"275","Aceratherium","bin_11_16","3"
"276","Aceratherium","bin_16_21","4"
"277","Aceratherium","bin_21_26","5"
"278","Aceratherium","bin_11_16","3"
"279","Aceratherium","bin_16_21","4"
"280","Aceratherium","bin_21_26","5"
"281","Aceratherium","bin_11_16","3"
"282","Aceratherium","bin_16_21","4"
"283","Aceratherium","bin_21_26","5"
"284","Aceratherium","bin_11_16","3"
"285","Aceratherium","bin_16_21","4"
"286","Aceratherium","bin_21_26","5"
"287","Aceratherium","bin_1_6","1"
"288","Aceratherium","bin_16_21","4"
"289","Aceratherium","bin_11_16","3"
"290","Aceratherium","bin_6_11","2"
"291","Aceratherium","bin_16_21","4"
"292","Aceratherium","bin_11_16","3"
"293","Aceratherium","bin_16_21","4"
"294","Aceratherium","bin_11_16","3"
"295","Aceratherium","bin_16_21","4"
"296","Aceratherium","bin_11_16","3"
"297","Aceratherium","bin_16_21","4"
"298","Aceratherium","bin_11_16","3"
"299","Aceratherium","bin_16_21","4"
"300","Aceratherium","bin_11_16","3"
"301","Aceratherium","bin_16_21","4"
"302","Aceratherium","bin_11_16","3"
"303","Aceratherium","bin_16_21","4"
"304","Aceratherium","bin_11_16","3"
"305","Aceratherium","bin_11_16","3"
"306","Aceratherium","bin_11_16","3"
"307","Aceratherium","bin_11_16","3"
"308","Aceratherium","bin_11_16","3"
"309","Aceratherium","bin_11_16","3"
"310","Aceratherium","bin_11_16","3"
"311","Aceratherium","bin_11_16","3"
"312","Aceratherium","bin_11_16","3"
"313","Aceratherium","bin_11_16","3"
"314","Aceratherium","bin_11_16","3"
"315","Aceratherium","bin_11_16","3"
"316","Aceratherium","bin_11_16","3"
"317","Aceratherium","bin_11_16","3"
"318","Aceratherium","bin_11_16","3"
"319","Aceratherium","bin_11_16","3"
"320","Aceratherium","bin_11_16","3"
"321","Aceratherium","bin_11_16","3"
"322","Aceratherium","bin_11_16","3"
"323","Aceratherium","bin_11_16","3"
"324","Aceratherium","bin_11_16","3"
"325","Aceratherium","bin_11_16","3"
"326","Aceratherium","bin_11_16","3"
"327","Aceratherium","bin_1_6","1"
"328","Aceratherium","bin_6_11","2"
"329","Aceratherium","bin_11_16","3"
"330","Aceratherium","bin_6_11","2"
"331","Aceratherium","bin_11_16","3"
"332","Aceratherium","bin_6_11","2"
"333","Aceratherium","bin_11_16","3"
"334","Aceratherium","bin_6_11","2"
"335","Aceratherium","bin_11_16","3"
"336","Aceratherium","bin_6_11","2"
"337","Aceratherium","bin_11_16","3"
"338","Aceratherium","bin_6_11","2"
"339","Aceratherium","bin_11_16","3"
"340","Aceratherium","bin_6_11","2"
"341","Aceratherium","bin_11_16","3"
"342","Aceratherium","bin_6_11","2"
"343","Aceratherium","bin_11_16","3"
"344","Aceratherium","bin_6_11","2"
"345","Aceratherium","bin_11_16","3"
"346","Aceratherium","bin_6_11","2"
"347","Aceratherium","bin_11_16","3"
"348","Aceratherium","bin_1_6","1"
"349","Aceratherium","bin_6_11","2"
"350","Aceratherium","bin_11_16","3"
"351","Aceratherium","bin_1_6","1"
"352","Aceratherium","bin_6_11","2"
"353","Aceratherium","bin_11_16","3"
"354","Aceratherium","bin_1_6","1"
"355","Aceratherium","bin_6_11","2"
"356","Aceratherium","bin_11_16","3"
"357","Aceratherium","bin_6_11","2"
"358","Aceratherium","bin_11_16","3"
"359","Aceratherium","bin_6_11","2"
"360","Aceratherium","bin_11_16","3"
"361","Aceratherium","bin_6_11","2"
"362","Aceratherium","bin_11_16","3"
"363","Aceratherium","bin_6_11","2"
"364","Aceratherium","bin_11_16","3"
"365","Aceratherium","bin_1_6","1"
"366","Aceratherium","bin_6_11","2"
"367","Aceratherium","bin_11_16","3"
"368","Aceratherium","bin_6_11","2"
"369","Aceratherium","bin_11_16","3"
"370","Aceratherium","bin_1_6","1"
"371","Aceratherium","bin_6_11","2"
"372","Aceratherium","bin_11_16","3"
"373","Aceratherium","bin_6_11","2"
"374","Aceratherium","bin_11_16","3"
"375","Aceratherium","bin_6_11","2"
"376","Aceratherium","bin_11_16","3"
"377","Aceratherium","bin_6_11","2"
"378","Aceratherium","bin_6_11","2"
"379","Aceratherium","bin_6_11","2"
"380","Aceratherium","bin_6_11","2"
"381","Aceratherium","bin_1_6","1"
"382","Aceratherium","bin_6_11","2"
"383","Aceratherium","bin_1_6","1"
"384","Aceratherium","bin_6_11","2"
"385","Aceratherium","bin_1_6","1"
"386","Aceratherium","bin_1_6","1"
"387","Acerorhinus","bin_11_16","3"
"388","Acerorhinus","bin_11_16","3"
"389","Acerorhinus","bin_6_11","2"
"390","Acerorhinus","bin_11_16","3"
"391","Acerorhinus","bin_6_11","2"
"392","Acerorhinus","bin_11_16","3"
"393","Acerorhinus","bin_6_11","2"
"394","Acerorhinus","bin_11_16","3"
"395","Acerorhinus","bin_1_6","1"
"396","Acerorhinus","bin_6_11","2"
"397","Acerorhinus","bin_11_16","3"
"398","Acerorhinus","bin_1_6","1"
"399","Acerorhinus","bin_6_11","2"
"400","Acerorhinus","bin_11_16","3"
"401","Acerorhinus","bin_1_6","1"
"402","Acerorhinus","bin_6_11","2"
"403","Acerorhinus","bin_6_11","2"
"404","Acerorhinus","bin_6_11","2"
"405","Acerorhinus","bin_6_11","2"
"406","Acerorhinus","bin_6_11","2"
"407","Acerorhinus","bin_1_6","1"
"408","Aceroryctes","bin_51_56","11"
"409","Aceroryctes","bin_46_51","10"
"410","Aceroryctes","bin_51_56","11"
"411","Aceroryctes","bin_46_51","10"
"412","Achaenodon","bin_46_51","10"
"413","Achaenodon","bin_36_41","8"
"414","Achaenodon","bin_41_46","9"
"415","Achaenodon","bin_46_51","10"
"416","Achaenodon","bin_36_41","8"
"417","Achaenodon","bin_41_46","9"
"418","Achaenodon","bin_46_51","10"
"419","Achaenodon","bin_36_41","8"
"420","Achaenodon","bin_41_46","9"
"421","Achaenodon","bin_46_51","10"
"422","Achaenodon","bin_36_41","8"
"423","Achaenodon","bin_41_46","9"
"424","Achaenodon","bin_46_51","10"
"425","Achaenodon","bin_36_41","8"
"426","Achaenodon","bin_41_46","9"
"427","Achaenodon","bin_46_51","10"
"428","Achaenodon","bin_36_41","8"
"429","Achaenodon","bin_41_46","9"
"430","Achaenodon","bin_46_51","10"
"431","Achaenodon","bin_36_41","8"
"432","Achaenodon","bin_41_46","9"
"433","Achaenodon","bin_46_51","10"
"434","Achaenodon","bin_36_41","8"
"435","Achaenodon","bin_41_46","9"
"436","Achaenodon","bin_46_51","10"
"437","Achaenodon","bin_36_41","8"
"438","Achaenodon","bin_41_46","9"
"439","Achaenodon","bin_46_51","10"
"440","Achaenodon","bin_36_41","8"
"441","Achaenodon","bin_41_46","9"
"442","Achaenodon","bin_46_51","10"
"443","Achaenodon","bin_36_41","8"
"444","Achaenodon","bin_41_46","9"
"445","Achaenodon","bin_36_41","8"
"446","Acheronictis","bin_26_31","6"
"447","Acheronictis","bin_16_21","4"
"448","Acheronictis","bin_21_26","5"
"449","Achlyoscapter","bin_11_16","3"
"450","Achlyoscapter","bin_11_16","3"
"451","Achlyoscapter","bin_11_16","3"
"452","Achlyoscapter","bin_6_11","2"
"453","Achlyoscapter","bin_1_6","1"
"454","Acinacodus","bin_126_131","26"
"455","Acinacodus","bin_111_116","23"
"456","Acinacodus","bin_121_126","25"
"457","Acinacodus","bin_116_121","24"
"458","Acinonyx","bin_1_6","1"
"459","Acinonyx","bin_1_6","1"
"460","Acinonyx","bin_1_6","1"
"461","Acinonyx","bin_1_6","1"
"462","Acinonyx","bin_1_6","1"
"463","Acinonyx","bin_1_6","1"
"464","Acinonyx","bin_1_6","1"
"465","Acinonyx","bin_1_6","1"
"466","Acinonyx","bin_1_6","1"
"467","Acinonyx","bin_1_6","1"
"468","Acinonyx","bin_1_6","1"
"469","Aclistomycter","bin_36_41","8"
"470","Aclistomycter","bin_36_41","8"
"471","Aclistomycter","bin_36_41","8"
"472","Aclistomycter","bin_36_41","8"
"473","Aclistomycter","bin_36_41","8"
"474","Aclistomycter","bin_31_36","7"
"475","Aclistomycter","bin_36_41","8"
"476","Aclistomycter","bin_31_36","7"
"477","Aclistomycter","bin_36_41","8"
"478","Aclistomycter","bin_31_36","7"
"479","Acoelodus","bin_46_51","10"
"480","Acoelodus","bin_31_36","7"
"481","Acoelodus","bin_41_46","9"
"482","Acoelodus","bin_36_41","8"
"483","Acoelohyrax","bin_46_51","10"
"484","Acoelohyrax","bin_36_41","8"
"485","Acoelohyrax","bin_41_46","9"
"486","Acoelohyrax","bin_46_51","10"
"487","Acoelohyrax","bin_31_36","7"
"488","Acoelohyrax","bin_41_46","9"
"489","Acoelohyrax","bin_36_41","8"
"490","Acoelohyrax","bin_36_41","8"
"491","Acoelohyrax","bin_31_36","7"
"492","Acomys","bin_21_26","5"
"493","Acomys","bin_1_6","1"
"494","Acomys","bin_16_21","4"
"495","Acomys","bin_11_16","3"
"496","Acomys","bin_6_11","2"
"497","Acomys","bin_21_26","5"
"498","Acomys","bin_1_6","1"
"499","Acomys","bin_16_21","4"
"500","Acomys","bin_11_16","3"
"501","Acomys","bin_6_11","2"
"502","Acomys","bin_1_6","1"
"503","Acomys","bin_1_6","1"
"504","Acomys","bin_1_6","1"
"505","Acomys","bin_1_6","1"
"506","Acotherulum","bin_41_46","9"
"507","Acotherulum","bin_36_41","8"
"508","Acotherulum","bin_41_46","9"
"509","Acotherulum","bin_36_41","8"
"510","Acotherulum","bin_41_46","9"
"511","Acotherulum","bin_36_41","8"
"512","Acotherulum","bin_41_46","9"
"513","Acotherulum","bin_36_41","8"
"514","Acotherulum","bin_41_46","9"
"515","Acotherulum","bin_36_41","8"
"516","Acotherulum","bin_41_46","9"
"517","Acotherulum","bin_36_41","8"
"518","Acotherulum","bin_36_41","8"
"519","Acotherulum","bin_31_36","7"
"520","Acotherulum","bin_36_41","8"
"521","Acotherulum","bin_31_36","7"
"522","Acotherulum","bin_36_41","8"
"523","Acotherulum","bin_31_36","7"
"524","Acotherulum","bin_36_41","8"
"525","Acotherulum","bin_31_36","7"
"526","Acotherulum","bin_36_41","8"
"527","Acotherulum","bin_31_36","7"
"528","Acotherulum","bin_36_41","8"
"529","Acotherulum","bin_31_36","7"
"530","Acotherulum","bin_36_41","8"
"531","Acotherulum","bin_31_36","7"
"532","Acotherulum","bin_36_41","8"
"533","Acotherulum","bin_31_36","7"
"534","Acotherulum","bin_36_41","8"
"535","Acotherulum","bin_31_36","7"
"536","Acotherulum","bin_36_41","8"
"537","Acotherulum","bin_31_36","7"
"538","Acotherulum","bin_31_36","7"
"539","Acotherulum","bin_26_31","6"
"540","Acotherulum","bin_31_36","7"
"541","Acotherulum","bin_26_31","6"
"542","Acrecebus","bin_11_16","3"
"543","Acrecebus","bin_6_11","2"
"544","Acrecebus","bin_11_16","3"
"545","Acrecebus","bin_1_6","1"
"546","Acrecebus","bin_6_11","2"
"547","Acristatherium","bin_121_126","25"
"548","Acritohippus","bin_21_26","5"
"549","Acritohippus","bin_1_6","1"
"550","Acritohippus","bin_16_21","4"
"551","Acritohippus","bin_11_16","3"
"552","Acritohippus","bin_6_11","2"
"553","Acritohippus","bin_21_26","5"
"554","Acritohippus","bin_1_6","1"
"555","Acritohippus","bin_16_21","4"
"556","Acritohippus","bin_11_16","3"
"557","Acritohippus","bin_6_11","2"
"558","Acritohippus","bin_21_26","5"
"559","Acritohippus","bin_1_6","1"
"560","Acritohippus","bin_16_21","4"
"561","Acritohippus","bin_11_16","3"
"562","Acritohippus","bin_6_11","2"
"563","Acritohippus","bin_21_26","5"
"564","Acritohippus","bin_1_6","1"
"565","Acritohippus","bin_16_21","4"
"566","Acritohippus","bin_11_16","3"
"567","Acritohippus","bin_6_11","2"
"568","Acritohippus","bin_21_26","5"
"569","Acritohippus","bin_1_6","1"
"570","Acritohippus","bin_16_21","4"
"571","Acritohippus","bin_11_16","3"
"572","Acritohippus","bin_6_11","2"
"573","Acritohippus","bin_21_26","5"
"574","Acritohippus","bin_1_6","1"
"575","Acritohippus","bin_16_21","4"
"576","Acritohippus","bin_11_16","3"
"577","Acritohippus","bin_6_11","2"
"578","Acritohippus","bin_21_26","5"
"579","Acritohippus","bin_1_6","1"
"580","Acritohippus","bin_16_21","4"
"581","Acritohippus","bin_11_16","3"
"582","Acritohippus","bin_6_11","2"
"583","Acritohippus","bin_21_26","5"
"584","Acritohippus","bin_1_6","1"
"585","Acritohippus","bin_16_21","4"
"586","Acritohippus","bin_11_16","3"
"587","Acritohippus","bin_6_11","2"
"588","Acritohippus","bin_21_26","5"
"589","Acritohippus","bin_1_6","1"
"590","Acritohippus","bin_16_21","4"
"591","Acritohippus","bin_11_16","3"
"592","Acritohippus","bin_6_11","2"
"593","Acritohippus","bin_21_26","5"
"594","Acritohippus","bin_1_6","1"
"595","Acritohippus","bin_16_21","4"
"596","Acritohippus","bin_11_16","3"
"597","Acritohippus","bin_6_11","2"
"598","Acritohippus","bin_21_26","5"
"599","Acritohippus","bin_1_6","1"
"600","Acritohippus","bin_16_21","4"
"601","Acritohippus","bin_11_16","3"
"602","Acritohippus","bin_6_11","2"
"603","Acritohippus","bin_21_26","5"
"604","Acritohippus","bin_1_6","1"
"605","Acritohippus","bin_16_21","4"
"606","Acritohippus","bin_11_16","3"
"607","Acritohippus","bin_6_11","2"
"608","Acritohippus","bin_21_26","5"
"609","Acritohippus","bin_1_6","1"
"610","Acritohippus","bin_16_21","4"
"611","Acritohippus","bin_11_16","3"
"612","Acritohippus","bin_6_11","2"
"613","Acritohippus","bin_21_26","5"
"614","Acritohippus","bin_1_6","1"
"615","Acritohippus","bin_16_21","4"
"616","Acritohippus","bin_11_16","3"
"617","Acritohippus","bin_6_11","2"
"618","Acritohippus","bin_21_26","5"
"619","Acritohippus","bin_1_6","1"
"620","Acritohippus","bin_16_21","4"
"621","Acritohippus","bin_11_16","3"
"622","Acritohippus","bin_6_11","2"
"623","Acritohippus","bin_21_26","5"
"624","Acritohippus","bin_1_6","1"
"625","Acritohippus","bin_16_21","4"
"626","Acritohippus","bin_11_16","3"
"627","Acritohippus","bin_6_11","2"
"628","Acritohippus","bin_21_26","5"
"629","Acritohippus","bin_1_6","1"
"630","Acritohippus","bin_16_21","4"
"631","Acritohippus","bin_11_16","3"
"632","Acritohippus","bin_6_11","2"
"633","Acritohippus","bin_21_26","5"
"634","Acritohippus","bin_1_6","1"
"635","Acritohippus","bin_16_21","4"
"636","Acritohippus","bin_11_16","3"
"637","Acritohippus","bin_6_11","2"
"638","Acritohippus","bin_21_26","5"
"639","Acritohippus","bin_1_6","1"
"640","Acritohippus","bin_16_21","4"
"641","Acritohippus","bin_11_16","3"
"642","Acritohippus","bin_6_11","2"
"643","Acritohippus","bin_21_26","5"
"644","Acritohippus","bin_1_6","1"
"645","Acritohippus","bin_16_21","4"
"646","Acritohippus","bin_11_16","3"
"647","Acritohippus","bin_6_11","2"
"648","Acritohippus","bin_21_26","5"
"649","Acritohippus","bin_1_6","1"
"650","Acritohippus","bin_16_21","4"
"651","Acritohippus","bin_11_16","3"
"652","Acritohippus","bin_6_11","2"
"653","Acritohippus","bin_21_26","5"
"654","Acritohippus","bin_1_6","1"
"655","Acritohippus","bin_16_21","4"
"656","Acritohippus","bin_11_16","3"
"657","Acritohippus","bin_6_11","2"
"658","Acritohippus","bin_21_26","5"
"659","Acritohippus","bin_1_6","1"
"660","Acritohippus","bin_16_21","4"
"661","Acritohippus","bin_11_16","3"
"662","Acritohippus","bin_6_11","2"
"663","Acritohippus","bin_21_26","5"
"664","Acritohippus","bin_1_6","1"
"665","Acritohippus","bin_16_21","4"
"666","Acritohippus","bin_11_16","3"
"667","Acritohippus","bin_6_11","2"
"668","Acritohippus","bin_21_26","5"
"669","Acritohippus","bin_1_6","1"
"670","Acritohippus","bin_16_21","4"
"671","Acritohippus","bin_11_16","3"
"672","Acritohippus","bin_6_11","2"
"673","Acritohippus","bin_21_26","5"
"674","Acritohippus","bin_1_6","1"
"675","Acritohippus","bin_16_21","4"
"676","Acritohippus","bin_11_16","3"
"677","Acritohippus","bin_6_11","2"
"678","Acritohippus","bin_16_21","4"
"679","Acritohippus","bin_11_16","3"
"680","Acritohippus","bin_16_21","4"
"681","Acritohippus","bin_11_16","3"
"682","Acritohippus","bin_16_21","4"
"683","Acritohippus","bin_11_16","3"
"684","Acritohippus","bin_16_21","4"
"685","Acritohippus","bin_11_16","3"
"686","Acritohippus","bin_16_21","4"
"687","Acritohippus","bin_11_16","3"
"688","Acritohippus","bin_16_21","4"
"689","Acritohippus","bin_11_16","3"
"690","Acritohippus","bin_16_21","4"
"691","Acritohippus","bin_11_16","3"
"692","Acritohippus","bin_16_21","4"
"693","Acritohippus","bin_11_16","3"
"694","Acritohippus","bin_16_21","4"
"695","Acritohippus","bin_11_16","3"
"696","Acritohippus","bin_16_21","4"
"697","Acritohippus","bin_11_16","3"
"698","Acritohippus","bin_16_21","4"
"699","Acritohippus","bin_11_16","3"
"700","Acritohippus","bin_16_21","4"
"701","Acritohippus","bin_11_16","3"
"702","Acritohippus","bin_16_21","4"
"703","Acritohippus","bin_11_16","3"
"704","Acritohippus","bin_16_21","4"
"705","Acritohippus","bin_11_16","3"
