"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.422 0.422 2
"2" 2 0.12 0.542 2
"3" 3 0.115 0.657 3
"4" 4 0.075 0.732 2
"5" 5 0.023 0.755 3
"6" 6 0.018 0.773 3
"7" 7 0.016 0.789 2
"8" 8 0.011 0.8 4
"9" 9 0.009 0.809 3
"10" 10 0.009 0.818 4
"11" 11 0.008 0.826 3
"12" 12 0.008 0.834 3
"13" 13 0.008 0.842 4
"14" 14 0.007 0.849 3
"15" 15 0.006 0.855 3
"16" 16 0.006 0.861 3
"17" 17 0.005 0.866 1
"18" 18 0.005 0.871 3
"19" 19 0.005 0.876 4
"20" 20 0.005 0.881 3
"21" 21 0.005 0.886 3
"22" 22 0.004 0.89 3
"23" 23 0.004 0.894 4
"24" 24 0.003 0.897 3
"25" 25 0.003 0.9 3
"26" 26 0.003 0.903 4
"27" 27 0.003 0.906 3
"28" 28 0.002 0.908 3
"29" 29 0.002 0.91 1
"30" 30 0.002 0.912 3
"31" 31 0.002 0.914 3
"32" 32 0.002 0.916 3
"33" 33 0.002 0.918 3
"34" 34 0.002 0.92 4
"35" 35 0.002 0.922 3
"36" 36 0.002 0.924 4
"37" 37 0.002 0.926 4
"38" 38 0.002 0.928 4
"39" 39 0.002 0.93 3
"40" 40 0.002 0.932 3
"41" 41 0.002 0.934 2
"42" 42 0.001 0.935 4
"43" 43 0.001 0.936 4
"44" 44 0.001 0.937 3
"45" 45 0.001 0.938 3
"46" 46 0.001 0.939 3
"47" 47 0.001 0.94 4
"48" 48 0.001 0.941 3
"49" 49 0.001 0.942 4
"50" 50 0.001 0.943 4
"51" 51 0.001 0.944 3
"52" 52 0.001 0.945 2
"53" 53 0.001 0.946 3
"54" 54 0.001 0.947 2
"55" 55 0.001 0.948 4
"56" 56 0.001 0.949 5
"57" 57 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.422 0.422 2
"2" 2 0.12 0.542 2
"3" 3 0.115 0.657 3
"4" 4 0.075 0.732 2
"5" 5 0.023 0.755 3
"6" 6 0.018 0.773 3
"7" 7 0.016 0.789 2
"8" 8 0.011 0.8 4
"9" 9 0.009 0.809 3
"10" 10 0.009 0.818 4
"11" 11 0.008 0.826 3
"12" 12 0.008 0.834 3
"13" 13 0.008 0.842 4
"14" 14 0.007 0.849 3
"15" 15 0.006 0.855 3
"16" 16 0.006 0.861 3
"17" 17 0.005 0.866 1
"18" 18 0.005 0.871 3
"19" 19 0.005 0.876 4
"20" 20 0.005 0.881 3
"21" 21 0.005 0.886 3
"22" 22 0.004 0.89 3
"23" 23 0.004 0.894 4
"24" 24 0.003 0.897 3
"25" 25 0.003 0.9 3
"26" 26 0.003 0.903 4
"27" 27 0.003 0.906 3
"28" 28 0.002 0.908 3
"29" 29 0.002 0.91 1
"30" 30 0.002 0.912 3
"31" 31 0.002 0.914 3
"32" 32 0.002 0.916 3
"33" 33 0.002 0.918 3
"34" 34 0.002 0.92 4
"35" 35 0.002 0.922 3
"36" 36 0.002 0.924 4
"37" 37 0.002 0.926 4
"38" 38 0.002 0.928 4
"39" 39 0.002 0.93 3
"40" 40 0.002 0.932 3
"41" 41 0.002 0.934 2
"42" 42 0.001 0.935 4
"43" 43 0.001 0.936 4
"44" 44 0.001 0.937 3
"45" 45 0.001 0.938 3
"46" 46 0.001 0.939 3
"47" 47 0.001 0.94 4
"48" 48 0.001 0.941 3
"49" 49 0.001 0.942 4
"50" 50 0.001 0.943 4
"51" 51 0.001 0.944 3
"52" 52 0.001 0.945 2
"53" 53 0.001 0.946 3
"54" 54 0.001 0.947 2
"55" 55 0.001 0.948 4
"56" 56 0.001 0.949 5
"57" 57 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.422 0.422 2
"2" 2 0.12 0.542 2
"3" 3 0.115 0.657 3
"4" 4 0.075 0.732 2
"5" 5 0.023 0.755 3
"6" 6 0.018 0.773 3
"7" 7 0.016 0.789 2
"8" 8 0.011 0.8 4
"9" 9 0.009 0.809 3
"10" 10 0.009 0.818 4
"11" 11 0.008 0.826 3
"12" 12 0.008 0.834 3
"13" 13 0.008 0.842 4
"14" 14 0.007 0.849 3
"15" 15 0.006 0.855 3
"16" 16 0.006 0.861 3
"17" 17 0.005 0.866 1
"18" 18 0.005 0.871 3
"19" 19 0.005 0.876 4
"20" 20 0.005 0.881 3
"21" 21 0.005 0.886 3
"22" 22 0.004 0.89 3
"23" 23 0.004 0.894 4
"24" 24 0.003 0.897 3
"25" 25 0.003 0.9 3
"26" 26 0.003 0.903 4
"27" 27 0.003 0.906 3
"28" 28 0.002 0.908 3
"29" 29 0.002 0.91 1
"30" 30 0.002 0.912 3
"31" 31 0.002 0.914 3
"32" 32 0.002 0.916 3
"33" 33 0.002 0.918 3
"34" 34 0.002 0.92 4
"35" 35 0.002 0.922 3
"36" 36 0.002 0.924 4
"37" 37 0.002 0.926 4
"38" 38 0.002 0.928 4
"39" 39 0.002 0.93 3
"40" 40 0.002 0.932 3
"41" 41 0.002 0.934 2
"42" 42 0.001 0.935 4
"43" 43 0.001 0.936 4
"44" 44 0.001 0.937 3
"45" 45 0.001 0.938 3
"46" 46 0.001 0.939 3
"47" 47 0.001 0.94 4
"48" 48 0.001 0.941 3
"49" 49 0.001 0.942 4
"50" 50 0.001 0.943 4
"51" 51 0.001 0.944 3
"52" 52 0.001 0.945 2
"53" 53 0.001 0.946 3
"54" 54 0.001 0.947 2
"55" 55 0.001 0.948 4
"56" 56 0.001 0.949 5
"57" 57 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.422 0.422 2
"2" 2 0.12 0.542 2
"3" 3 0.115 0.657 3
"4" 4 0.075 0.732 2
"5" 5 0.023 0.755 3
"6" 6 0.018 0.773 3
"7" 7 0.016 0.789 2
"8" 8 0.011 0.8 4
"9" 9 0.009 0.809 3
"10" 10 0.009 0.818 4
"11" 11 0.008 0.826 3
"12" 12 0.008 0.834 3
"13" 13 0.008 0.842 4
"14" 14 0.007 0.849 3
"15" 15 0.006 0.855 3
"16" 16 0.006 0.861 3
"17" 17 0.005 0.866 1
"18" 18 0.005 0.871 3
"19" 19 0.005 0.876 4
"20" 20 0.005 0.881 3
"21" 21 0.005 0.886 3
"22" 22 0.004 0.89 3
"23" 23 0.004 0.894 4
"24" 24 0.003 0.897 3
"25" 25 0.003 0.9 3
"26" 26 0.003 0.903 4
"27" 27 0.003 0.906 3
"28" 28 0.002 0.908 3
"29" 29 0.002 0.91 1
"30" 30 0.002 0.912 3
"31" 31 0.002 0.914 3
"32" 32 0.002 0.916 3
"33" 33 0.002 0.918 3
"34" 34 0.002 0.92 4
"35" 35 0.002 0.922 3
"36" 36 0.002 0.924 4
"37" 37 0.002 0.926 4
"38" 38 0.002 0.928 4
"39" 39 0.002 0.93 3
"40" 40 0.002 0.932 3
"41" 41 0.002 0.934 2
"42" 42 0.001 0.935 4
"43" 43 0.001 0.936 4
"44" 44 0.001 0.937 3
"45" 45 0.001 0.938 3
"46" 46 0.001 0.939 3
"47" 47 0.001 0.94 4
"48" 48 0.001 0.941 3
"49" 49 0.001 0.942 4
"50" 50 0.001 0.943 4
"51" 51 0.001 0.944 3
"52" 52 0.001 0.945 2
"53" 53 0.001 0.946 3
"54" 54 0.001 0.947 2
"55" 55 0.001 0.948 4
"56" 56 0.001 0.949 5
"57" 57 0.001 0.95 3
