"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.343 0.343 2
"2" 2 0.074 0.417 1
"3" 3 0.055 0.472 2
"4" 4 0.033 0.505 3
"5" 5 0.027 0.532 3
"6" 6 0.022 0.554 3
"7" 7 0.021 0.575 1
"8" 8 0.02 0.595 3
"9" 9 0.019 0.614 1
"10" 10 0.019 0.633 2
"11" 11 0.016 0.649 3
"12" 12 0.014 0.663 3
"13" 13 0.014 0.677 2
"14" 14 0.009 0.686 3
"15" 15 0.009 0.695 2
"16" 16 0.009 0.704 3
"17" 17 0.007 0.711 3
"18" 18 0.007 0.718 3
"19" 19 0.007 0.725 3
"20" 20 0.007 0.732 4
"21" 21 0.006 0.738 4
"22" 22 0.006 0.744 3
"23" 23 0.006 0.75 2
"24" 24 0.005 0.755 4
"25" 25 0.005 0.76 3
"26" 26 0.005 0.765 2
"27" 27 0.005 0.77 4
"28" 28 0.005 0.775 0
"29" 29 0.004 0.779 3
"30" 30 0.004 0.783 1
"31" 31 0.004 0.787 3
"32" 32 0.004 0.791 3
"33" 33 0.004 0.795 3
"34" 34 0.004 0.799 3
"35" 35 0.003 0.802 4
"36" 36 0.003 0.805 3
"37" 37 0.003 0.808 5
"38" 38 0.003 0.811 3
"39" 39 0.003 0.814 2
"40" 40 0.003 0.817 3
"41" 41 0.003 0.82 3
"42" 42 0.003 0.823 2
"43" 43 0.003 0.826 2
"44" 44 0.003 0.829 3
"45" 45 0.003 0.832 3
"46" 46 0.003 0.835 4
"47" 47 0.003 0.838 3
"48" 48 0.002 0.84 5
"49" 49 0.002 0.842 4
"50" 50 0.002 0.844 3
"51" 51 0.002 0.846 4
"52" 52 0.002 0.848 3
"53" 53 0.002 0.85 3
"54" 54 0.002 0.852 3
"55" 55 0.002 0.854 4
"56" 56 0.002 0.856 3
"57" 57 0.002 0.858 4
"58" 58 0.002 0.86 4
"59" 59 0.002 0.862 4
"60" 60 0.002 0.864 4
"61" 61 0.002 0.866 5
"62" 62 0.002 0.868 4
"63" 63 0.002 0.87 3
"64" 64 0.002 0.872 3
"65" 65 0.002 0.874 2
"66" 66 0.002 0.876 2
"67" 67 0.002 0.878 2
"68" 68 0.001 0.879 2
"69" 69 0.001 0.88 5
"70" 70 0.001 0.881 3
"71" 71 0.001 0.882 4
"72" 72 0.001 0.883 4
"73" 73 0.001 0.884 3
"74" 74 0.001 0.885 5
"75" 75 0.001 0.886 3
"76" 76 0.001 0.887 3
"77" 77 0.001 0.888 6
"78" 78 0.001 0.889 4
"79" 79 0.001 0.89 3
"80" 80 0.001 0.891 4
"81" 81 0.001 0.892 4
"82" 82 0.001 0.893 5
"83" 83 0.001 0.894 3
"84" 84 0.001 0.895 4
"85" 85 0.001 0.896 4
"86" 86 0.001 0.897 4
"87" 87 0.001 0.898 5
"88" 88 0.001 0.899 5
"89" 89 0.001 0.9 5
"90" 90 0.001 0.901 4
"91" 91 0.001 0.902 3
"92" 92 0.001 0.903 3
"93" 93 0.001 0.904 4
"94" 94 0.001 0.905 4
"95" 95 0.001 0.906 4
"96" 96 0.001 0.907 3
"97" 97 0.001 0.908 4
"98" 98 0.001 0.909 5
"99" 99 0.001 0.91 4
"100" 100 0.001 0.911 4
"101" 101 0.001 0.912 3
"102" 102 0.001 0.913 4
"103" 103 0.001 0.914 5
"104" 104 0.001 0.915 3
"105" 105 0.001 0.916 5
"106" 106 0.001 0.917 2
"107" 107 0.001 0.918 4
"108" 108 0.001 0.919 4
"109" 109 0.001 0.92 4
"110" 110 0.001 0.921 5
"111" 111 0.001 0.922 3
"112" 112 0.001 0.923 4
"113" 113 0.001 0.924 4
"114" 114 0.001 0.925 3
"115" 115 0.001 0.926 4
"116" 116 0.001 0.927 5
"117" 117 0.001 0.928 4
"118" 118 0.001 0.929 3
"119" 119 0.001 0.93 3
"120" 120 0.001 0.931 4
"121" 121 0.001 0.932 2
"122" 122 0.001 0.933 4
"123" 123 0.001 0.934 4
"124" 124 0.001 0.935 3
"125" 125 0.001 0.936 3
"126" 126 0.001 0.937 5
"127" 127 0.001 0.938 3
"128" 128 0.001 0.939 2
"129" 129 0.001 0.94 4
"130" 130 0.001 0.941 5
"131" 131 0.001 0.942 5
"132" 132 0.001 0.943 5
"133" 133 0.001 0.944 4
"134" 134 0.001 0.945 4
"135" 135 0.001 0.946 3
"136" 136 0.001 0.947 4
"137" 137 0.001 0.948 6
"138" 138 0.001 0.949 4
"139" 139 0.001 0.95 4
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.343 0.343 2
"2" 2 0.074 0.417 1
"3" 3 0.055 0.472 2
"4" 4 0.033 0.505 3
"5" 5 0.027 0.532 3
"6" 6 0.022 0.554 3
"7" 7 0.021 0.575 1
"8" 8 0.02 0.595 3
"9" 9 0.019 0.614 1
"10" 10 0.019 0.633 2
"11" 11 0.016 0.649 3
"12" 12 0.014 0.663 3
"13" 13 0.014 0.677 2
"14" 14 0.009 0.686 3
"15" 15 0.009 0.695 2
"16" 16 0.009 0.704 3
"17" 17 0.007 0.711 3
"18" 18 0.007 0.718 3
"19" 19 0.007 0.725 3
"20" 20 0.007 0.732 4
"21" 21 0.006 0.738 4
"22" 22 0.006 0.744 3
"23" 23 0.006 0.75 2
"24" 24 0.005 0.755 4
"25" 25 0.005 0.76 3
"26" 26 0.005 0.765 2
"27" 27 0.005 0.77 4
"28" 28 0.005 0.775 0
"29" 29 0.004 0.779 3
"30" 30 0.004 0.783 1
"31" 31 0.004 0.787 3
"32" 32 0.004 0.791 3
"33" 33 0.004 0.795 3
"34" 34 0.004 0.799 3
"35" 35 0.003 0.802 4
"36" 36 0.003 0.805 3
"37" 37 0.003 0.808 5
"38" 38 0.003 0.811 3
"39" 39 0.003 0.814 2
"40" 40 0.003 0.817 3
"41" 41 0.003 0.82 3
"42" 42 0.003 0.823 2
"43" 43 0.003 0.826 2
"44" 44 0.003 0.829 3
"45" 45 0.003 0.832 3
"46" 46 0.003 0.835 4
"47" 47 0.003 0.838 3
"48" 48 0.002 0.84 5
"49" 49 0.002 0.842 4
"50" 50 0.002 0.844 3
"51" 51 0.002 0.846 4
"52" 52 0.002 0.848 3
"53" 53 0.002 0.85 3
"54" 54 0.002 0.852 3
"55" 55 0.002 0.854 4
"56" 56 0.002 0.856 3
"57" 57 0.002 0.858 4
"58" 58 0.002 0.86 4
"59" 59 0.002 0.862 4
"60" 60 0.002 0.864 4
"61" 61 0.002 0.866 5
"62" 62 0.002 0.868 4
"63" 63 0.002 0.87 3
"64" 64 0.002 0.872 3
"65" 65 0.002 0.874 2
"66" 66 0.002 0.876 2
"67" 67 0.002 0.878 2
"68" 68 0.001 0.879 2
"69" 69 0.001 0.88 5
"70" 70 0.001 0.881 3
"71" 71 0.001 0.882 4
"72" 72 0.001 0.883 4
"73" 73 0.001 0.884 3
"74" 74 0.001 0.885 5
"75" 75 0.001 0.886 3
"76" 76 0.001 0.887 3
"77" 77 0.001 0.888 6
"78" 78 0.001 0.889 4
"79" 79 0.001 0.89 3
"80" 80 0.001 0.891 4
"81" 81 0.001 0.892 4
"82" 82 0.001 0.893 5
"83" 83 0.001 0.894 3
"84" 84 0.001 0.895 4
"85" 85 0.001 0.896 4
"86" 86 0.001 0.897 4
"87" 87 0.001 0.898 5
"88" 88 0.001 0.899 5
"89" 89 0.001 0.9 5
"90" 90 0.001 0.901 4
"91" 91 0.001 0.902 3
"92" 92 0.001 0.903 3
"93" 93 0.001 0.904 4
"94" 94 0.001 0.905 4
"95" 95 0.001 0.906 4
"96" 96 0.001 0.907 3
"97" 97 0.001 0.908 4
"98" 98 0.001 0.909 5
"99" 99 0.001 0.91 4
"100" 100 0.001 0.911 4
"101" 101 0.001 0.912 3
"102" 102 0.001 0.913 4
"103" 103 0.001 0.914 5
"104" 104 0.001 0.915 3
"105" 105 0.001 0.916 5
"106" 106 0.001 0.917 2
"107" 107 0.001 0.918 4
"108" 108 0.001 0.919 4
"109" 109 0.001 0.92 4
"110" 110 0.001 0.921 5
"111" 111 0.001 0.922 3
"112" 112 0.001 0.923 4
"113" 113 0.001 0.924 4
"114" 114 0.001 0.925 3
"115" 115 0.001 0.926 4
"116" 116 0.001 0.927 5
"117" 117 0.001 0.928 4
"118" 118 0.001 0.929 3
"119" 119 0.001 0.93 3
"120" 120 0.001 0.931 4
"121" 121 0.001 0.932 2
"122" 122 0.001 0.933 4
"123" 123 0.001 0.934 4
"124" 124 0.001 0.935 3
"125" 125 0.001 0.936 3
"126" 126 0.001 0.937 5
"127" 127 0.001 0.938 3
"128" 128 0.001 0.939 2
"129" 129 0.001 0.94 4
"130" 130 0.001 0.941 5
"131" 131 0.001 0.942 5
"132" 132 0.001 0.943 5
"133" 133 0.001 0.944 4
"134" 134 0.001 0.945 4
"135" 135 0.001 0.946 3
"136" 136 0.001 0.947 4
"137" 137 0.001 0.948 6
"138" 138 0.001 0.949 4
"139" 139 0.001 0.95 4
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.343 0.343 2
"2" 2 0.074 0.417 1
"3" 3 0.055 0.472 2
"4" 4 0.033 0.505 3
"5" 5 0.027 0.532 3
"6" 6 0.022 0.554 3
"7" 7 0.021 0.575 1
"8" 8 0.02 0.595 3
"9" 9 0.019 0.614 1
"10" 10 0.019 0.633 2
"11" 11 0.016 0.649 3
"12" 12 0.014 0.663 3
"13" 13 0.014 0.677 2
