"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.318 0.318 2
"2" 2 0.11 0.428 2
"3" 3 0.071 0.499 3
"4" 4 0.061 0.56 2
"5" 5 0.036 0.596 2
"6" 6 0.022 0.618 3
"7" 7 0.022 0.64 3
"8" 8 0.021 0.661 2
"9" 9 0.018 0.679 3
"10" 10 0.015 0.694 4
"11" 11 0.015 0.709 3
"12" 12 0.015 0.724 2
"13" 13 0.014 0.738 2
"14" 14 0.014 0.752 3
"15" 15 0.013 0.765 2
"16" 16 0.013 0.778 1
"17" 17 0.012 0.79 4
"18" 18 0.012 0.802 4
"19" 19 0.011 0.813 2
"20" 20 0.011 0.824 2
"21" 21 0.01 0.834 2
"22" 22 0.01 0.844 0
"23" 23 0.008 0.852 3
"24" 24 0.008 0.86 3
"25" 25 0.007 0.867 3
"26" 26 0.007 0.874 3
"27" 27 0.006 0.88 1
"28" 28 0.005 0.885 4
"29" 29 0.005 0.89 3
"30" 30 0.005 0.895 4
"31" 31 0.005 0.9 3
"32" 32 0.004 0.904 2
"33" 33 0.004 0.908 3
"34" 34 0.004 0.912 2
"35" 35 0.004 0.916 3
"36" 36 0.003 0.919 3
"37" 37 0.003 0.922 3
"38" 38 0.003 0.925 3
"39" 39 0.002 0.927 3
"40" 40 0.002 0.929 3
"41" 41 0.002 0.931 3
"42" 42 0.002 0.933 4
"43" 43 0.002 0.935 3
"44" 44 0.002 0.937 3
"45" 45 0.002 0.939 2
"46" 46 0.002 0.941 2
"47" 47 0.002 0.943 4
"48" 48 0.002 0.945 3
"49" 49 0.002 0.947 2
"50" 50 0.002 0.949 3
"51" 51 0.002 0.951 4
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.318 0.318 2
"2" 2 0.11 0.428 2
"3" 3 0.071 0.499 3
"4" 4 0.061 0.56 2
"5" 5 0.036 0.596 2
"6" 6 0.022 0.618 3
"7" 7 0.022 0.64 3
"8" 8 0.021 0.661 2
"9" 9 0.018 0.679 3
"10" 10 0.015 0.694 4
"11" 11 0.015 0.709 3
"12" 12 0.015 0.724 2
"13" 13 0.014 0.738 2
"14" 14 0.014 0.752 3
"15" 15 0.013 0.765 2
"16" 16 0.013 0.778 1
"17" 17 0.012 0.79 4
"18" 18 0.012 0.802 4
"19" 19 0.011 0.813 2
"20" 20 0.011 0.824 2
"21" 21 0.01 0.834 2
"22" 22 0.01 0.844 0
"23" 23 0.008 0.852 3
"24" 24 0.008 0.86 3
"25" 25 0.007 0.867 3
"26" 26 0.007 0.874 3
"27" 27 0.006 0.88 1
"28" 28 0.005 0.885 4
"29" 29 0.005 0.89 3
"30" 30 0.005 0.895 4
"31" 31 0.005 0.9 3
"32" 32 0.004 0.904 2
"33" 33 0.004 0.908 3
"34" 34 0.004 0.912 2
"35" 35 0.004 0.916 3
"36" 36 0.003 0.919 3
"37" 37 0.003 0.922 3
"38" 38 0.003 0.925 3
"39" 39 0.002 0.927 3
"40" 40 0.002 0.929 3
"41" 41 0.002 0.931 3
"42" 42 0.002 0.933 4
"43" 43 0.002 0.935 3
"44" 44 0.002 0.937 3
"45" 45 0.002 0.939 2
"46" 46 0.002 0.941 2
"47" 47 0.002 0.943 4
"48" 48 0.002 0.945 3
"49" 49 0.002 0.947 2
"50" 50 0.002 0.949 3
"51" 51 0.002 0.951 4
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.318 0.318 2
"2" 2 0.11 0.428 2
"3" 3 0.071 0.499 3
"4" 4 0.061 0.56 2
"5" 5 0.036 0.596 2
"6" 6 0.022 0.618 3
"7" 7 0.022 0.64 3
"8" 8 0.021 0.661 2
"9" 9 0.018 0.679 3
"10" 10 0.015 0.694 4
"11" 11 0.015 0.709 3
"12" 12 0.015 0.724 2
"13" 13 0.014 0.738 2
"14" 14 0.014 0.752 3
"15" 15 0.013 0.765 2
"16" 16 0.013 0.778 1
"17" 17 0.012 0.79 4
"18" 18 0.012 0.802 4
"19" 19 0.011 0.813 2
"20" 20 0.011 0.824 2
"21" 21 0.01 0.834 2
"22" 22 0.01 0.844 0
"23" 23 0.008 0.852 3
"24" 24 0.008 0.86 3
"25" 25 0.007 0.867 3
"26" 26 0.007 0.874 3
"27" 27 0.006 0.88 1
"28" 28 0.005 0.885 4
"29" 29 0.005 0.89 3
"30" 30 0.005 0.895 4
"31" 31 0.005 0.9 3
"32" 32 0.004 0.904 2
"33" 33 0.004 0.908 3
"34" 34 0.004 0.912 2
"35" 35 0.004 0.916 3
"36" 36 0.003 0.919 3
"37" 37 0.003 0.922 3
"38" 38 0.003 0.925 3
"39" 39 0.002 0.927 3
"40" 40 0.002 0.929 3
"41" 41 0.002 0.931 3
"42" 42 0.002 0.933 4
"43" 43 0.002 0.935 3
"44" 44 0.002 0.937 3
"45" 45 0.002 0.939 2
"46" 46 0.002 0.941 2
"47" 47 0.002 0.943 4
"48" 48 0.002 0.945 3
"49" 49 0.002 0.947 2
"50" 50 0.002 0.949 3
"51" 51 0.002 0.951 4
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.318 0.318 2
"2" 2 0.11 0.428 2
"3" 3 0.071 0.499 3
"4" 4 0.061 0.56 2
"5" 5 0.036 0.596 2
"6" 6 0.022 0.618 3
"7" 7 0.022 0.64 3
"8" 8 0.021 0.661 2
"9" 9 0.018 0.679 3
"10" 10 0.015 0.694 4
"11" 11 0.015 0.709 3
"12" 12 0.015 0.724 2
"13" 13 0.014 0.738 2
"14" 14 0.014 0.752 3
"15" 15 0.013 0.765 2
"16" 16 0.013 0.778 1
"17" 17 0.012 0.79 4
"18" 18 0.012 0.802 4
"19" 19 0.011 0.813 2
"20" 20 0.011 0.824 2
"21" 21 0.01 0.834 2
"22" 22 0.01 0.844 0
"23" 23 0.008 0.852 3
"24" 24 0.008 0.86 3
"25" 25 0.007 0.867 3
"26" 26 0.007 0.874 3
"27" 27 0.006 0.88 1
"28" 28 0.005 0.885 4
"29" 29 0.005 0.89 3
"30" 30 0.005 0.895 4
"31" 31 0.005 0.9 3
"32" 32 0.004 0.904 2
"33" 33 0.004 0.908 3
"34" 34 0.004 0.912 2
"35" 35 0.004 0.916 3
"36" 36 0.003 0.919 3
"37" 37 0.003 0.922 3
"38" 38 0.003 0.925 3
"39" 39 0.002 0.927 3
"40" 40 0.002 0.929 3
"41" 41 0.002 0.931 3
"42" 42 0.002 0.933 4
"43" 43 0.002 0.935 3
"44" 44 0.002 0.937 3
"45" 45 0.002 0.939 2
"46" 46 0.002 0.941 2
"47" 47 0.002 0.943 4
"48" 48 0.002 0.945 3
"49" 49 0.002 0.947 2
"50" 50 0.002 0.949 3
"51" 51 0.002 0.951 4
