"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.372 0.372 1
"2" 2 0.315 0.687 1
"3" 3 0.068 0.755 2
"4" 4 0.044 0.799 0
"5" 5 0.038 0.837 1
"6" 6 0.03 0.867 2
"7" 7 0.021 0.888 2
"8" 8 0.02 0.908 1
"9" 9 0.019 0.927 2
"10" 10 0.009 0.936 2
"11" 11 0.009 0.945 2
"12" 12 0.008 0.953 1
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.372 0.372 1
"2" 2 0.315 0.687 1
"3" 3 0.068 0.755 2
"4" 4 0.044 0.799 0
"5" 5 0.038 0.837 1
"6" 6 0.03 0.867 2
"7" 7 0.021 0.888 2
"8" 8 0.02 0.908 1
"9" 9 0.019 0.927 2
"10" 10 0.009 0.936 2
"11" 11 0.009 0.945 2
"12" 12 0.008 0.953 1
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.372 0.372 1
"2" 2 0.315 0.687 1
"3" 3 0.068 0.755 2
"4" 4 0.044 0.799 0
"5" 5 0.038 0.837 1
"6" 6 0.03 0.867 2
"7" 7 0.021 0.888 2
"8" 8 0.02 0.908 1
"9" 9 0.019 0.927 2
"10" 10 0.009 0.936 2
"11" 11 0.009 0.945 2
"12" 12 0.008 0.953 1
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.372 0.372 1
"2" 2 0.315 0.687 1
"3" 3 0.068 0.755 2
"4" 4 0.044 0.799 0
"5" 5 0.038 0.837 1
"6" 6 0.03 0.867 2
"7" 7 0.021 0.888 2
"8" 8 0.02 0.908 1
"9" 9 0.019 0.927 2
"10" 10 0.009 0.936 2
"11" 11 0.009 0.945 2
"12" 12 0.008 0.953 1
