Infraclass,genus,status,ma_min,ma_max
Eutheria,Pararyctes,extinct,58.9,59.99
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60,60.79
Eutheria,Pararyctes,extinct,60.08,61.9
Eutheria,Pararyctes,extinct,60.08,61.9
Eutheria,Pararyctes,extinct,61.7,62.1
Eutheria,Pararyctes,extinct,61.7,62.1
Eutheria,Pararyctes,extinct,62.5,63.39
Eutheria,Paromomys,extinct,60,60.79
Eutheria,Paromomys,extinct,60,60.79
Eutheria,Paromomys,extinct,61.7,62.1
Eutheria,Paromomys,extinct,61.7,62.1
Eutheria,Paromomys,extinct,62.11,62.49
Eutheria,Paromomys,extinct,62.11,62.49
Eutheria,Paromomys,extinct,62.5,63.39
Eutheria,Paromomys,extinct,62.5,63.39
Eutheria,Paromomys,extinct,62.5,63.39
Eutheria,Paromomys,extinct,62.5,63.39
Eutheria,Paromomys,extinct,63.11,65.12
Eutheria,Paromomys,extinct,63.11,65.12
Eutheria,Paromomys,extinct,63.11,65.12
Eutheria,Paromomys,extinct,63.11,65.12
Eutheria,Pentacodon,extinct,61.7,62.1
Eutheria,Pentacodon,extinct,62.11,62.49
Eutheria,Pentacodon,extinct,62.11,62.49
Eutheria,Pentacodon,extinct,62.5,63.39
Eutheria,Pentacodon,extinct,62.5,63.39
Eutheria,Pentacodon,extinct,62.5,63.39
Eutheria,Pentacodon,extinct,62.5,63.39
Eutheria,Periptychus,extinct,60,60.79
Eutheria,Periptychus,extinct,61.7,62.1
Eutheria,Periptychus,extinct,61.7,62.1
Eutheria,Periptychus,extinct,61.7,62.1
Eutheria,Periptychus,extinct,61.7,62.1
Eutheria,Periptychus,extinct,62.11,62.49
Eutheria,Periptychus,extinct,62.11,62.49
Eutheria,Periptychus,extinct,62.11,62.49
Eutheria,Periptychus,extinct,62.11,62.49
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,62.5,63.39
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,63.11,65.12
Eutheria,Periptychus,extinct,65.11,65.59
Eutheria,Periptychus,extinct,65.11,65.59
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Periptychus,extinct,65.6,65.96
Eutheria,Phenacodaptes,extinct,56.5,56.95
Eutheria,Phenacodaptes,extinct,56.96,57.39
Eutheria,Phenacodaptes,extinct,56.96,57.39
Eutheria,Phenacodaptes,extinct,57.7,58.89
Eutheria,Phenacodaptes,extinct,57.7,58.89
Eutheria,Phenacodaptes,extinct,57.7,58.89
Eutheria,Phenacodaptes,extinct,57.7,58.89
Eutheria,Phenacodaptes,extinct,58.9,59.99
Eutheria,Phenacodaptes,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,55.85,56.49
Eutheria,Phenacodus,extinct,55.85,56.49
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.5,56.95
Eutheria,Phenacodus,extinct,56.96,57.39
Eutheria,Phenacodus,extinct,56.96,57.39
Eutheria,Phenacodus,extinct,56.96,57.39
Eutheria,Phenacodus,extinct,57.4,57.69
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,57.7,58.89
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,58.9,59.99
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60,60.79
Eutheria,Phenacodus,extinct,60.08,61.9
Eutheria,Phenacodus,extinct,60.08,61.9
Eutheria,Phenacodus,extinct,60.08,61.9
Eutheria,Phenacodus,extinct,61.7,62.1
Eutheria,Phenacodus,extinct,61.7,62.1
Eutheria,Phenacodus,extinct,61.7,62.1
Eutheria,Phenacodus,extinct,62.11,62.49
Eutheria,Phenacodus,extinct,62.5,63.39
Eutheria,Phenacolemur,extinct,55.85,56.49
Eutheria,Phenacolemur,extinct,55.85,56.49
Eutheria,Phenacolemur,extinct,56.5,56.95
Eutheria,Phenacolemur,extinct,56.5,56.95
Eutheria,Phenacolemur,extinct,56.5,56.95
Eutheria,Phenacolemur,extinct,56.5,56.95
Eutheria,Phenacolemur,extinct,56.96,57.39
Eutheria,Phenacolemur,extinct,56.96,57.39
Eutheria,Phenacolemur,extinct,56.96,57.39
Eutheria,Phenacolemur,extinct,57.4,57.69
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,57.7,58.89
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phenacolemur,extinct,58.9,59.99
Eutheria,Phoxomylus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,57.7,58.89
Eutheria,Picrodus,extinct,58.9,59.99
Eutheria,Picrodus,extinct,60,60.79
Eutheria,Picrodus,extinct,60,60.79
Eutheria,Picrodus,extinct,60,60.79
Eutheria,Picrodus,extinct,60,60.79
Eutheria,Picrodus,extinct,60.08,61.9
Eutheria,Picrodus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,61.7,62.1
Eutheria,Picrodus,extinct,62.11,62.49
Eutheria,Picrodus,extinct,62.11,62.49
Eutheria,Picrodus,extinct,62.5,63.39
Eutheria,Picrodus,extinct,62.5,63.39
Eutheria,Picrodus,extinct,62.5,63.39
Eutheria,Picrodus,extinct,62.5,63.39
Eutheria,Picrodus,extinct,62.5,63.39
Eutheria,Plagioctenodon,extinct,56.5,56.95
Eutheria,Plagioctenodon,extinct,56.5,56.95
Eutheria,Plagioctenodon,extinct,56.96,57.39
Eutheria,Plagioctenodon,extinct,57.7,58.89
Eutheria,Plagiomene,extinct,55.85,56.49
Eutheria,Plagiomene,extinct,55.85,56.49
Eutheria,Plagiomene,extinct,55.85,56.49
Eutheria,Planetetherium,extinct,56.5,56.95
Eutheria,Planetetherium,extinct,56.96,57.39
Eutheria,Planetetherium,extinct,56.96,57.39
Eutheria,Platymastus,extinct,65.6,65.96
Eutheria,Plesiadapis,extinct,55.85,56.49
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.5,56.95
Eutheria,Plesiadapis,extinct,56.96,57.39
Eutheria,Plesiadapis,extinct,56.96,57.39
Eutheria,Plesiadapis,extinct,56.96,57.39
Eutheria,Plesiadapis,extinct,57.4,57.69
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,57.7,58.89
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,58.9,59.99
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60,60.79
Eutheria,Plesiadapis,extinct,60.08,61.9
Eutheria,Plesiadapis,extinct,60.08,61.9
Eutheria,Plesiadapis,extinct,60.08,61.9
Eutheria,Plesiadapis,extinct,60.08,61.9
Eutheria,Plesiadapis,extinct,61.7,62.1
Eutheria,Plesiadapis,extinct,61.7,62.1
Eutheria,Plesiadapis,extinct,61.7,62.1
Eutheria,Plesiadapis,extinct,61.7,62.1
Eutheria,Plesiolestes,extinct,60,60.79
Eutheria,Plesiolestes,extinct,61.7,62.1
Eutheria,Plesiolestes,extinct,61.7,62.1
Eutheria,Plesiolestes,extinct,61.7,62.1
Eutheria,Plesiolestes,extinct,61.7,62.1
Eutheria,Plesiolestes,extinct,62.11,62.49
Eutheria,Plesiolestes,extinct,62.11,62.49
Eutheria,Plesiolestes,extinct,62.11,62.49
Eutheria,Plesiolestes,extinct,62.5,63.39
Eutheria,Plesiolestes,extinct,62.5,63.39
Eutheria,Plesiolestes,extinct,62.5,63.39
Eutheria,Plesiolestes,extinct,62.5,63.39
Eutheria,Presbytherium,extinct,60,60.79
Eutheria,Presbytherium,extinct,62.5,63.39
Eutheria,Princetonia,extinct,56.5,56.95
Eutheria,Princetonia,extinct,57.7,58.89
Eutheria,Princetonia,extinct,57.7,58.89
Eutheria,Princetonia,extinct,57.7,58.89
Eutheria,Pristinictis,extinct,61.7,62.1
Eutheria,Probathyopsis,extinct,55.85,56.49
Eutheria,Probathyopsis,extinct,56.5,56.95
Eutheria,Probathyopsis,extinct,56.5,56.95
Eutheria,Probathyopsis,extinct,56.5,56.95
Eutheria,Probathyopsis,extinct,56.5,56.95
Eutheria,Probathyopsis,extinct,56.96,57.39
Eutheria,Probathyopsis,extinct,56.96,57.39
Eutheria,Probathyopsis,extinct,57.4,57.69
Eutheria,Procerberus,extinct,62.5,63.39
Eutheria,Procerberus,extinct,65.11,65.59
Eutheria,Procerberus,extinct,65.11,65.59
Eutheria,Procerberus,extinct,65.6,65.96
Eutheria,Procerberus,extinct,65.97,66.03
Eutheria,Procerberus,extinct,65.97,66.03
Eutheria,Procerberus,extinct,66.04,69.9
Eutheria,Procerberus,extinct,66.04,69.9
Eutheria,Prodiacodon,extinct,55.85,56.49
Eutheria,Prodiacodon,extinct,56.5,56.95
Eutheria,Prodiacodon,extinct,56.5,56.95
Eutheria,Prodiacodon,extinct,56.5,56.95
Eutheria,Prodiacodon,extinct,57.4,57.69
Eutheria,Prodiacodon,extinct,57.7,58.89
Eutheria,Prodiacodon,extinct,57.7,58.89
Eutheria,Prodiacodon,extinct,58.9,59.99
Eutheria,Prodiacodon,extinct,58.9,59.99
Eutheria,Prodiacodon,extinct,58.9,59.99
Eutheria,Prodiacodon,extinct,58.9,59.99
Eutheria,Prodiacodon,extinct,60,60.79
Eutheria,Prodiacodon,extinct,60,60.79
Eutheria,Prodiacodon,extinct,60.08,61.9
Eutheria,Prodiacodon,extinct,61.7,62.1
Eutheria,Prodiacodon,extinct,61.7,62.1
Eutheria,Prodiacodon,extinct,61.7,62.1
Eutheria,Prodiacodon,extinct,62.11,62.49
Eutheria,Prodiacodon,extinct,62.11,62.49
Eutheria,Prodiacodon,extinct,62.11,62.49
Eutheria,Prodiacodon,extinct,62.11,62.49
Eutheria,Prodiacodon,extinct,62.11,62.49
Eutheria,Prodiacodon,extinct,62.5,63.39
Eutheria,Prodiacodon,extinct,62.5,63.39
Eutheria,Prodiacodon,extinct,62.5,63.39
Eutheria,Prodiacodon,extinct,62.5,63.39
Eutheria,Prodiacodon,extinct,63.11,65.12
Eutheria,Prodiacodon,extinct,63.11,65.12
Eutheria,Prodiacodon,extinct,65.11,65.59
Eutheria,Prodiacodon,extinct,65.11,65.59
Eutheria,Prodiacodon,extinct,65.6,65.96
Eutheria,Prodiacodon,extinct,65.6,65.96
Eutheria,Prodiacodon,extinct,65.6,65.96
Eutheria,Prodiacodon,extinct,65.97,66.03
Eutheria,Prodiacodon,extinct,65.97,66.03
Eutheria,Promioclaenus,extinct,60,60.79
Eutheria,Promioclaenus,extinct,60,60.79
Eutheria,Promioclaenus,extinct,60,60.79
Eutheria,Promioclaenus,extinct,60.08,61.9
Eutheria,Promioclaenus,extinct,60.08,61.9
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,61.7,62.1
Eutheria,Promioclaenus,extinct,62.11,62.49
Eutheria,Promioclaenus,extinct,62.11,62.49
Eutheria,Promioclaenus,extinct,62.11,62.49
Eutheria,Promioclaenus,extinct,62.11,62.49
Eutheria,Promioclaenus,extinct,62.11,62.49
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,62.5,63.39
Eutheria,Promioclaenus,extinct,63.11,65.12
Eutheria,Promioclaenus,extinct,63.11,65.12
Eutheria,Promioclaenus,extinct,63.11,65.12
Eutheria,Promioclaenus,extinct,65.11,65.59
Eutheria,Promioclaenus,extinct,65.11,65.59
Eutheria,Promioclaenus,extinct,65.6,65.96
Eutheria,Promioclaenus,extinct,65.6,65.96
Eutheria,Pronothodectes,extinct,60,60.79
Eutheria,Pronothodectes,extinct,60,60.79
Eutheria,Pronothodectes,extinct,60,60.79
Eutheria,Pronothodectes,extinct,60,60.79
Eutheria,Pronothodectes,extinct,61.7,62.1
Eutheria,Pronothodectes,extinct,61.7,62.1
Eutheria,Pronothodectes,extinct,62.11,62.49
Eutheria,Pronothodectes,extinct,62.11,62.49
Eutheria,Pronothodectes,extinct,62.11,62.49
Eutheria,Pronothodectes,extinct,62.11,62.49
Eutheria,Pronothodectes,extinct,62.5,63.39
Eutheria,Pronothodectes,extinct,62.5,63.39
Eutheria,Pronothodectes,extinct,62.5,63.39
Eutheria,Propalaeanodon,extinct,57.7,58.89
Eutheria,Propalaeanodon,extinct,57.7,58.89
Eutheria,Propalaeanodon,extinct,57.7,58.89
Eutheria,Protentomodon,extinct,56.96,57.39
Eutheria,Protentomodon,extinct,58.9,59.99
Eutheria,Prothryptacodon,extinct,62.11,62.49
Eutheria,Prothryptacodon,extinct,62.11,62.49
Eutheria,Prothryptacodon,extinct,62.5,63.39
Eutheria,Prothryptacodon,extinct,62.5,63.39
Eutheria,Prothryptacodon,extinct,62.5,63.39
Eutheria,Prothryptacodon,extinct,63.11,65.12
Eutheria,Protictis,extinct,57.7,58.89
Eutheria,Protictis,extinct,57.7,58.89
Eutheria,Protictis,extinct,58.9,59.99
Eutheria,Protictis,extinct,58.9,59.99
Eutheria,Protictis,extinct,58.9,59.99
Eutheria,Protictis,extinct,60,60.79
Eutheria,Protictis,extinct,60,60.79
Eutheria,Protictis,extinct,60,60.79
Eutheria,Protictis,extinct,60,60.79
Eutheria,Protictis,extinct,60.08,61.9
Eutheria,Protictis,extinct,61.7,62.1
Eutheria,Protictis,extinct,61.7,62.1
Eutheria,Protictis,extinct,62.11,62.49
Eutheria,Protictis,extinct,62.11,62.49
Eutheria,Protictis,extinct,62.11,62.49
Eutheria,Protictis,extinct,62.11,62.49
Eutheria,Protictis,extinct,62.11,62.49
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,62.5,63.39
Eutheria,Protictis,extinct,63.11,65.12
Eutheria,Protictis,extinct,63.11,65.12
Eutheria,Protictis,extinct,63.11,65.12
Eutheria,Protictis,extinct,63.11,65.12
Eutheria,Protoselene,extinct,60,60.79
Eutheria,Protoselene,extinct,60.08,61.9
Eutheria,Protoselene,extinct,61.7,62.1
Eutheria,Protoselene,extinct,61.7,62.1
Eutheria,Protoselene,extinct,62.11,62.49
Eutheria,Protoselene,extinct,62.11,62.49
Eutheria,Protoselene,extinct,62.11,62.49
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,62.5,63.39
Eutheria,Protoselene,extinct,63.11,65.12
Eutheria,Protoselene,extinct,63.11,65.12
Eutheria,Protoselene,extinct,65.11,65.59
Eutheria,Protungulatum,extinct,65.11,65.59
Eutheria,Protungulatum,extinct,65.6,65.96
Eutheria,Protungulatum,extinct,65.97,66.03
Eutheria,Protungulatum,extinct,65.97,66.03
Eutheria,Protungulatum,extinct,65.97,66.03
Eutheria,Protungulatum,extinct,65.97,66.03
Eutheria,Protungulatum,extinct,66.04,69.9
Eutheria,Protungulatum,extinct,66.04,69.9
Eutheria,Protungulatum,extinct,66.04,69.9
Eutheria,Psittacotherium,extinct,62.11,62.49
Eutheria,Psittacotherium,extinct,62.11,62.49
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psittacotherium,extinct,62.5,63.39
Eutheria,Psydronyctia,extinct,60,60.79
Eutheria,Psydronyctia,extinct,60,60.79
Eutheria,Psydronyctia,extinct,61.7,62.1
Eutheria,Psydronyctia,extinct,62.5,63.39
Eutheria,Puercolestes,extinct,65.11,65.59
Eutheria,Puercolestes,extinct,65.11,65.59
Eutheria,Puercolestes,extinct,65.6,65.96
Eutheria,Puercolestes,extinct,65.6,65.96
Eutheria,Purgatorius,extinct,65.11,65.59
Eutheria,Purgatorius,extinct,65.6,65.96
Eutheria,Purgatorius,extinct,65.6,65.96
Eutheria,Raphictis,extinct,57.7,58.89
Eutheria,Raphictis,extinct,58.9,59.99
Eutheria,Raphictis,extinct,58.9,59.99
Eutheria,Raphictis,extinct,58.9,59.99
Eutheria,Raphictis,extinct,60,60.79
Eutheria,Raphictis,extinct,60,60.79
Eutheria,Raphictis,extinct,60,60.79
Eutheria,Raphictis,extinct,60,60.79
Eutheria,Raphictis,extinct,61.7,62.1
Eutheria,Ravenictis,extinct,65.6,65.96
Eutheria,Reithroparamys,extinct,55.85,56.49
Eutheria,Reithroparamys,extinct,56.5,56.95
Eutheria,Robertschochia,extinct,65.6,65.96
Eutheria,Saxonella,extinct,60,60.79
Eutheria,Saxonella,extinct,60,60.79
Eutheria,Scenopagus,extinct,57.7,58.89
Eutheria,Scenopagus,extinct,58.9,59.99
Eutheria,Scenopagus,extinct,58.9,59.99
Eutheria,Schowalteria,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Scollardius,extinct,66.04,69.9
Eutheria,Sigynorum,extinct,65.97,66.03
Eutheria,Simpsonictis,extinct,60.08,61.9
Eutheria,Simpsonictis,extinct,61.7,62.1
Eutheria,Simpsonictis,extinct,61.7,62.1
Eutheria,Simpsonictis,extinct,62.5,63.39
Eutheria,Simpsonictis,extinct,62.5,63.39
Eutheria,Simpsonictis,extinct,62.5,63.39
Eutheria,Simpsonictis,extinct,62.5,63.39
Eutheria,Sinonyx,extinct,57.7,58.89
Eutheria,Talpavus,extinct,58.9,59.99
Eutheria,Telacodon,extinct,66.04,69.9
Eutheria,Tetraclaenodon,extinct,61.7,62.1
Eutheria,Tetraclaenodon,extinct,61.7,62.1
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.11,62.49
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,62.5,63.39
Eutheria,Tetraclaenodon,extinct,63.11,65.12
Eutheria,Tetraclaenodon,extinct,63.11,65.12
Eutheria,Thryptacodon,extinct,55.85,56.49
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.5,56.95
Eutheria,Thryptacodon,extinct,56.96,57.39
Eutheria,Thryptacodon,extinct,56.96,57.39
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,57.7,58.89
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,58.9,59.99
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60,60.79
Eutheria,Thryptacodon,extinct,60.08,61.9
Eutheria,Thryptacodon,extinct,60.08,61.9
Eutheria,Thryptacodon,extinct,61.7,62.1
Eutheria,Thryptacodon,extinct,61.7,62.1
Eutheria,Thryptacodon,extinct,61.7,62.1
Eutheria,Thryptacodon,extinct,61.7,62.1
