Infraclass,genus,status,ma_min,ma_max
Eutheria,Thryptacodon,extinct,61.7,62.1
Eutheria,Tinimomys,extinct,56.5,56.95
Eutheria,Tinimomys,extinct,56.96,57.39
Eutheria,Tinuviel,extinct,65.6,65.96
Eutheria,Titanoides,extinct,56.5,56.95
Eutheria,Titanoides,extinct,57.7,58.89
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,58.9,59.99
Eutheria,Titanoides,extinct,60,60.79
Eutheria,Titanoides,extinct,60,60.79
Eutheria,Titanoides,extinct,60,60.79
Eutheria,Titanoides,extinct,60,60.79
Eutheria,Titanoides,extinct,60.08,61.9
Eutheria,Titanoides,extinct,60.08,61.9
Eutheria,Titanoides,extinct,61.7,62.1
Eutheria,Tiznatzinia,extinct,65.11,65.59
Eutheria,Tiznatzinia,extinct,65.6,65.96
Eutheria,Torrejonia,extinct,60.08,61.9
Eutheria,Torrejonia,extinct,61.7,62.1
Eutheria,Torrejonia,extinct,61.7,62.1
Eutheria,Torrejonia,extinct,61.7,62.1
Eutheria,Torrejonia,extinct,62.5,63.39
Eutheria,Tricentes,extinct,55.85,56.49
Eutheria,Tricentes,extinct,56.5,56.95
Eutheria,Tricentes,extinct,57.7,58.89
Eutheria,Tricentes,extinct,58.9,59.99
Eutheria,Tricentes,extinct,60,60.79
Eutheria,Tricentes,extinct,60,60.79
Eutheria,Tricentes,extinct,60,60.79
Eutheria,Tricentes,extinct,61.7,62.1
Eutheria,Tricentes,extinct,61.7,62.1
Eutheria,Tricentes,extinct,62.5,63.39
Eutheria,Tricentes,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,62.5,63.39
Eutheria,Triisodon,extinct,63.11,65.12
Eutheria,Tytthaena,extinct,56.5,56.95
Eutheria,Tytthaena,extinct,56.96,57.39
Eutheria,Tytthaena,extinct,60,60.79
Eutheria,Tytthaena,extinct,60,60.79
Eutheria,Uintacyon,extinct,55.85,56.49
Eutheria,Uintacyon,extinct,55.85,56.49
Eutheria,Uintacyon,extinct,56.5,56.95
Eutheria,Uintacyon,extinct,56.5,56.95
Eutheria,Unuchinia,extinct,57.7,58.89
Eutheria,Unuchinia,extinct,57.7,58.89
Eutheria,Unuchinia,extinct,58.9,59.99
Eutheria,Unuchinia,extinct,58.9,59.99
Eutheria,Unuchinia,extinct,58.9,59.99
Eutheria,Unuchinia,extinct,60,60.79
Eutheria,Unuchinia,extinct,60,60.79
Eutheria,Unuchinia,extinct,60,60.79
Eutheria,Unuchinia,extinct,60,60.79
Eutheria,Unuchinia,extinct,60.08,61.9
Eutheria,Unuchinia,extinct,61.7,62.1
Eutheria,Unuchinia,extinct,62.5,63.39
Eutheria,Utemylus,extinct,57.7,58.89
Eutheria,Utemylus,extinct,58.9,59.99
Eutheria,Viverravus,extinct,55.85,56.49
Eutheria,Viverravus,extinct,56.5,56.95
Eutheria,Viverravus,extinct,56.5,56.95
Eutheria,Viverravus,extinct,56.5,56.95
Eutheria,Viverravus,extinct,56.5,56.95
Eutheria,Viverravus,extinct,56.5,56.95
Eutheria,Viverravus,extinct,56.96,57.39
Eutheria,Viverravus,extinct,56.96,57.39
Eutheria,Viverravus,extinct,56.96,57.39
Eutheria,Viverravus,extinct,57.7,58.89
Eutheria,Viverravus,extinct,57.7,58.89
Eutheria,Viverravus,extinct,57.7,58.89
Eutheria,Viverravus,extinct,58.9,59.99
Eutheria,Viverravus,extinct,58.9,59.99
Eutheria,Viverravus,extinct,58.9,59.99
Eutheria,Worlandia,extinct,56.5,56.95
Eutheria,Wortmania,extinct,65.11,65.59
Eutheria,Wortmania,extinct,65.11,65.59
Eutheria,Wortmania,extinct,65.6,65.96
Eutheria,Wortmania,extinct,65.6,65.96
Eutheria,Wyonycteris,extinct,56.5,56.95
Eutheria,Wyonycteris,extinct,56.96,57.39
Eutheria,Wyonycteris,extinct,57.7,58.89
Eutheria,Wyonycteris,extinct,57.7,58.89
Eutheria,Wyonycteris_x,extinct,57.7,58.89
Eutheria,Xenacodon,extinct,58.9,59.99
Eutheria,Xynolestes,extinct,58.9,59.99
Eutheria,Xynolestes,extinct,60,60.79
Eutheria,Xynolestes,extinct,60,60.79
Eutheria,Xynolestes,extinct,60,60.79
Eutheria,Xynolestes,extinct,61.7,62.1
Eutheria,Zanycteris,extinct,57.7,58.89
Eutheria,Zanycteris,extinct,57.7,58.89
Eutheria,Zanycteris,extinct,58.9,59.99
Eutheria,Zanycteris,extinct,60,60.79
Metatheria,Albertatherium,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,66.04,69.9
Metatheria,Alphadon,extinct,65.97,66.03
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Didelphodon,extinct,66.04,69.9
Metatheria,Eodelphis,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Glasbius,extinct,66.04,69.9
Metatheria,Hatcheritherium,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Leptalestes_x,extinct,66.04,69.9
Metatheria,Mimoperadectes,extinct,55.85,56.49
Metatheria,Nanocuris,extinct,66.04,69.9
Metatheria,Nanocuris,extinct,66.04,69.9
Metatheria,Nanocuris,extinct,66.04,69.9
Metatheria,Nanocuris,extinct,66.04,69.9
Metatheria,Nortedelphys,extinct,66.04,69.9
Metatheria,Nortedelphys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Pediomys,extinct,66.04,69.9
Metatheria,Peradectes,extinct,65.97,66.03
Metatheria,Peradectes,extinct,65.97,66.03
Metatheria,Peradectes,extinct,65.97,66.03
Metatheria,Peradectes,extinct,65.97,66.03
Metatheria,Peradectes,extinct,65.6,65.96
Metatheria,Peradectes,extinct,65.6,65.96
Metatheria,Peradectes,extinct,65.11,65.59
Metatheria,Peradectes,extinct,65.11,65.59
Metatheria,Peradectes,extinct,65.11,65.59
Metatheria,Peradectes,extinct,65.11,65.59
Metatheria,Peradectes,extinct,63.4,65.12
Metatheria,Peradectes,extinct,62.5,63.39
Metatheria,Peradectes,extinct,62.5,63.39
Metatheria,Peradectes,extinct,62.11,62.49
Metatheria,Peradectes,extinct,61.7,62.1
Metatheria,Peradectes,extinct,61.7,62.1
Metatheria,Peradectes,extinct,61.7,62.1
Metatheria,Peradectes,extinct,61.7,62.1
Metatheria,Peradectes,extinct,60.8,61.69
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,60,60.79
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,58.9,59.99
Metatheria,Peradectes,extinct,57.7,58.9
Metatheria,Peradectes,extinct,57.7,58.9
Metatheria,Peradectes,extinct,57.7,58.9
Metatheria,Peradectes,extinct,57.7,58.9
Metatheria,Peradectes,extinct,56.96,57.39
Metatheria,Peradectes,extinct,56.96,57.39
Metatheria,Peradectes,extinct,56.5,57
Metatheria,Peradectes,extinct,56.5,57
Metatheria,Peradectes,extinct,56.5,57
Metatheria,Peradectes,extinct,55.85,56.49
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protalphadon,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Protolambda,extinct,66.04,69.9
Metatheria,Swaindelphys,extinct,62.5,63.39
Metatheria,Swaindelphys,extinct,62.11,62.49
Metatheria,Swaindelphys,extinct,62.11,62.49
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Turgidodon,extinct,66.04,69.9
Metatheria,Typhlodelphys,extinct,60,60.79
Multituberculata,Acheronodon,extinct,65.97,66.03
Multituberculata,Acheronodon,extinct,62.5,63.39
Multituberculata,Acheronodon,extinct,61.7,62.1
Multituberculata,Allocosmodon,extinct,61.7,62.1
Multituberculata,Allocosmodon,extinct,60,60.79
Multituberculata,Allocosmodon,extinct,60,60.79
Multituberculata,Allocosmodon,extinct,60,60.79
Multituberculata,Allocosmodon,extinct,60,60.79
Multituberculata,Alopocosmodon,extinct,62.5,63.39
Multituberculata,Anconodon,extinct,62.5,63.39
Multituberculata,Anconodon,extinct,62.5,63.39
Multituberculata,Anconodon,extinct,62.5,63.39
Multituberculata,Anconodon,extinct,62.5,63.39
Multituberculata,Anconodon,extinct,62.11,62.49
Multituberculata,Anconodon,extinct,62.11,62.49
Multituberculata,Anconodon,extinct,62.11,62.49
Multituberculata,Anconodon,extinct,62.11,62.49
Multituberculata,Anconodon,extinct,61.7,62.1
Multituberculata,Anconodon,extinct,61.7,62.1
Multituberculata,Anconodon,extinct,61.7,62.1
Multituberculata,Anconodon,extinct,61.7,62.1
Multituberculata,Anconodon,extinct,60.08,61.69
Multituberculata,Anconodon,extinct,60,60.79
Multituberculata,Baiotomeus,extinct,62.5,63.39
Multituberculata,Baiotomeus,extinct,62.11,62.49
Multituberculata,Baiotomeus,extinct,62.11,62.49
Multituberculata,Baiotomeus,extinct,62.11,62.49
Multituberculata,Baiotomeus,extinct,61.7,62.1
Multituberculata,Baiotomeus,extinct,61.7,62.1
Multituberculata,Baiotomeus,extinct,61.7,62.1
Multituberculata,Baiotomeus,extinct,61.7,62.1
Multituberculata,Bubodens,extinct,66.04,69.9
Multituberculata,Catopsalis,extinct,66.04,69.9
Multituberculata,Catopsalis,extinct,65.97,66.03
Multituberculata,Catopsalis,extinct,65.97,66.03
Multituberculata,Catopsalis,extinct,65.97,66.03
Multituberculata,Catopsalis,extinct,65.97,66.03
Multituberculata,Catopsalis,extinct,65.6,65.96
Multituberculata,Catopsalis,extinct,65.6,65.96
Multituberculata,Catopsalis,extinct,65.11,65.59
Multituberculata,Catopsalis,extinct,65.11,65.59
Multituberculata,Catopsalis,extinct,65.11,65.59
Multituberculata,Catopsalis,extinct,63.4,65.12
Multituberculata,Catopsalis,extinct,62.5,63.39
Multituberculata,Catopsalis,extinct,62.5,63.39
Multituberculata,Catopsalis,extinct,62.11,62.49
Multituberculata,Catopsalis,extinct,62.11,62.49
Multituberculata,Catopsalis,extinct,62.11,62.49
Multituberculata,Catopsalis,extinct,61.7,62.1
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,66.04,69.9
Multituberculata,Cimexomys,extinct,65.97,66.03
Multituberculata,Cimexomys,extinct,65.97,66.03
Multituberculata,Cimexomys,extinct,65.97,66.03
Multituberculata,Cimexomys,extinct,65.97,66.03
Multituberculata,Cimexomys,extinct,65.6,65.96
Multituberculata,Cimexomys,extinct,65.11,65.59
Multituberculata,Cimexomys,extinct,65.11,65.59
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,66.04,69.9
Multituberculata,Cimolodon,extinct,63.4,65.12
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Cimolomys,extinct,66.04,69.9
Multituberculata,Clemensodon,extinct,66.04,69.9
Multituberculata,Ectypodus,extinct,65.6,65.96
Multituberculata,Ectypodus,extinct,65.6,65.96
Multituberculata,Ectypodus,extinct,65.6,65.96
Multituberculata,Ectypodus,extinct,65.11,65.59
Multituberculata,Ectypodus,extinct,65.11,65.59
Multituberculata,Ectypodus,extinct,62.5,63.39
Multituberculata,Ectypodus,extinct,62.5,63.39
Multituberculata,Ectypodus,extinct,62.5,63.39
Multituberculata,Ectypodus,extinct,62.5,63.39
Multituberculata,Ectypodus,extinct,62.11,62.49
Multituberculata,Ectypodus,extinct,61.7,62.1
Multituberculata,Ectypodus,extinct,61.7,62.1
Multituberculata,Ectypodus,extinct,61.7,62.1
Multituberculata,Ectypodus,extinct,60.08,61.69
Multituberculata,Ectypodus,extinct,60.08,61.69
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,60,60.79
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,58.9,59.99
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.7,58.89
Multituberculata,Ectypodus,extinct,57.4,57.69
Multituberculata,Ectypodus,extinct,56.96,57.39
Multituberculata,Ectypodus,extinct,56.5,56.95
Multituberculata,Ectypodus,extinct,56.5,56.95
Multituberculata,Ectypodus,extinct,56.5,56.95
Multituberculata,Ectypodus,extinct,55.85,56.49
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Essonodon,extinct,66.04,69.9
Multituberculata,Eucosmodon,extinct,65.11,65.59
Multituberculata,Eucosmodon,extinct,62.5,63.39
Multituberculata,Eucosmodon,extinct,62.5,63.39
Multituberculata,Eucosmodon,extinct,62.11,62.49
Multituberculata,Eucosmodon,extinct,61.7,62.1
Multituberculata,Fractinus,extinct,61.7,62.1
Multituberculata,Kimbetohia,extinct,65.97,66.03
Multituberculata,Kimbetohia,extinct,65.6,65.96
Multituberculata,Kimbetohia,extinct,65.6,65.96
Multituberculata,Kimbetopsalis,extinct,65.6,65.96
Multituberculata,Krauseia,extinct,62.5,63.39
Multituberculata,Krauseia,extinct,62.11,62.49
Multituberculata,Krauseia,extinct,61.7,62.1
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Meniscoessus,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,66.04,69.9
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.97,66.03
Multituberculata,Mesodma,extinct,65.6,65.96
Multituberculata,Mesodma,extinct,65.6,65.96
Multituberculata,Mesodma,extinct,65.6,65.96
Multituberculata,Mesodma,extinct,65.11,65.59
Multituberculata,Mesodma,extinct,65.11,65.59
Multituberculata,Mesodma,extinct,63.4,65.12
Multituberculata,Mesodma,extinct,63.4,65.12
Multituberculata,Mesodma,extinct,62.5,63.39
Multituberculata,Mesodma,extinct,62.5,63.39
Multituberculata,Mesodma,extinct,62.11,62.49
Multituberculata,Mesodma,extinct,62.11,62.49
Multituberculata,Mesodma,extinct,62.11,62.49
Multituberculata,Mesodma,extinct,61.7,62.1
Multituberculata,Mesodma,extinct,61.7,62.1
Multituberculata,Mesodma,extinct,60.08,61.69
Multituberculata,Mesodma,extinct,60.08,61.69
Multituberculata,Mesodma,extinct,60,60.79
Multituberculata,Mesodma,extinct,60,60.79
Multituberculata,Mesodma,extinct,60,60.79
Multituberculata,Mesodma,extinct,60,60.79
Multituberculata,Mesodma,extinct,60,60.79
Multituberculata,Mesodma,extinct,58.9,59.99
Multituberculata,Mesodma,extinct,58.9,59.99
Multituberculata,Mesodma,extinct,58.9,59.99
Multituberculata,Mesodma,extinct,58.9,59.99
Multituberculata,Microcosmodon,extinct,65.97,66.03
Multituberculata,Microcosmodon,extinct,65.6,65.96
Multituberculata,Microcosmodon,extinct,65.11,65.59
Multituberculata,Microcosmodon,extinct,63.4,65.12
Multituberculata,Microcosmodon,extinct,60,60.79
Multituberculata,Microcosmodon,extinct,58.9,59.99
Multituberculata,Microcosmodon,extinct,58.9,59.99
Multituberculata,Microcosmodon,extinct,58.9,59.99
Multituberculata,Microcosmodon,extinct,58.9,59.99
Multituberculata,Microcosmodon,extinct,57.7,58.89
Multituberculata,Microcosmodon,extinct,57.7,58.89
Multituberculata,Microcosmodon,extinct,57.7,58.89
Multituberculata,Microcosmodon,extinct,57.7,58.89
Multituberculata,Microcosmodon,extinct,56.96,57.39
Multituberculata,Microcosmodon,extinct,56.5,56.95
Multituberculata,Microcosmodon,extinct,56.5,56.95
Multituberculata,Mimetodon,extinct,62.5,63.39
Multituberculata,Mimetodon,extinct,62.5,63.39
Multituberculata,Mimetodon,extinct,62.5,63.39
Multituberculata,Mimetodon,extinct,62.5,63.39
Multituberculata,Mimetodon,extinct,62.11,62.49
Multituberculata,Mimetodon,extinct,62.11,62.49
Multituberculata,Mimetodon,extinct,61.7,62.1
Multituberculata,Mimetodon,extinct,61.7,62.1
Multituberculata,Mimetodon,extinct,61.7,62.1
Multituberculata,Mimetodon,extinct,61.7,62.1
Multituberculata,Mimetodon,extinct,60,60.79
Multituberculata,Mimetodon,extinct,60,60.79
Multituberculata,Mimetodon,extinct,60,60.79
Multituberculata,Mimetodon,extinct,60,60.79
Multituberculata,Mimetodon,extinct,58.9,59.99
Multituberculata,Mimetodon,extinct,58.9,59.99
Multituberculata,Mimetodon,extinct,58.9,59.99
Multituberculata,Mimetodon,extinct,58.9,59.99
Multituberculata,Mimetodon,extinct,57.7,58.89
Multituberculata,Mimetodon,extinct,57.7,58.89
Multituberculata,Neoliotomus,extinct,57.7,58.89
Multituberculata,Neoliotomus,extinct,57.4,57.69
Multituberculata,Neoliotomus,extinct,56.96,57.39
Multituberculata,Neoliotomus,extinct,56.96,57.39
Multituberculata,Neoliotomus,extinct,56.5,56.95
Multituberculata,Neoliotomus,extinct,56.5,56.95
Multituberculata,Neoliotomus,extinct,56.5,56.95
Multituberculata,Neoplagiaulax,extinct,65.6,65.96
Multituberculata,Neoplagiaulax,extinct,65.6,65.96
Multituberculata,Neoplagiaulax,extinct,65.11,65.59
