generation,N_shifts,logPrior,logLik,eventRate,acceptRate
151000,9,50.8752,-16379.4,1.74481,0.259
152000,10,51.2265,-16382.5,5.45914,0.28
153000,11,55.1069,-16377.6,7.87026,0.319
154000,10,49.6922,-16378.4,7.01022,0.292
155000,11,54.1098,-16376.9,4.20489,0.269
156000,11,57.064,-16388.4,4.07506,0.295
157000,11,58.5562,-16383.4,2.35529,0.284
158000,13,65.1027,-16386.8,8.19088,0.316
159000,6,32.4744,-16444.9,2.31919,0.310425
160000,6,31.2785,-16441.6,4.90334,0.292
161000,6,32.3215,-16465.4,2.3309,0.308618
162000,5,24.6137,-16471.4,3.29524,0.285
163000,10,49.2176,-16395.8,5.95052,0.3082
164000,9,47.8195,-16389.2,6.52557,0.297
165000,8,42.7624,-16395.1,4.84465,0.274
166000,8,45.4975,-16392,3.96037,0.273
167000,8,46.7122,-16392.6,3.2012,0.285
168000,8,45.4972,-16387.2,3.39291,0.288
169000,8,46.5605,-16387.7,2.77651,0.257
170000,8,39.4815,-16385.3,8.7673,0.269
171000,8,46.2105,-16391,3.24007,0.268
172000,7,36.3023,-16393.6,4.09716,0.304
173000,7,35.3962,-16394.3,7.52569,0.255
174000,7,38.1899,-16397.2,4.42009,0.303
175000,8,45.0477,-16398.5,2.97722,0.292
176000,8,45.0371,-16397.3,3.49914,0.288
177000,8,43.8348,-16398.8,4.88172,0.309
178000,8,40.7997,-16397.4,2.86854,0.305
179000,8,41.0923,-16401,4.33445,0.305
180000,8,39.0273,-16403.1,6.76207,0.279
181000,8,41.7194,-16393.7,4.54533,0.275
182000,7,38.1884,-16432.7,5.07564,0.295591
183000,12,61.9082,-16375.2,6.46368,0.328
184000,10,53.5746,-16371.5,3.98729,0.336
185000,9,43.3277,-16372.2,7.17924,0.282
186000,10,51.8488,-16370.5,5.14505,0.291
187000,10,53.8438,-16372.5,2.59091,0.299
188000,11,58.6452,-16364.6,5.91909,0.297
189000,9,47.1287,-16374.4,4.38425,0.333
190000,10,50.0476,-16367.4,7.58435,0.327
191000,6,28.8297,-16429.3,3.47987,0.300276
192000,6,31.3339,-16434.7,3.57831,0.2957
193000,6,35.8806,-16433.6,1.48728,0.272
194000,13,67.8898,-16345.4,4.15234,0.3075
195000,14,72.7746,-16339.8,6.3414,0.323
196000,14,68.9458,-16337,10.0821,0.283
197000,6,33.1634,-16438.9,4.26562,0.2975
198000,14,73.3605,-16348.5,8.07437,0.3085
199000,13,63.6752,-16348.7,7.51322,0.308
200000,12,60.2515,-16344.8,7.28361,0.314
201000,14,70.6389,-16344,9.56217,0.329
202000,13,71.0066,-16348.6,2.82568,0.321
203000,12,66.9249,-16354.3,5.71164,0.313
204000,12,67.8189,-16349.1,3.83881,0.289
205000,13,70.8137,-16357,6.66731,0.356
206000,10,55.7754,-16357.9,3.45753,0.338
207000,10,56.2185,-16362.1,3.69386,0.28
208000,11,56.3865,-16362.2,6.14689,0.284
209000,10,54.7405,-16350.7,6.61304,0.284
210000,11,56.087,-16354.1,8.26773,0.3
211000,11,59.1861,-16349.3,5.67379,0.298
212000,10,50.4036,-16349.1,5.26454,0.284
213000,13,67.5464,-16360.1,8.98165,0.313
214000,14,73.8159,-16352,7.87057,0.365
215000,13,72.8333,-16350.4,5.46777,0.342
216000,14,70.7455,-16353.6,6.59238,0.367
217000,13,69.4321,-16346.6,6.63337,0.33
218000,14,73.5166,-16347.5,7.7948,0.351
219000,12,59.5537,-16352.7,10.5919,0.348
220000,12,65.8436,-16346.3,5.85846,0.319
221000,13,65.9522,-16341.9,6.23481,0.309
222000,12,63.5907,-16343.1,7.13837,0.303
223000,12,67.9577,-16343,4.04847,0.301
224000,8,40.4526,-16434.2,3.09478,0.298273
225000,15,74.0032,-16345.5,7.17667,0.329
226000,10,56.5389,-16350.8,3.44928,0.297
227000,9,52.36,-16351,2.91998,0.27
228000,9,52.3205,-16350.4,1.73177,0.261
229000,11,55.5683,-16348.9,8.18235,0.256
230000,10,54.2408,-16351.7,4.17837,0.292
231000,10,51.8191,-16348.5,5.72564,0.261
232000,10,53.2742,-16349.7,4.71659,0.278
233000,10,56.5997,-16355.7,3.9776,0.26
234000,11,56.0546,-16351.5,6.4767,0.274
235000,11,48.6122,-16348.5,4.5829,0.295
236000,16,63.2474,-16343.8,5.8267,0.332
237000,12,52.1682,-16347.7,7.59551,0.32
238000,12,57.5059,-16341.9,5.3401,0.311
239000,6,30.5653,-16422.8,3.88224,0.284521
240000,6,33.2254,-16420.3,2.38229,0.275
241000,7,35.5693,-16420.3,2.39372,0.288
242000,10,52.6757,-16347.2,4.44282,0.2965
243000,10,50.5832,-16351.1,5.30092,0.273
244000,11,51.6754,-16352.8,8.9749,0.289
245000,10,53.4911,-16351.9,4.05849,0.295
246000,9,46.7073,-16352.4,4.78235,0.261
247000,9,46.8429,-16353.1,5.82558,0.273
248000,9,47.3131,-16356.8,5.12585,0.249
249000,7,32.7921,-16431.5,5.48939,0.295885
250000,10,47.6462,-16355,6.41248,0.2695
251000,9,47.7408,-16352,5.08336,0.301
252000,10,46.8849,-16356.6,10.7791,0.291
253000,7,39.2884,-16420,3.60404,0.299833
254000,6,30.2828,-16438.1,3.53381,0.3095
255000,6,33.0112,-16427.3,2.63902,0.301
256000,9,43.6822,-16351,5.16281,0.2595
257000,9,45.9943,-16351.2,4.45611,0.267
258000,9,46.24,-16351.5,5.55356,0.268
259000,9,46.7602,-16348.7,4.71484,0.244
260000,11,52.7854,-16353.4,6.74912,0.263
261000,12,59.1005,-16354.1,6.74253,0.326
262000,12,59.5855,-16353.8,6.13306,0.353
263000,11,49.1171,-16357,9.03797,0.304
264000,11,61.3342,-16355.9,4.71105,0.271
265000,6,32.5923,-16418.5,4.80638,0.279938
266000,6,34.9445,-16420.6,2.17897,0.288
267000,6,31.8564,-16421,5.70598,0.284
268000,6,34.3369,-16422,2.9176,0.293
269000,6,34.2791,-16422.5,2.6407,0.257
270000,6,33.3084,-16420.5,4.20677,0.274
271000,15,68.1022,-16343.2,10.4418,0.303286
272000,14,71.3159,-16337.9,6.25592,0.348
273000,14,66.5747,-16341.9,6.9305,0.307
274000,15,70.3319,-16342.5,8.85874,0.329
275000,13,70.9349,-16339.5,4.12687,0.292
276000,13,67.783,-16333.1,5.94411,0.35
277000,15,78.7528,-16335.9,8.52704,0.342
278000,17,81.1647,-16334.5,9.80031,0.325
279000,16,83.8818,-16329.9,5.84663,0.301
280000,17,85.5363,-16337.7,7.08376,0.358
281000,15,76.5847,-16328.8,8.07699,0.327
282000,15,80.9244,-16326.9,6.7743,0.356
283000,17,87.33,-16331.3,9.24505,0.321
284000,19,97.9001,-16332.5,11.2183,0.335
285000,18,88.85,-16335.7,10.2919,0.386
286000,17,84.608,-16340.9,11.4027,0.325
287000,17,82.5556,-16331.4,14.6251,0.357
288000,15,70.4093,-16336.3,12.9693,0.294
289000,19,98.6153,-16326.6,10.675,0.341
290000,18,96.219,-16326.6,6.4278,0.354
291000,17,86.8426,-16324.6,8.78525,0.373
292000,18,87.6772,-16323,10.5358,0.33
293000,17,86.2534,-16319.9,7.31998,0.318
294000,16,70.1708,-16323.9,10.4516,0.331
295000,17,81.436,-16322.2,5.42785,0.313
296000,15,70.8991,-16324,4.94114,0.312
297000,15,72.013,-16339.8,7.99484,0.309
298000,16,74.409,-16330.1,12.0048,0.286
299000,16,79.9613,-16324.6,8.96604,0.327
300000,18,100.931,-16332.9,5.64144,0.353
301000,16,81.6304,-16324.2,8.8023,0.338
302000,15,76.7267,-16326.6,6.58884,0.3
303000,16,78.5172,-16322,9.95371,0.337
304000,15,76.0353,-16329.6,10.48,0.325
305000,14,70.2564,-16338.6,7.77069,0.304
306000,14,71.3826,-16335.6,8.13349,0.293
307000,14,72.2011,-16336.7,9.18506,0.262
308000,14,76.3221,-16331,6.67064,0.322
309000,16,83.2363,-16328.4,7.54107,0.32
310000,16,75.807,-16335.5,12.3691,0.31
311000,17,92.6871,-16332.2,6.80802,0.308
312000,16,88.9082,-16332.6,6.36662,0.36
313000,16,85.2972,-16332.3,7.09121,0.332
314000,16,79.0435,-16327.3,9.8678,0.332
315000,14,73.9723,-16328,5.94867,0.331
316000,13,69.7388,-16329.4,4.9716,0.287
317000,13,70.0777,-16329.2,6.9194,0.3
318000,13,65.8174,-16334.2,9.87133,0.326
319000,13,64.435,-16332,9.04372,0.301
320000,14,71.1535,-16343.8,8.47972,0.317
321000,14,68.8669,-16330.9,11.9823,0.317
322000,15,74.2447,-16331.4,9.67199,0.306
323000,13,66.1077,-16334.1,7.72027,0.275
324000,13,65.7148,-16335.1,8.28781,0.27
325000,7,37.5905,-16406.7,3.34659,0.294493
326000,8,44.3221,-16410.1,2.53402,0.28
327000,9,46.4785,-16412.9,2.35106,0.312
328000,7,35.816,-16411.1,3.02954,0.277
329000,17,87.8265,-16313.9,7.51912,0.3068
330000,16,81.2442,-16303,11.5754,0.337
331000,17,88.5438,-16314,5.45578,0.305
332000,16,81.1324,-16311.4,8.45879,0.326
333000,18,88.9978,-16308.5,9.57946,0.324
334000,20,95.2503,-16316,11.0698,0.332
335000,19,95.5289,-16308,7.51829,0.342
336000,18,94.0864,-16318.6,6.8329,0.319
337000,16,81.9774,-16313,5.18399,0.291
338000,16,85.0902,-16315.6,7.04607,0.328
339000,17,84.9068,-16316.3,5.10505,0.347
340000,9,48.256,-16398.8,3.00864,0.290014
341000,19,97.6725,-16305.6,8.60792,0.313
342000,16,81.5794,-16304.7,11.245,0.316
343000,15,77.726,-16304.9,11.4107,0.302
344000,17,93.2302,-16305.6,7.22996,0.305
345000,19,95.396,-16293.3,7.12842,0.328
346000,16,83.563,-16297.5,7.90269,0.312
347000,9,45.4668,-16396.5,5.89012,0.297714
348000,7,35.7552,-16408.7,2.50474,0.287161
349000,9,47.0965,-16393.4,2.59239,0.294
350000,11,58.7973,-16391.1,3.96344,0.345
351000,10,50.539,-16393.2,5.2631,0.344
352000,15,67.3209,-16303.9,13.5976,0.305
353000,17,79.8453,-16306.8,10.3672,0.267
354000,16,86.2517,-16298.4,5.57441,0.306
355000,18,89.425,-16304,9.72458,0.31
356000,8,36.4428,-16408.8,6.4478,0.303125
357000,7,38.5732,-16405.8,2.175,0.298
358000,7,34.9495,-16405,4.23634,0.267
359000,16,83.4634,-16295.9,6.67352,0.32225
360000,17,82.8231,-16306.6,8.25575,0.315
361000,15,75.8293,-16304.9,7.09113,0.311
362000,16,82.389,-16305.5,7.69469,0.303
363000,17,88.0352,-16300.7,10.6013,0.309
364000,18,81.8417,-16298.6,16.1505,0.322
365000,19,90.3005,-16296.2,9.35711,0.29
366000,19,85.9784,-16299.1,10.2623,0.328
367000,19,89.9718,-16294.6,9.94046,0.318
368000,18,79.9546,-16293.6,14.0017,0.334
369000,21,100.104,-16300.4,12.1718,0.356
370000,21,99.1967,-16297,11.5506,0.335
371000,21,91.72,-16298.3,15.8053,0.323
372000,22,101.327,-16299.5,11.3949,0.374
373000,23,104.204,-16295.5,13.0924,0.374
374000,22,91.4809,-16291.8,14.0399,0.371
375000,21,96.2531,-16293.5,10.0791,0.355
376000,22,100.827,-16290.5,9.28722,0.358
377000,21,96.8013,-16292.2,11.3113,0.355
378000,21,100.857,-16290.2,14.5251,0.313
379000,21,106.903,-16291,10.4637,0.329
380000,9,39.2379,-16406.7,5.82174,0.298519
381000,9,44.2343,-16398.5,3.61512,0.325
382000,13,59.5902,-16401.1,7.31353,0.297
383000,9,41.2865,-16405.7,5.18982,0.299
384000,10,46.4984,-16403.3,6.89748,0.333
385000,11,50.6191,-16395.7,8.70342,0.312618
386000,12,52.8096,-16394.7,6.21604,0.335
387000,11,51.3765,-16402.6,4.1824,0.345333
388000,13,57.7247,-16402.6,10.3926,0.357
389000,14,60.1544,-16411.3,11.3054,0.365
390000,25,103.707,-16293.4,16.7683,0.333091
391000,25,117.18,-16291,13.2516,0.366
392000,24,103.023,-16290,19.0134,0.324
393000,24,109.576,-16287,12.531,0.343
394000,24,108.922,-16274.2,15.578,0.345
395000,23,98.1405,-16282.1,15.9314,0.331
396000,25,109.338,-16278.5,14.3238,0.313
397000,24,102.762,-16271.4,12.9339,0.315
398000,22,100.454,-16276.9,9.26961,0.309
399000,22,102.328,-16277.3,9.31178,0.309
400000,25,117.195,-16283,13.8143,0.331
401000,22,111.805,-16279.5,9.45343,0.328
402000,8,32.3742,-16402,4.75144,0.305864
403000,10,50.9243,-16393,6.57373,0.311059
404000,9,47.1592,-16394.1,5.20321,0.282
405000,7,28.9858,-16410.3,3.19669,0.308312
406000,8,36.8985,-16405.6,4.92569,0.296
407000,23,113.931,-16291.1,11.0292,0.348667
408000,21,104.31,-16292.3,11.6604,0.332
409000,21,106.395,-16293,12.1346,0.35
410000,23,117.445,-16294.5,8.59419,0.353
411000,19,88.1214,-16290.4,17.089,0.332
412000,20,95.1588,-16289.6,12.5928,0.326
413000,21,97.8919,-16281.9,14.0627,0.35
414000,23,109.272,-16294,16.0496,0.321
415000,22,105.091,-16294.4,17.1989,0.351
416000,19,85.7675,-16301,14.6101,0.317
417000,21,102.054,-16298.1,10.7281,0.316
418000,22,109.434,-16288.7,11.9052,0.34
419000,20,91.2385,-16285.1,15.787,0.331
420000,21,89.7807,-16288.4,14.103,0.3
421000,21,100.969,-16290.8,14.4988,0.346
422000,23,111.601,-16289.9,12.8384,0.337
423000,21,93.2411,-16282.3,13.721,0.307
424000,20,86.5699,-16294.5,9.6565,0.292
425000,20,92.0271,-16283.3,14.6775,0.31
426000,21,106.084,-16282.5,8.92931,0.326
427000,21,110.081,-16289.9,10.1763,0.303
428000,21,105.948,-16287.6,9.87031,0.32
429000,20,98.3312,-16286,12.5643,0.315
430000,18,84.6581,-16278.2,13.6935,0.327
431000,18,89.6073,-16288.4,10.4868,0.307
432000,18,85.6551,-16292.9,7.2931,0.334
433000,18,87.4013,-16296.3,10.756,0.299
434000,8,40.2927,-16405.9,6.14657,0.307276
435000,14,66.1627,-16371.8,8.44648,0.317138
436000,14,70.2092,-16368.4,4.51893,0.355
437000,15,64.6814,-16365.9,6.21334,0.337
438000,15,60.3962,-16367.2,7.29823,0.351
439000,15,65.2299,-16367.8,5.93086,0.328
440000,17,79.5246,-16368.4,9.49359,0.338
441000,11,56.3983,-16400.9,6.37057,0.312714
442000,8,40.0734,-16409.9,4.69052,0.331
443000,11,52.7362,-16400.3,5.70158,0.299821
444000,13,56.1714,-16395.8,5.0656,0.348
445000,15,67.8962,-16359,9.12592,0.3348
446000,18,85.3514,-16290.1,11.7532,0.323692
447000,18,87.1575,-16289.8,7.7375,0.3
448000,20,95.8461,-16292.1,10.4573,0.344
449000,19,90.8114,-16287.5,7.92294,0.312
450000,22,107.546,-16287.4,8.48041,0.336
451000,21,96.8965,-16289.4,11.5551,0.339
452000,21,100.85,-16293.9,12.0897,0.332
453000,19,90.4958,-16294.9,12.7498,0.345
454000,19,93.4897,-16292.9,11.885,0.323
455000,21,104.979,-16282.1,9.99265,0.332
456000,22,104.437,-16278.9,12.4838,0.322
457000,19,97.4608,-16289.6,7.00713,0.344
458000,19,97.7997,-16297.4,9.44019,0.333
459000,20,93.4752,-16290.1,10.6128,0.336
460000,19,90.2459,-16299.7,11.7385,0.351
461000,14,63.5029,-16360.4,8.09816,0.323062
462000,13,66.114,-16351.2,8.27923,0.332
463000,13,69.9462,-16349.1,4.93543,0.313
464000,13,65.6675,-16344.1,9.04774,0.302
465000,13,63.4168,-16340.6,7.98563,0.319
466000,21,99.545,-16297,10.9152,0.3265
467000,23,111.934,-16301.8,9.7384,0.325
468000,22,108.501,-16299.1,10.7633,0.339
469000,22,100.083,-16300.4,19.976,0.329
470000,20,94.6292,-16298.9,9.75225,0.332
471000,19,85.9001,-16301.4,8.91728,0.312
472000,17,77.795,-16298.8,10.7403,0.307
473000,17,81.2185,-16306.1,9.49255,0.316
474000,17,84.5422,-16304.1,7.44543,0.321
475000,18,87.5819,-16308.2,7.83566,0.311
476000,18,85.8675,-16306.1,8.80796,0.355
477000,16,75.9495,-16328.8,9.24234,0.321917
478000,14,68.2772,-16332.9,7.54815,0.351
479000,15,74.4602,-16331,7.80072,0.316
480000,14,66.98,-16328.7,6.71819,0.318
481000,15,66.7391,-16329.9,10.6202,0.337
482000,16,77.8004,-16328.3,11.0695,0.312
483000,15,78.6091,-16322.4,7.80817,0.363
484000,16,86.561,-16306,7.88464,0.330625
485000,16,82.1591,-16295.2,8.0789,0.312
486000,16,77.5527,-16294.4,8.50107,0.309
487000,17,79.0106,-16296,10.5358,0.271
488000,17,79.3627,-16305.3,13.8145,0.283
489000,17,81.8748,-16288.6,11.0921,0.28
490000,17,81.334,-16290.1,5.79818,0.267
491000,19,93.505,-16293.9,8.44322,0.292
492000,20,100.129,-16288.9,7.94588,0.307
493000,20,103.694,-16287.8,10.8596,0.341
494000,19,99.9337,-16299.4,7.95382,0.292
495000,19,100.63,-16291.6,9.17414,0.325
496000,18,93.9745,-16291.1,9.76792,0.3
497000,21,110.26,-16299.5,8.16474,0.326
498000,20,90.5694,-16291.3,14.5372,0.336
499000,21,105.401,-16287.9,10.7997,0.325
500000,21,97.5051,-16291.6,13.7709,0.315
501000,23,108.913,-16285.6,9.99583,0.317
502000,24,117.474,-16291,14.2023,0.346
503000,22,115.333,-16293.1,10.9287,0.361
504000,20,103.848,-16289,8.21163,0.305
505000,23,118.906,-16292.7,9.99999,0.337
506000,22,106.546,-16298.4,12.6283,0.347
507000,16,80.5018,-16319.7,9.95086,0.324667
508000,16,74.5113,-16318.3,11.9655,0.327
509000,17,85.7693,-16324.1,8.09292,0.359
510000,18,84.5589,-16321,8.42897,0.339
511000,19,84.8064,-16315,9.5237,0.36
512000,19,84.9254,-16322.2,10.8241,0.342
513000,16,80.7918,-16314.8,7.75263,0.343
514000,16,75.1607,-16328.2,8.11639,0.33
515000,14,66.3955,-16326.7,4.9487,0.326
516000,7,34.4096,-16414.1,4.99374,0.301708
517000,8,39.8187,-16407.2,3.43206,0.309
518000,10,48.3798,-16401.4,5.92283,0.302368
519000,8,42.9268,-16410.6,2.65177,0.3245
520000,21,100.175,-16294.8,12.0121,0.308214
521000,21,100.607,-16289.4,9.0805,0.327
522000,20,103.772,-16295.1,8.54389,0.311
523000,16,81.7353,-16296.6,7.34363,0.302
524000,15,77.2823,-16303.8,6.0023,0.277
525000,17,82.154,-16301,11.7923,0.28
526000,9,49.0273,-16406.7,3.7646,0.318
527000,8,41.4064,-16407.5,7.77065,0.343
528000,10,57.2829,-16397.4,2.474,0.3258
529000,9,48.7655,-16393.2,5.56032,0.305
530000,10,51.2681,-16390.8,7.07214,0.341
531000,9,47.1549,-16397.8,4.96776,0.306
532000,22,102.683,-16302.3,12.632,0.313286
533000,21,93.8925,-16297.4,13.7895,0.306
534000,21,98.6768,-16296.5,11.3909,0.346
535000,20,95.2918,-16287.1,9.37724,0.349
536000,20,94.9624,-16299.6,13.228,0.353571
537000,17,77.5269,-16292.9,12.4363,0.2945
538000,18,92.3954,-16298.1,6.75959,0.33
539000,19,91.9266,-16291.8,9.75791,0.298
540000,16,78.1396,-16288.1,6.86058,0.302
541000,21,103.188,-16288.2,12.2329,0.273
542000,15,61.8895,-16303.5,10.983,0.338333
543000,16,72.319,-16305.3,7.05881,0.33
544000,17,83.7315,-16307.3,5.82859,0.314
545000,24,107.218,-16290.4,11.5382,0.32225
546000,21,98.4376,-16292.4,9.74221,0.302
547000,17,88.5935,-16286,7.39163,0.332
548000,18,91.6671,-16290.7,9.67134,0.3
549000,17,83.137,-16284.9,12.8511,0.326
550000,20,103.339,-16285.4,7.61435,0.285
551000,19,90.6122,-16292.5,5.6485,0.338857
552000,19,88.9929,-16287.9,9.02755,0.356
553000,21,103.386,-16277.7,6.92735,0.334
554000,21,106.004,-16289.9,6.6347,0.313
555000,22,105.116,-16294.5,10.8674,0.344
556000,22,107.65,-16276.3,7.46694,0.313
557000,22,100.602,-16283.7,8.60144,0.291
558000,21,92.5011,-16285.8,10.7811,0.314
559000,20,98.0603,-16288.5,9.68248,0.282
560000,22,103.686,-16275.4,8.60697,0.324
561000,24,117.505,-16274.9,11.1783,0.315
562000,22,107.917,-16277,8.00336,0.33
563000,20,93.0777,-16278.2,11.7407,0.287
