generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,6.07736,-21447.2,1,1
1000,0,1.26658,-15865.1,1.23153,0.166
2000,0,2.01066,-15855.4,0.530994,0.148426
3000,0,1.88271,-15853.8,0.625277,0.152
4000,0,2.39111,-15852.4,0.492446,0.147463
5000,1,8.96194,-15841.8,0.587192,0.309338
6000,1,10.0889,-15837.5,0.34328,0.1596
7000,1,7.55178,-15838.5,1.64312,0.362
8000,1,8.57266,-15838.1,0.717032,0.2424
9000,1,7.03115,-15840.1,1.8828,0.365
10000,1,9.11836,-15840.3,0.761274,0.3055
11000,1,7.37087,-15838.7,0.987307,0.373333
12000,1,7.20935,-15840.6,1.52587,0.368
13000,1,7.73081,-15841.7,0.364389,0.416
14000,1,9.51992,-15843.2,0.840242,0.380333
15000,1,7.95594,-15838.2,0.831602,0.372
16000,1,8.03778,-15837.7,2.11506,0.358
17000,1,9.91996,-15839.1,0.286267,0.370818
18000,1,7.82626,-15841.6,0.290519,0.359
19000,1,6.94838,-15839.1,0.204121,0.337
20000,1,8.13062,-15838.1,1.69443,0.331
21000,1,8.05886,-15840.8,0.601419,0.371182
22000,1,7.15885,-15841.6,1.60727,0.364
23000,1,9.10106,-15841.2,0.497628,0.3589
24000,1,7.12228,-15838.8,2.39452,0.363125
25000,1,8.16235,-15838.3,0.815461,0.358333
26000,1,9.12824,-15838,0.754086,0.372
27000,1,7.39611,-15840.6,1.92151,0.334
28000,1,9.32017,-15841.5,0.13217,0.3635
29000,1,8.12335,-15841.4,1.79674,0.371
30000,1,7.36677,-15839.2,1.2599,0.3655
31000,1,6.96789,-15839.4,1.5205,0.35425
32000,1,8.15437,-15838.3,1.08496,0.36475
33000,1,9.10227,-15837.5,0.524309,0.348
34000,1,9.72123,-15837.4,0.49484,0.362
35000,1,7.53855,-15836.8,0.669078,0.34825
36000,1,6.60544,-15837.1,1.27306,0.344667
37000,1,9.11955,-15840,1.88575,0.348
38000,1,9.30535,-15840.5,0.161387,0.347
39000,1,9.95637,-15840.1,1.11624,0.334
40000,1,9.41193,-15838.8,0.686902,0.378
41000,1,9.40566,-15837.7,0.952337,0.351
42000,1,9.29161,-15837.8,0.367977,0.321
43000,1,8.83068,-15842.1,1.13481,0.348571
44000,1,6.69131,-15838.2,0.968422,0.348
45000,1,10.2464,-15837.7,0.387097,0.369
46000,1,8.81489,-15836.7,1.39077,0.351
47000,1,10.434,-15840.1,0.290685,0.369
48000,1,10.1769,-15837.8,0.0351226,0.360737
49000,1,8.35924,-15840,2.34772,0.352
50000,1,9.48499,-15838,1.70418,0.356938
51000,1,10.5179,-15836.7,0.193548,0.364
52000,1,8.24027,-15839,0.796346,0.345333
53000,1,10.2793,-15840.4,1.00675,0.352182
54000,1,10.7997,-15837.1,0.510847,0.328
55000,1,11.149,-15837.3,0.182754,0.365
56000,1,9.84589,-15837.6,0.759739,0.388
57000,1,10.4145,-15838.4,0.90834,0.353167
58000,1,10.4264,-15836.3,0.175424,0.369
59000,1,9.57291,-15836.9,0.518617,0.373
60000,1,6.97826,-15840.2,3.17614,0.346
61000,1,9.4316,-15836.7,0.79993,0.38075
62000,1,9.08965,-15838.2,0.392231,0.359
63000,1,11.016,-15840.9,0.457568,0.368
64000,1,9.21047,-15837.8,1.10009,0.328
65000,1,9.53672,-15837.1,0.419788,0.342
66000,1,6.61653,-15838.8,2.27598,0.372
67000,1,9.95146,-15838.5,0.816604,0.357182
68000,1,9.16959,-15838,2.11688,0.369
69000,1,10.1176,-15838.5,0.733397,0.365333
70000,1,9.63713,-15838.4,0.54806,0.337
71000,1,8.51383,-15838.5,2.60359,0.347
72000,1,9.52645,-15838.9,1.56544,0.384
73000,1,7.74883,-15839.7,2.32539,0.382
74000,1,7.29534,-15837.3,2.05882,0.366
75000,1,9.48243,-15840.5,1.27066,0.362273
76000,1,10.1249,-15838.2,1.20762,0.3595
77000,1,11.6225,-15838.9,0.0964484,0.3745
78000,1,9.21011,-15837.7,0.907073,0.3579
79000,1,10.0067,-15837.3,1.01835,0.362333
80000,1,9.92864,-15839.9,0.751272,0.37
81000,1,8.77258,-15840.7,0.437786,0.357714
82000,2,14.6204,-15835.9,1.85617,0.4135
83000,1,11.0249,-15838.2,0.395552,0.378
84000,1,9.8951,-15839.9,0.834377,0.375333
85000,1,10.1483,-15837.6,0.58943,0.3575
86000,1,10.0376,-15842.4,1.44029,0.363556
87000,1,7.93127,-15838.8,1.04559,0.359333
88000,1,8.75042,-15838.6,1.32991,0.34825
89000,1,9.46058,-15839.2,0.94427,0.338
90000,1,10.4419,-15836.8,0.591644,0.3705
91000,1,6.33726,-15837.7,4.78839,0.385
92000,1,9.05781,-15839.9,0.942767,0.347286
93000,1,9.8996,-15838.3,0.843645,0.351857
94000,1,11.3052,-15842.6,0.613751,0.401
95000,1,9.60208,-15837.7,1.66605,0.37275
96000,1,9.50422,-15838.4,0.43326,0.359
97000,1,10.4228,-15837.7,0.540908,0.348
98000,1,9.06601,-15839.3,0.775795,0.3595
99000,1,9.8556,-15838.7,0.563405,0.3715
100000,1,6.68087,-15841.3,1.1269,0.352
101000,1,9.37039,-15839.1,1.42241,0.344
102000,1,10.5765,-15837.9,0.21134,0.365667
103000,1,8.52697,-15838.8,1.6513,0.356
104000,1,10.3167,-15838.8,1.42157,0.325
105000,1,9.96299,-15841.8,1.09776,0.354
106000,1,8.62061,-15842.9,0.893379,0.360643
107000,1,9.8903,-15843.9,0.401496,0.334
108000,1,8.03081,-15838.6,2.55012,0.375
109000,1,10.7283,-15838.5,0.882213,0.362
110000,1,6.70369,-15837.9,1.72522,0.35875
111000,1,9.55107,-15840.1,1.37014,0.34
112000,1,10.2705,-15840.3,1.09622,0.368333
113000,1,9.29534,-15837.2,1.48968,0.37
114000,1,10.5713,-15838.1,0.333598,0.382
115000,1,10.9196,-15837.8,0.503514,0.366182
116000,1,9.5593,-15837,1.28827,0.366182
117000,1,9.55933,-15840.9,0.360108,0.357
118000,1,9.77029,-15838.6,1.18734,0.362
119000,1,10.9157,-15837.4,0.533636,0.366429
120000,1,10.4699,-15839.8,0.402442,0.339
121000,1,10.287,-15838.4,0.647657,0.3572
122000,1,7.32158,-15837.6,2.50171,0.359
123000,1,9.50553,-15837.3,1.18077,0.369333
124000,1,10.8002,-15838.2,0.50229,0.373
125000,1,9.82565,-15838.2,1.29848,0.349
126000,1,9.21856,-15841.1,1.50266,0.366
127000,1,10.1031,-15841.7,0.818679,0.3695
128000,1,9.43747,-15838,1.1839,0.373
129000,1,10.4704,-15839.7,0.617348,0.355
130000,1,10.111,-15839.6,0.987392,0.3625
131000,1,9.86442,-15838.2,0.680294,0.319
132000,1,8.81696,-15839.8,2.68213,0.356333
133000,1,11.4651,-15840,0.305146,0.369
134000,1,8.46457,-15840,2.06938,0.344
135000,1,10.1823,-15839.3,0.805681,0.3537
136000,1,10.1709,-15838.5,0.399669,0.351
137000,1,6.67015,-15841.1,2.18397,0.342
138000,1,8.26315,-15840.4,2.44311,0.321
139000,2,14.1569,-15838.3,1.49681,0.3454
140000,1,10.2365,-15841.4,0.553353,0.363643
141000,1,10.8067,-15841.7,0.723879,0.382
142000,1,9.39938,-15840.5,1.33229,0.3645
143000,1,10.1071,-15839.4,0.152377,0.366
144000,1,10.248,-15840.8,0.767172,0.337
145000,1,10.0546,-15837.6,0.613485,0.381
146000,1,10.5928,-15839.3,0.619913,0.395
147000,1,6.11475,-15837.7,5.46382,0.379
148000,1,9.38212,-15840.5,0.44438,0.366471
149000,2,10.5259,-15844.3,0.403407,0.3733
150000,1,9.42024,-15839.7,0.0680432,0.339
151000,1,9.4855,-15838.8,1.02633,0.348
152000,1,7.15339,-15842.1,2.89918,0.3495
153000,0,4.46918,-15853.2,0.0438763,0.259
154000,0,4.28358,-15852.2,0.271761,0.147
155000,0,4.42087,-15851.8,0.204053,0.131
156000,1,10.454,-15840,0.82405,0.355111
157000,1,8.71048,-15838.8,1.93629,0.34
158000,1,9.32235,-15838.8,0.909825,0.33
159000,1,8.4001,-15837.4,3.16472,0.347
160000,1,10.5765,-15838,0.0159878,0.367
161000,1,11.1992,-15838.5,0.152703,0.3698
162000,1,10.3343,-15838.3,0.881858,0.3735
163000,1,8.03685,-15842.1,0.923985,0.363583
164000,1,9.79611,-15838.8,1.13326,0.364333
165000,1,8.16931,-15842.6,1.74272,0.362
166000,1,9.03128,-15838.1,1.36611,0.36825
167000,1,9.249,-15837.9,1.94858,0.321
168000,1,10.2684,-15837.5,0.267324,0.354
169000,1,10.6685,-15839.3,0.95274,0.373
170000,1,8.49177,-15838.7,2.1853,0.393
171000,1,8.62737,-15840.7,1.7762,0.355133
172000,1,9.11944,-15838.2,1.85273,0.363571
173000,1,8.20763,-15844,1.84456,0.342
174000,3,17.4167,-15815,1.1506,0.355333
175000,3,17.9003,-15829.6,1.40169,0.367455
176000,3,18.6325,-15824.2,1.88012,0.362
177000,3,18.7354,-15821.5,3.75279,0.343
178000,3,20.4075,-15794.3,0.748964,0.31775
179000,3,20.5851,-15789.7,0.754246,0.292
180000,3,17.7871,-15787.4,2.3612,0.3465
181000,3,17.253,-15783.3,2.94161,0.269
182000,3,19.8672,-15790,1.47915,0.291667
183000,3,21.2333,-15784,1.82808,0.332
184000,4,24.771,-15791.7,1.7738,0.379
185000,3,21.309,-15794.9,1.31611,0.326417
186000,2,14.8469,-15792.2,1.59777,0.32
187000,3,20.2882,-15783.4,2.39162,0.304
188000,3,21.1425,-15789.1,1.30022,0.307
189000,2,14.2617,-15791.4,2.55887,0.3095
190000,2,15.9392,-15793.1,0.678351,0.314
191000,2,15.0471,-15789.2,2.19906,0.306
192000,2,14.4223,-15791,2.14217,0.317167
193000,2,14.9479,-15791,1.40446,0.3
194000,2,14.3461,-15793.1,3.16377,0.313
195000,3,19.71,-15786.9,3.08807,0.310091
196000,3,20.5894,-15789.6,1.25925,0.305
197000,4,22.6211,-15791.5,3.01289,0.315
198000,4,20.2105,-15770.3,2.60661,0.296714
199000,3,17.2403,-15767.9,1.47916,0.252
200000,4,23.1577,-15772.1,2.52261,0.267
201000,3,20.6521,-15774.1,1.85875,0.329
202000,3,19.3846,-15774.1,3.17335,0.383
203000,3,18.191,-15771,2.0734,0.354
204000,3,19.765,-15774.2,2.52832,0.319
205000,4,22.5959,-15771.2,3.62399,0.302375
206000,5,27.9874,-15770.7,3.35291,0.318
207000,4,24.1923,-15765.7,2.13398,0.312
208000,4,23.5803,-15767.1,3.15588,0.257
209000,4,26.066,-15768.1,2.37151,0.281
210000,4,26.7963,-15769.6,1.08124,0.275
211000,4,26.6666,-15765,1.06651,0.299
212000,2,11.5734,-15791.1,4.22212,0.311444
213000,2,14.6536,-15791.9,1.82172,0.308
214000,2,14.8501,-15790.8,0.843035,0.282
215000,2,14.7071,-15791.2,0.643998,0.315
216000,2,12.3623,-15791.8,1.41872,0.267
217000,2,13.4181,-15790.6,0.886487,0.267
218000,2,13.0094,-15791,1.35062,0.26
219000,2,12.769,-15791.5,2.58484,0.262
220000,2,16.2269,-15792.8,0.657205,0.304
221000,2,15.6084,-15792.4,0.61024,0.282
222000,2,16.3688,-15791.2,1.14768,0.302
223000,2,16.2123,-15791.9,0.806345,0.333
224000,2,15.5845,-15791.3,1.68828,0.292528
225000,4,25.511,-15767.2,2.09732,0.307857
226000,2,14.9274,-15789.6,1.09084,0.273
227000,4,23.0914,-15763.8,3.07605,0.281
228000,4,24.0421,-15765.4,2.64656,0.303
229000,5,27.5203,-15772.2,2.8415,0.31
230000,7,40.0509,-15768.5,2.68299,0.325
231000,4,25.7411,-15768,3.02623,0.325
232000,3,21.6028,-15772.8,1.27764,0.327
