generation,N_shifts,logPrior,logLik,eventRate,acceptRate
251000,2,12.9697,-16358.2,2.4324,0.3834
252000,2,15.2497,-16336.1,1.00718,0.335
253000,2,15.7471,-16336.6,0.970695,0.301
254000,2,15.3483,-16334.6,0.615734,0.335
255000,3,21.1466,-16327.1,1.01677,0.349
256000,3,21.5268,-16325.4,1.06205,0.319
257000,3,20.363,-16327.6,1.58006,0.343429
258000,3,20.2707,-16327.1,1.84584,0.335111
259000,4,21.4023,-16327.1,3.46864,0.343
260000,3,18.4501,-16325.6,2.37005,0.333
261000,3,17.9935,-16328.5,3.08737,0.372
262000,4,23.6667,-16278.7,1.29676,0.332267
263000,4,19.5379,-16280.3,2.54681,0.309
264000,5,27.816,-16277.3,1.1498,0.322
265000,5,26.5966,-16265.4,0.997041,0.333
266000,5,25.1698,-16263.6,2.97346,0.292
267000,5,23.7522,-16267.5,3.00735,0.313
268000,6,30.9185,-16265.2,1.8131,0.349
269000,6,30.7554,-16274.3,2.85205,0.330875
270000,5,24.3533,-16278.7,0.950354,0.322
271000,5,24.2988,-16276.1,1.82725,0.31
272000,7,36.4859,-16283.4,4.97566,0.330688
273000,6,27.0802,-16275.4,3.90194,0.3195
274000,6,32.4035,-16272.7,3.70758,0.3205
275000,6,31.4187,-16276,4.77688,0.28
276000,7,32.3059,-16256.2,4.0994,0.331667
277000,7,34.2799,-16245.7,3.45181,0.294
278000,6,28.1711,-16270.4,4.38128,0.3108
279000,6,27.3163,-16271.3,5.18819,0.331
280000,6,32.021,-16269.7,2.65224,0.3138
281000,7,31.3538,-16272.5,3.67649,0.307
282000,6,28.5259,-16275.5,3.98139,0.316333
283000,5,23.1066,-16278.9,3.28662,0.307
284000,6,29.6981,-16244.6,3.07242,0.32175
285000,6,26.6306,-16246.4,4.26863,0.343
286000,7,35.3767,-16250.4,2.70177,0.328
287000,7,35.5897,-16244.3,2.14149,0.32
288000,6,27.1978,-16246.6,2.80448,0.324
289000,5,22.1215,-16283.5,4.76361,0.312667
290000,6,28.5434,-16281.4,2.60212,0.339
291000,6,31.6838,-16249.7,1.49931,0.327
292000,6,29.227,-16250.3,3.31314,0.315
293000,7,35.6817,-16251.7,2.6365,0.328
294000,7,25.5545,-16234.2,5.33166,0.319941
295000,7,29.0389,-16234.3,2.30285,0.284
296000,8,29.8809,-16233.8,4.98321,0.287
297000,8,34.8658,-16240.8,3.90639,0.31
298000,9,39.0581,-16238.4,6.12353,0.354
299000,10,43.0638,-16236.9,8.11793,0.339
300000,9,38.7006,-16236,10.5045,0.345
301000,9,40.6546,-16233.2,4.82099,0.328
302000,9,36.8198,-16236.7,7.81793,0.349
303000,7,38.2651,-16276.8,3.68769,0.327
304000,6,27.5962,-16282.7,5.23756,0.318
305000,5,25.1372,-16279.8,2.52412,0.318458
306000,5,25.5656,-16281.9,1.9872,0.359
307000,8,33.2334,-16233.4,5.92389,0.3488
308000,6,26.0376,-16248.2,3.8889,0.3248
309000,7,33.8631,-16246,3.18347,0.307
310000,6,31.1045,-16253.8,3.7185,0.329
311000,6,29.1364,-16256.3,3.72388,0.304
312000,6,24.6501,-16252.9,6.59726,0.298
313000,6,26.6322,-16250.8,3.90428,0.289
314000,7,33.6924,-16252.2,4.37294,0.321
315000,7,30.4145,-16240.8,3.28063,0.31
316000,7,31.7134,-16239.1,3.70062,0.311
317000,6,29.9412,-16268.3,2.62725,0.289364
318000,6,29.3424,-16270.3,2.70499,0.309
319000,8,37.8529,-16238.8,3.36553,0.278667
320000,7,34.5871,-16265,4.68201,0.3195
321000,7,34.0935,-16267.1,5.2686,0.318
322000,7,36.8295,-16270.4,3.09999,0.366
323000,6,29.662,-16270.3,3.47938,0.285
324000,6,30.5854,-16268.4,3.0861,0.323
325000,6,31.6296,-16270.1,1.73038,0.314
326000,7,32.9316,-16235.6,2.53166,0.302286
327000,8,30.5318,-16233.4,7.81671,0.31595
328000,9,39.1717,-16230.4,2.92523,0.285
329000,8,37.857,-16235.6,4.57569,0.328
330000,8,38.0205,-16230.6,4.78491,0.337
331000,7,29.1928,-16241.8,5.67958,0.3184
332000,7,32.4717,-16231.4,2.24436,0.345
333000,7,34.5349,-16245.7,3.0319,0.325
334000,7,34.5071,-16243.6,3.77268,0.331
335000,8,34.3953,-16241.8,5.62199,0.334
336000,10,43.9262,-16236.9,4.88329,0.323
337000,9,33.1167,-16234.2,6.03746,0.319
338000,9,40.6513,-16233.4,4.55042,0.295
339000,9,38.5475,-16242.2,2.87521,0.342
340000,8,31.8365,-16231.6,4.00544,0.343
341000,9,37.3531,-16222.5,4.88508,0.304
342000,7,33.2327,-16260.7,6.00974,0.314941
343000,10,43.9188,-16223.4,5.16626,0.3275
344000,12,57.5798,-16205.4,4.83205,0.313
345000,11,52.3233,-16209.5,5.73275,0.344
346000,11,51.5744,-16200.3,8.08964,0.305
347000,7,29.3542,-16259.2,5.54465,0.3192
348000,10,42.6075,-16204.3,5.61552,0.3246
349000,10,43.1919,-16204.8,6.39817,0.295
350000,10,48.0506,-16212.9,5.53038,0.303
351000,11,55.7706,-16214.8,3.15531,0.344
352000,10,43.62,-16220.5,6.42361,0.343
353000,10,49.7882,-16207.2,4.72963,0.316571
354000,11,55.7918,-16199.8,6.02434,0.302
355000,11,53.8856,-16197.6,5.41605,0.298
356000,11,46.4435,-16206.7,4.36691,0.30875
357000,13,52.2586,-16200.5,7.7662,0.352
358000,13,56.197,-16195.5,5.02061,0.316
359000,11,52.3321,-16203.1,3.47835,0.31775
360000,13,54.0182,-16209.8,8.46928,0.333
361000,11,50.6037,-16206.7,5.36328,0.351
362000,13,56.1441,-16192.9,5.19726,0.336
363000,11,42.2643,-16185.5,7.20564,0.32275
364000,13,54.0378,-16167.5,5.73997,0.285
365000,12,47.1014,-16166.7,7.91795,0.283
366000,14,60.924,-16174.2,5.91877,0.308
367000,12,46.8465,-16165.8,10.3343,0.294
368000,12,48.4189,-16168.4,8.12643,0.311
369000,12,48.0363,-16164.8,7.61161,0.284
370000,9,33.1105,-16215.4,5.27819,0.317121
371000,10,41.9421,-16220.6,5.45141,0.374
372000,11,48.1844,-16228.2,6.25944,0.345
373000,13,53.7231,-16173,11.1596,0.3115
374000,13,61.0266,-16178.7,6.82789,0.352
375000,12,50.6391,-16186.3,6.99753,0.308923
376000,14,57.9676,-16191.4,10.3439,0.304
377000,12,48.0595,-16192.5,6.15823,0.316
378000,11,40.1551,-16193.8,8.0815,0.315
379000,11,48.1852,-16194.8,4.25154,0.32
380000,11,46.2538,-16193.2,6.12054,0.277
381000,13,54.2873,-16182.8,7.3726,0.318571
382000,14,61.1979,-16174.3,7.57745,0.333
383000,15,67.4388,-16171.1,5.38933,0.369
384000,18,80.0668,-16173.5,10.1604,0.377
385000,18,80.4387,-16172.6,10.8148,0.303
386000,18,87.9463,-16170.5,8.45833,0.356
387000,15,71.6344,-16168.2,8.41632,0.362
388000,15,66.9513,-16164.3,8.12843,0.342
389000,12,48.7947,-16190.1,5.02871,0.311778
390000,13,51.6055,-16193.9,9.08577,0.304
391000,12,47.1685,-16191,7.78302,0.339
392000,13,62.5702,-16190.9,4.27812,0.325
393000,12,57.2232,-16193.2,5.31537,0.36
394000,12,49.8633,-16179.7,5.46141,0.332833
395000,12,56.2785,-16178.8,4.1485,0.294
396000,14,51.7046,-16178.9,9.62758,0.328
397000,9,35.8857,-16219.2,5.77065,0.32748
398000,10,45.0863,-16232.9,3.37728,0.324078
399000,14,55.3905,-16175.6,10.747,0.330333
400000,14,63.6018,-16179.9,3.00844,0.334
401000,14,55.6609,-16180.6,9.34454,0.313
402000,11,42.8973,-16179.3,7.1023,0.306778
403000,11,44.3045,-16177,3.91048,0.335
404000,11,38.151,-16175.5,7.85051,0.272
405000,12,43.7708,-16172,6.13963,0.265
406000,12,44.4229,-16174.5,7.36335,0.313
407000,15,65.0936,-16166.4,8.86091,0.321
408000,14,62.0129,-16159.3,5.57791,0.32
409000,10,41.479,-16210.3,7.74607,0.34425
410000,11,48.0285,-16208.7,5.74658,0.334
411000,11,47.5404,-16183.9,3.39888,0.3228
412000,11,52.3776,-16218.3,6.71997,0.308643
413000,12,51.6313,-16218.5,9.06034,0.328
414000,11,49.3678,-16186.7,5.08592,0.323667
415000,14,60.3533,-16162,7.57454,0.312286
416000,12,54.8037,-16191.2,7.31404,0.3165
417000,16,66.566,-16159.5,8.33895,0.323
418000,13,56.8078,-16180.4,4.42389,0.315
419000,14,61.066,-16178.3,10.5189,0.334
420000,14,63.1318,-16190.4,8.54375,0.359
421000,11,43.4999,-16188.5,6.73088,0.357
422000,11,49.5227,-16196,4.16506,0.312
423000,12,43.2693,-16191.1,9.02471,0.314
424000,12,47.5038,-16185,7.03059,0.299
425000,12,44.1564,-16191.3,6.38659,0.316
426000,10,50.109,-16229.9,5.99838,0.322769
427000,10,50.8206,-16230.6,3.19269,0.317
428000,12,47.3554,-16172,6.83971,0.291667
429000,12,46.8213,-16176.8,7.15179,0.3
430000,12,54.29,-16216.2,5.66505,0.33265
431000,11,50.4852,-16216.6,4.29074,0.345
432000,11,40.4061,-16215.3,9.74594,0.316
433000,11,47.978,-16210,8.28441,0.342
434000,14,63.8643,-16163.8,5.74368,0.314765
435000,14,63.8417,-16159.1,4.46617,0.313
436000,16,67.9138,-16164.5,8.52726,0.304
437000,14,62.1412,-16163.9,7.62371,0.307
438000,16,72.0872,-16173.4,6.67167,0.334
439000,14,58.2953,-16182.1,5.69407,0.328833
440000,9,43.5178,-16219.7,6.16703,0.330077
441000,9,41.3096,-16210.5,4.00005,0.3
442000,12,52.7988,-16168,6.01811,0.296385
443000,12,49.829,-16164.9,7.89016,0.275
444000,17,69.4077,-16183.6,11.2817,0.3346
445000,16,65.7616,-16169.2,6.91004,0.36
446000,17,77.8741,-16166.7,10.1163,0.335
447000,18,81.6554,-16173.4,8.90893,0.363
448000,17,75.805,-16164.7,11.3502,0.366
449000,12,54.6046,-16159.3,5.36462,0.299333
450000,12,54.166,-16159.2,7.46357,0.301
451000,12,53.5351,-16164.8,6.13251,0.251
452000,12,47.9325,-16161.6,7.7364,0.268
453000,12,54.083,-16165,3.89472,0.264
454000,12,52.0579,-16161.4,6.3402,0.298
455000,13,54.4768,-16167,5.66897,0.306
456000,13,59.9896,-16164.9,4.93866,0.311
457000,13,55.4928,-16170.1,7.52484,0.317
458000,17,82.7921,-16152,5.97786,0.3484
459000,12,51.5413,-16180,13.5242,0.309476
460000,10,43.1354,-16205.3,8.17436,0.308
461000,9,37.684,-16204.6,9.26161,0.313
462000,9,42.8212,-16207.4,3.54486,0.259
463000,11,49.1609,-16204.9,5.42511,0.326
464000,10,41.8027,-16208.3,4.81769,0.32
465000,13,53.2114,-16179.8,12.6899,0.323833
466000,14,59.1316,-16156.5,8.49719,0.325667
467000,15,67.6191,-16154,5.07383,0.27
468000,15,62.2575,-16142.8,8.12992,0.282
469000,15,67.5791,-16147.3,5.02439,0.292
470000,17,71.3937,-16148.5,11.8736,0.296
471000,20,87.3702,-16131.9,8.45645,0.334692
472000,19,86.666,-16137.7,6.39848,0.358
473000,14,61.2427,-16164.3,8.845,0.322
474000,19,71.7877,-16142.5,15.0109,0.339
475000,18,69.6461,-16139,11.3947,0.353
476000,21,92.8999,-16129.6,8.7836,0.34
477000,21,91.9936,-16135.5,12.9344,0.362
478000,21,91.371,-16135.3,10.6545,0.355
479000,19,84.6182,-16135.2,7.02743,0.33
480000,17,73.1459,-16154.9,8.27899,0.3235
481000,17,63.6577,-16157.4,12.6532,0.345
482000,17,63.7709,-16160.9,13.972,0.34
483000,18,77.8862,-16154.4,10.5302,0.306
484000,16,70.5017,-16164.1,9.52716,0.332455
485000,17,76.3501,-16165.4,8.27338,0.354
486000,15,67.0411,-16167.7,7.73544,0.341
487000,16,68.7879,-16155.1,7.35876,0.357
488000,15,62.137,-16157.4,11.6723,0.368
489000,16,72.2315,-16154.3,7.39419,0.328
490000,16,75.2748,-16153.9,6.87772,0.344
491000,16,74.3114,-16159.2,5.74768,0.324
492000,16,67.3226,-16165.5,9.11277,0.313
493000,15,60.2072,-16148.6,11.3182,0.3295
494000,16,67.9941,-16145.4,9.34974,0.312
495000,16,68.8564,-16145.9,7.64448,0.341
496000,16,73.4035,-16154.7,8.29599,0.313167
497000,14,56.3819,-16157.8,8.0622,0.299
498000,14,59.515,-16152.8,8.13117,0.3
499000,13,57.6696,-16150.9,5.34025,0.32125
500000,15,65.9424,-16154.3,6.45061,0.31
501000,16,71.9095,-16145.4,5.32204,0.316
502000,15,68.0785,-16157.8,6.75506,0.3168
503000,15,71.1314,-16149.8,3.8647,0.283
504000,16,69.758,-16151,10.4242,0.307
505000,17,76.0508,-16162.6,8.98498,0.326
506000,14,56.1533,-16142.9,8.30351,0.3152
507000,14,61.6851,-16143.2,5.60983,0.309
508000,14,54.2086,-16153.3,9.52331,0.3032
509000,16,66.1344,-16156.7,12.0172,0.324
510000,15,67.8688,-16163,6.15089,0.356
511000,16,67.558,-16162.3,8.97064,0.303
512000,17,80.1562,-16152.9,8.90641,0.317
513000,17,73.4214,-16150.5,7.02936,0.334
514000,17,69.9848,-16154.4,11.963,0.329
515000,19,84.7948,-16146,9.14298,0.32
516000,11,50.6372,-16217.6,4.29523,0.314462
517000,12,55.0722,-16217.4,9.30278,0.338
518000,20,91.4226,-16125.1,9.46295,0.320455
519000,20,89.6128,-16124.8,7.77604,0.284
520000,19,83.3015,-16118.4,9.52724,0.323
521000,19,87.6018,-16117.8,6.63573,0.334
522000,18,83.6941,-16115.3,8.66376,0.341
523000,18,74.4878,-16120.8,10.6061,0.348
524000,17,76.8045,-16117.2,8.96586,0.33
525000,16,72.5815,-16166.6,10.0514,0.31445
526000,9,40.4784,-16220.3,4.60533,0.320778
527000,9,36.4742,-16214.7,5.75822,0.339
528000,16,66.6418,-16114.7,7.59861,0.342
529000,16,64.2689,-16115.3,11.6019,0.319
530000,18,77.985,-16113.4,6.77178,0.313
531000,18,80.4784,-16116.2,8.06772,0.339
532000,14,64.9521,-16165.6,5.07761,0.313857
533000,9,40.1791,-16223.6,7.21484,0.315167
534000,23,105.451,-16120.6,9.86794,0.333684
535000,23,109.01,-16128.9,9.49773,0.336
536000,22,107.487,-16123.1,7.72365,0.331
537000,14,61.8509,-16183.8,7.22039,0.3236
538000,14,65.4928,-16176.8,8.29107,0.346
539000,13,59.7177,-16175,7.76142,0.317
540000,19,93.0797,-16139.8,8.91298,0.3365
541000,18,84.0119,-16137,7.44786,0.332
542000,14,68.8073,-16168,5.95742,0.322667
543000,17,83.7138,-16175.1,6.26477,0.333
544000,13,61.7263,-16172.2,8.04291,0.322
545000,18,81.6866,-16147.4,9.22119,0.3255
546000,19,86.6993,-16133.7,12.1569,0.329
547000,21,87.0282,-16136.4,15.6038,0.357
548000,19,74.662,-16109.7,8.77111,0.328
549000,18,76.0947,-16123.7,9.06,0.302
550000,17,71.7189,-16114.8,7.33994,0.335
551000,20,80.0376,-16116.2,8.31829,0.336
552000,19,80.0597,-16122.8,9.49125,0.295
553000,20,83.9801,-16124,9.3631,0.349
554000,19,84.026,-16123.1,11.5816,0.33
555000,19,86.4655,-16119.1,10.8888,0.337
556000,20,92.2194,-16124.7,11.2252,0.31
