generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,6.06102,-21554,1,0
1000,0,0.158342,-16111.6,0.0144496,0.213
2000,1,8.26189,-16092.9,0.165689,0.266
3000,1,8.01997,-16089.6,1.09788,0.362
4000,1,9.33603,-16089,0.360959,0.381
5000,1,9.00205,-16089.2,0.542292,0.389
6000,1,8.38764,-16090.3,0.102558,0.4
7000,1,9.25209,-16091.9,0.514269,0.362
8000,1,9.46895,-16091.2,0.960156,0.341707
9000,2,14.6316,-16055.6,1.19239,0.337
10000,2,14.9061,-16057.6,0.857721,0.368667
11000,2,13.7214,-16055.6,1.2408,0.319
12000,2,14.7395,-16053,0.583975,0.327
13000,2,12.911,-16054.6,0.548915,0.356
14000,2,12.6339,-16056.8,0.859808,0.305
15000,2,11.9188,-16056.5,0.837217,0.33
16000,2,12.8351,-16054.1,0.739906,0.335
17000,2,13.2842,-16055.3,2.97757,0.337627
18000,2,14.3435,-16054.4,0.99282,0.339926
19000,2,13.1269,-16053.3,2.84327,0.316
20000,2,12.6261,-16055.7,2.05561,0.329875
21000,2,12.5169,-16054.9,2.21891,0.277
22000,2,13.2427,-16055.1,2.8439,0.3244
23000,2,13.4764,-16054.7,1.02966,0.335
24000,2,13.9812,-16057.8,1.85141,0.348
25000,3,19.9989,-16051.9,2.19107,0.33225
26000,2,14.9336,-16056.4,0.998017,0.317
27000,2,14.7326,-16052.3,1.8458,0.342
28000,2,15.3677,-16055,0.622395,0.341
29000,2,15.6837,-16053.5,0.705858,0.333846
30000,2,13.8851,-16053,2.67581,0.301
31000,2,14.2174,-16055.3,1.08521,0.315
32000,2,14.2706,-16051.5,1.44886,0.348
33000,2,14.438,-16054.8,1.7151,0.3165
34000,2,13.1658,-16055.5,2.14903,0.329
35000,2,13.8887,-16054.1,0.886232,0.329
36000,2,13.7841,-16056.7,1.50798,0.357
37000,2,11.6687,-16052.3,2.39498,0.335923
38000,2,12.7245,-16054.1,2.25269,0.317
39000,2,14.3797,-16059,0.488103,0.336375
40000,3,17.5597,-16041.1,2.32479,0.328
41000,4,20.4176,-16035.1,1.65087,0.271
42000,3,15.4724,-16023.7,2.41793,0.307
43000,3,15.9273,-16027.2,2.35454,0.321
44000,4,21.5022,-16020.8,1.22024,0.293
45000,3,16.4828,-16018.7,2.31027,0.319111
46000,3,16.9673,-16016.9,1.43334,0.312
47000,3,15.6008,-16025.9,2.44322,0.311
48000,4,21.3709,-16014,0.377363,0.317733
49000,5,26.3715,-16009.8,2.30815,0.279
50000,4,17.2216,-16010.2,2.02613,0.27
51000,4,17.1165,-16012.4,3.54345,0.257
52000,4,19.2883,-16012.3,1.27706,0.275
53000,4,20.2396,-16012.1,2.53734,0.281
54000,3,15.4349,-16019.8,2.11735,0.280692
55000,4,20.5193,-16018.5,1.55192,0.300125
56000,4,17.8534,-16014.6,3.42222,0.289667
57000,5,26.8448,-16012.2,0.95245,0.308
58000,5,24.1138,-16016.7,2.08424,0.283
59000,3,18.5292,-16018.6,1.19553,0.3126
60000,4,18.2235,-16012.1,3.66533,0.316
61000,4,21.1542,-16008.4,2.31673,0.285
62000,4,20.8335,-16009.7,1.55415,0.309
63000,3,14.2987,-16021,3.16581,0.298947
64000,3,15.6334,-16021.7,2.49213,0.307
65000,3,17.7703,-16022.3,1.79132,0.299833
66000,3,15.716,-16018.5,2.78332,0.347
67000,3,13.2369,-16022.3,2.04057,0.31
68000,3,15.5472,-16020.1,1.34019,0.292
69000,3,16.0011,-16018.4,1.3808,0.29
70000,3,14.8354,-16017.4,2.40772,0.315
71000,3,14.2552,-16021.4,1.39414,0.292
72000,3,15.1991,-16022.1,2.43377,0.286
73000,3,17.6442,-16017.7,1.76028,0.309444
74000,3,16.507,-16020,2.19167,0.309947
75000,3,17.1792,-16018.4,2.18047,0.308
76000,3,14.7516,-16014.6,2.88363,0.27
77000,3,14.5088,-16020.1,2.52487,0.31025
78000,3,17.6076,-16023.6,1.47363,0.302
79000,3,13.7008,-16023.9,2.07163,0.289
80000,3,14.9839,-16022.9,2.20119,0.279
81000,3,16.6546,-16020.3,1.87146,0.308421
82000,3,14.9951,-16019,1.38804,0.278
83000,3,17.348,-16021.7,0.879012,0.314
84000,3,14.382,-16019.5,2.9263,0.334
85000,3,17.9542,-16017.1,1.01163,0.276
86000,3,14.1068,-16016.6,4.29139,0.293
87000,3,16.8778,-16020.3,2.29819,0.308
88000,3,16.7581,-16015.9,1.59254,0.266
89000,3,16.8126,-16016.9,2.03162,0.316
90000,3,14.5915,-16025.8,3.87415,0.2968
91000,3,15.7555,-16021.7,2.66151,0.294
92000,3,17.4891,-16017.1,0.956699,0.302643
93000,3,15.3311,-16020.8,2.13244,0.2825
94000,3,16.671,-16024.3,1.48616,0.303
95000,3,13.1313,-16019.8,1.86971,0.3078
96000,3,16.0725,-16019.2,2.84005,0.3015
97000,3,16.346,-16021.7,2.56085,0.328
98000,3,16.023,-16018.4,1.54236,0.342
99000,3,15.6902,-16015.8,0.915344,0.295
100000,3,13.4996,-16019.4,2.46077,0.2906
101000,3,13.068,-16026.2,1.37529,0.308
102000,3,19.2249,-16021.4,1.27979,0.308
103000,3,14.2123,-16019.6,1.62529,0.3155
104000,3,12.8465,-16020.8,2.97676,0.284
105000,3,17.2475,-16020.7,0.495415,0.292
106000,3,11.9861,-16017.6,2.77819,0.271
107000,3,14.5386,-16018.8,1.41871,0.296867
108000,4,20.3798,-16021.4,2.88726,0.318
109000,3,18.0366,-16024.2,1.61594,0.32
110000,4,18.5,-16022.8,3.62862,0.298868
111000,4,21.8443,-16025.7,2.47243,0.314667
112000,3,19.0077,-16028.1,1.56716,0.352
113000,3,16.1595,-16025.7,2.43809,0.327
114000,3,15.2452,-16018.9,3.07805,0.3044
115000,3,16.294,-16021.2,2.5693,0.328
116000,4,23.2521,-16022.2,0.526936,0.306167
117000,3,17.0168,-16023.6,1.90682,0.312
118000,3,17.4301,-16020.8,1.42801,0.321333
119000,3,15.5411,-16019.3,2.56728,0.256
120000,3,17.3333,-16022.5,0.637845,0.28
121000,3,18.1502,-16014.5,1.28416,0.283
122000,4,18.3074,-15994.4,2.83172,0.302
123000,4,12.0461,-16002.7,1.9245,0.292526
124000,4,18.6265,-16003,1.32055,0.318
125000,4,15.4877,-15993.7,2.28646,0.295875
126000,4,11.5024,-15993,3.55183,0.294167
127000,4,10.9004,-15994.4,3.08791,0.265
128000,4,18.2624,-15998.1,2.34333,0.332667
129000,4,11.6302,-15993.9,2.78449,0.226
130000,4,12.5165,-15991,1.35018,0.241
131000,4,11.8077,-15994.8,2.16298,0.244
132000,4,10.8732,-15994,1.20278,0.18
133000,4,8.2715,-15994.3,4.08596,0.231
134000,6,22.4785,-15985.8,1.90788,0.3099
135000,7,31.0891,-15983.2,3.57225,0.294
136000,7,27.3114,-15980.9,2.91221,0.309
137000,4,14.9722,-15984,2.04129,0.2492
138000,4,15.8761,-16000.1,2.237,0.2562
139000,4,13.1797,-16003.6,2.24055,0.257
140000,4,17.5374,-16000.4,2.67166,0.302333
141000,6,20.4846,-15976.3,4.63698,0.257
142000,7,28.6783,-15979.6,2.45176,0.296
143000,7,30.3214,-15991.2,2.735,0.334
144000,6,19.1244,-15980,3.62341,0.319
145000,4,17.568,-15982.9,0.622266,0.245125
146000,5,20.1455,-15995.5,4.70038,0.309833
147000,5,20.229,-15993.2,2.84754,0.251
148000,4,18.8989,-15995.7,1.32875,0.327
149000,4,9.74992,-15995.5,4.80048,0.2352
150000,5,20.2557,-15994.3,3.47453,0.2925
151000,5,22.0917,-15993.3,2.89634,0.278
152000,4,14.5344,-15982.3,3.56905,0.231857
153000,5,19.3315,-15995.8,1.79051,0.26
154000,6,20.0622,-15991.5,3.85493,0.2794
155000,4,15.7116,-15992.9,1.16477,0.2495
156000,4,13.1971,-15989.3,3.48475,0.237
157000,4,15.0946,-15992.6,1.27488,0.249
158000,4,11.7484,-15990.6,1.90802,0.216
159000,5,21.5656,-15987,1.42501,0.2552
160000,5,19.5271,-15996.7,3.8476,0.27075
161000,4,19.4213,-15992.2,2.46358,0.308
162000,4,18.1145,-15993.4,2.35208,0.314
163000,4,16.2934,-15997.2,1.93724,0.338
164000,4,16.152,-15994.2,1.19042,0.269167
165000,6,26.7717,-16009.9,4.62373,0.248
166000,6,29.9074,-15995.8,1.56734,0.299
167000,5,24.0626,-15999.5,2.21334,0.288368
168000,4,19.6327,-15990.9,1.4301,0.313
169000,4,18.8939,-15996.5,4.70558,0.308
170000,4,19.0811,-15997.2,1.18807,0.31
171000,4,18.2266,-15995.7,1.50841,0.324
172000,5,24.6089,-15994.2,1.63414,0.331333
173000,4,17.8076,-15992.6,1.30811,0.2999
174000,4,14.9136,-15985.6,2.06325,0.277
175000,4,14.059,-15992.3,3.57847,0.269
176000,4,13.1054,-15998.4,5.10519,0.286235
177000,4,18.1699,-15997.1,0.985686,0.292
178000,4,20.3638,-16002.3,1.94404,0.298
179000,4,16.6007,-15997.9,1.45346,0.3315
180000,4,16.3307,-15998,2.40041,0.316
181000,4,17.2997,-15990.4,0.466776,0.282667
182000,6,24.257,-15991.8,2.40889,0.234
183000,5,18.4093,-15986.4,1.548,0.272
184000,5,21.3612,-15989.6,1.66587,0.272889
185000,4,15.9502,-15997.6,2.06297,0.319
186000,4,13.6843,-15994.6,3.55207,0.326
187000,4,16.9817,-15988.3,1.42701,0.24575
